CHARGE_CODE,CHARGE_DESCRIPTION,CHARGE,REVENUE_CODE,CPT_CODE,PHARMACY_NDC
4950130,DOXYCYCLINE MONOHYDRATE 100 MG PO CAPS,9.6,,,5456965661
4950130,DOXYCYCLINE MONOHYDRATE 100 MG PO CAPS,9.48,,,4988472703
4950130,DOXYCYCLINE MONOHYDRATE 100 MG PO CAPS,9.48,,,6318713520
4950130,DOXYCYCLINE MONOHYDRATE 100 MG PO CAPS,9.48,,,6318771214
4950130,DOXYCYCLINE MONOHYDRATE 100 MG PO CAPS,9.48,,,6318793614
4950130,DOXYCYCLINE MONOHYDRATE 100 MG PO CAPS,9.48,,,6318793620
4950130,DOXYCYCLINE MONOHYDRATE 100 MG PO CAPS,9.48,,,6838270718
4950130,DOXYCYCLINE MONOHYDRATE 100 MG PO CAPS,8.07,,,4306352920
4950130,DOXYCYCLINE MONOHYDRATE 100 MG PO CAPS,7.22,,,4306352928
4950130,DOXYCYCLINE MONOHYDRATE 100 MG PO CAPS,6.6,,,6808474333
4950130,DOXYCYCLINE MONOHYDRATE 100 MG PO CAPS,5.82,,,0591041150
4950130,DOXYCYCLINE MONOHYDRATE 100 MG PO CAPS,4.24,,,6808474332
4950130,DOXYCYCLINE MONOHYDRATE 100 MG PO CAPS,30.81,,,4306352902
4950130,DOXYCYCLINE MONOHYDRATE 100 MG PO CAPS,3.34,,,5186204205
4950130,DOXYCYCLINE MONOHYDRATE 100 MG PO CAPS,3.34,,,6233225050
4950130,DOXYCYCLINE MONOHYDRATE 100 MG PO CAPS,3.22,,,4988472704
4950130,DOXYCYCLINE MONOHYDRATE 100 MG PO CAPS,3.2,,,0713055593
4950130,DOXYCYCLINE MONOHYDRATE 100 MG PO CAPS,17.07,,,4306352906
4950130,DOXYCYCLINE MONOHYDRATE 100 MG PO CAPS,13.54,,,5570032320
4950130,DOXYCYCLINE MONOHYDRATE 100 MG PO CAPS,12.48,,,6076043120
4950130,DOXYCYCLINE MONOHYDRATE 100 MG PO CAPS,11.19,,,6191998120
4950130,DOXYCYCLINE MONOHYDRATE 100 MG PO CAPS,10.22,,,4306352914
4950131,FLUOXETINE HCL 10 MG PO TABS,4.59,,,4988433501
4950131,FLUOXETINE HCL 10 MG PO TABS,20.93,,,5570058930
4950131,FLUOXETINE HCL 10 MG PO TABS,20.93,,,5570061730
4950131,FLUOXETINE HCL 10 MG PO TABS,14.57,,,4999936290
4950131,FLUOXETINE HCL 10 MG PO TABS,14.56,,,4999936214
4950131,FLUOXETINE HCL 10 MG PO TABS,12.14,,,63874105301
4950131,FLUOXETINE HCL 10 MG PO TABS,12.14,,,63874105302
4950131,FLUOXETINE HCL 10 MG PO TABS,12.14,,,63874105303
4950131,FLUOXETINE HCL 10 MG PO TABS,12.14,,,63874105304
4950131,FLUOXETINE HCL 10 MG PO TABS,12.14,,,63874105305
4950131,FLUOXETINE HCL 10 MG PO TABS,12.14,,,63874105306
4950131,FLUOXETINE HCL 10 MG PO TABS,12.14,,,63874105308
4950131,FLUOXETINE HCL 10 MG PO TABS,12.14,,,63874105309
4950131,FLUOXETINE HCL 10 MG PO TABS,11.47,,,0378073493
4950131,FLUOXETINE HCL 10 MG PO TABS,10.92,,,4988473401
4950131,FLUOXETINE HCL 10 MG PO TABS,10.92,,,4988473411
4950131,FLUOXETINE HCL 10 MG PO TABS,10.4,,,0093718856
4950131,FLUOXETINE HCL 10 MG PO TABS,1.86,,,5486845600
4950131,FLUOXETINE HCL 10 MG PO TABS,1.52,,,5486845601
4950131,FLUOXETINE HCL 10 MG PO TABS,.67,,,0378073401
4950131,FLUOXETINE HCL 10 MG PO TABS,.64,,,0093718810
4950131,FLUOXETINE HCL 10 MG PO TABS,.58,,,4988473410
4950132,DAPSONE 100 MG PO TABS,9.67,,,7095413610
4950132,DAPSONE 100 MG PO TABS,8.64,,,7095413620
4950132,DAPSONE 100 MG PO TABS,7.29,,,4229129990
4950132,DAPSONE 100 MG PO TABS,6.56,,,1013565501
4950132,DAPSONE 100 MG PO TABS,13.44,,,4993810130
4950132,DAPSONE 100 MG PO TABS,12.09,,,1392550530
4950132,DAPSONE 100 MG PO TABS,12.09,,,2903303730
4950132,DAPSONE 100 MG PO TABS,12.09,,,4778133431
4950132,DAPSONE 100 MG PO TABS,12.09,,,6954315130
4950132,DAPSONE 100 MG PO TABS,10.8,,,1392550501
4950132,DAPSONE 100 MG PO TABS,10,,,4993810101
4950132,DAPSONE 100 MG PO TABS,1.15,,,5486838011
4950132,DAPSONE 100 MG PO TABS,.86,,,5456920150
4950133,DAPSONE 25 MG PO TABS,9.86,,,1392550430
4950133,DAPSONE 25 MG PO TABS,9.86,,,2903303630
4950133,DAPSONE 25 MG PO TABS,9.86,,,4778133331
4950133,DAPSONE 25 MG PO TABS,9.86,,,6954315030
4950133,DAPSONE 25 MG PO TABS,9.13,,,4993810230
4950133,DAPSONE 25 MG PO TABS,8.8,,,1392550401
4950133,DAPSONE 25 MG PO TABS,8.15,,,4993810201
4950133,DAPSONE 25 MG PO TABS,7.88,,,7095413510
4950133,DAPSONE 25 MG PO TABS,7.28,,,4229129890
4950133,DAPSONE 25 MG PO TABS,7.04,,,7095413520
4950133,DAPSONE 25 MG PO TABS,4.16,,,5528918820
4950133,DAPSONE 25 MG PO TABS,3.16,,,5528918840
4950134,NIFEDIPINE 10 MG PO CAPS,5.96,,,5026860011
4950134,NIFEDIPINE 10 MG PO CAPS,5.73,,,0440786090
4950134,NIFEDIPINE 10 MG PO CAPS,5.35,,,0440786004
4950134,NIFEDIPINE 10 MG PO CAPS,5.15,,,4338644024
4950134,NIFEDIPINE 10 MG PO CAPS,4.94,,,5528990708
4950134,NIFEDIPINE 10 MG PO CAPS,4.6,,,0440786008
4950134,NIFEDIPINE 10 MG PO CAPS,4.45,,,5456931214
4950134,NIFEDIPINE 10 MG PO CAPS,4.27,,,0228249710
4950134,NIFEDIPINE 10 MG PO CAPS,3.42,,,2315519401
4950134,NIFEDIPINE 10 MG PO CAPS,3.42,,,6931521101
4950134,NIFEDIPINE 10 MG PO CAPS,3.27,,,5486813264
4950134,NIFEDIPINE 10 MG PO CAPS,3.25,,,5295927308
4950134,NIFEDIPINE 10 MG PO CAPS,3.13,,,5486813265
4950134,NIFEDIPINE 10 MG PO CAPS,3.02,,,6042916301
4950134,NIFEDIPINE 10 MG PO CAPS,2.93,,,5486813262
4950134,NIFEDIPINE 10 MG PO CAPS,2.92,,,5295927310
4950134,NIFEDIPINE 10 MG PO CAPS,2.91,,,4999916190
4950134,NIFEDIPINE 10 MG PO CAPS,2.87,,,5976210041
4950134,NIFEDIPINE 10 MG PO CAPS,2.84,,,5886479620
4950134,NIFEDIPINE 10 MG PO CAPS,2.58,,,5295927340
4950134,NIFEDIPINE 10 MG PO CAPS,2.33,,,5528990730
4950134,NIFEDIPINE 10 MG PO CAPS,1.53,,,5434810712
4950135,PROPRANOLOL HCL 60 MG PO TABS,8.38,,,5486855641
4950135,PROPRANOLOL HCL 60 MG PO TABS,6.97,,,0115169301
4950135,PROPRANOLOL HCL 60 MG PO TABS,6.97,,,5011147001
4950135,PROPRANOLOL HCL 60 MG PO TABS,6.15,,,5486855640
4950135,PROPRANOLOL HCL 60 MG PO TABS,5.66,,,5886468030
4950135,PROPRANOLOL HCL 60 MG PO TABS,4.87,,,0603548521
4950135,PROPRANOLOL HCL 60 MG PO TABS,3.41,,,0378018701
4950135,PROPRANOLOL HCL 60 MG PO TABS,3.41,,,1671402404
4950135,PROPRANOLOL HCL 60 MG PO TABS,2.82,,,2315511301
4950136,THEOPHYLLINE ER 450 MG PO TB12,3.79,,,5011151801
4950136,THEOPHYLLINE ER 450 MG PO TB12,2.29,,,2315506301
4950136,THEOPHYLLINE ER 450 MG PO TB12,19.34,,,6233202631
4950141,ACEBUTOLOL HCL 200 MG PO CAPS,4.33,,,5026805011
4950141,ACEBUTOLOL HCL 200 MG PO CAPS,4.33,,,5026805015
4950141,ACEBUTOLOL HCL 200 MG PO CAPS,4.03,,,0378120001
4950141,ACEBUTOLOL HCL 200 MG PO CAPS,4.03,,,6516266910
4950141,ACEBUTOLOL HCL 200 MG PO CAPS,2.85,,,5486855200
4950141,ACEBUTOLOL HCL 200 MG PO CAPS,1.84,,,4229110190
4950141,ACEBUTOLOL HCL 200 MG PO CAPS,.96,,,5374666901
4950141,ACEBUTOLOL HCL 200 MG PO CAPS,.88,,,1013563001
4950142,ACYCLOVIR 400 MG PO TABS,9.79,,,3535690330
4950142,ACYCLOVIR 400 MG PO TABS,9.79,,,3535690335
4950142,ACYCLOVIR 400 MG PO TABS,9.79,,,5570053930
4950142,ACYCLOVIR 400 MG PO TABS,9.78,,,4999908625
4950142,ACYCLOVIR 400 MG PO TABS,9.7,,,4306334004
4950142,ACYCLOVIR 400 MG PO TABS,8.68,,,5295954401
4950142,ACYCLOVIR 400 MG PO TABS,8.67,,,4999908600
4950142,ACYCLOVIR 400 MG PO TABS,8.67,,,4999908690
4950142,ACYCLOVIR 400 MG PO TABS,8.67,,,5456947651
4950142,ACYCLOVIR 400 MG PO TABS,8.4,,,5295954410
4950142,ACYCLOVIR 400 MG PO TABS,8.36,,,6626700715
4950142,ACYCLOVIR 400 MG PO TABS,8.21,,,5295954412
4950142,ACYCLOVIR 400 MG PO TABS,8.04,,,5295954415
4950142,ACYCLOVIR 400 MG PO TABS,8.04,,,6387450001
4950142,ACYCLOVIR 400 MG PO TABS,8.04,,,6387450015
4950142,ACYCLOVIR 400 MG PO TABS,8.04,,,6387450020
4950142,ACYCLOVIR 400 MG PO TABS,8.04,,,6387450021
4950142,ACYCLOVIR 400 MG PO TABS,8.04,,,6387450025
4950142,ACYCLOVIR 400 MG PO TABS,8.04,,,6387450030
4950142,ACYCLOVIR 400 MG PO TABS,8.04,,,6387450040
4950142,ACYCLOVIR 400 MG PO TABS,7.9,,,4306334005
4950142,ACYCLOVIR 400 MG PO TABS,7.9,,,6808410801
4950142,ACYCLOVIR 400 MG PO TABS,7.8,,,6725310111
4950142,ACYCLOVIR 400 MG PO TABS,7.79,,,5295954421
4950142,ACYCLOVIR 400 MG PO TABS,7.77,,,6626700725
4950142,ACYCLOVIR 400 MG PO TABS,7.7,,,5295954425
4950142,ACYCLOVIR 400 MG PO TABS,7.6,,,5295954430
4950142,ACYCLOVIR 400 MG PO TABS,7.6,,,6626700730
4950142,ACYCLOVIR 400 MG PO TABS,7.54,,,0093894301
4950142,ACYCLOVIR 400 MG PO TABS,7.54,,,5456988810
4950142,ACYCLOVIR 400 MG PO TABS,7.54,,,6144211201
4950142,ACYCLOVIR 400 MG PO TABS,7.24,,,5295954450
4950142,ACYCLOVIR 400 MG PO TABS,7.24,,,5528946212
4950142,ACYCLOVIR 400 MG PO TABS,7.17,,,1054494260
4950142,ACYCLOVIR 400 MG PO TABS,7.17,,,5456947652
4950142,ACYCLOVIR 400 MG PO TABS,7.17,,,5456947653
4950142,ACYCLOVIR 400 MG PO TABS,7.17,,,5456947654
4950142,ACYCLOVIR 400 MG PO TABS,7.17,,,5456947655
4950142,ACYCLOVIR 400 MG PO TABS,7.17,,,5456947656
4950142,ACYCLOVIR 400 MG PO TABS,7.17,,,5456947659
4950142,ACYCLOVIR 400 MG PO TABS,7.17,,,5456965270
4950142,ACYCLOVIR 400 MG PO TABS,7.17,,,5456965271
4950142,ACYCLOVIR 400 MG PO TABS,7.16,,,1054494214
4950142,ACYCLOVIR 400 MG PO TABS,7.16,,,6144211205
4950142,ACYCLOVIR 400 MG PO TABS,60.82,,,5456988811
4950142,ACYCLOVIR 400 MG PO TABS,6.82,,,5528946215
4950142,ACYCLOVIR 400 MG PO TABS,6.54,,,6626700721
4950142,ACYCLOVIR 400 MG PO TABS,6.4,,,5528946225
4950142,ACYCLOVIR 400 MG PO TABS,6.34,,,5528946221
4950142,ACYCLOVIR 400 MG PO TABS,5.99,,,5528946230
4950142,ACYCLOVIR 400 MG PO TABS,5.87,,,5528946235
4950142,ACYCLOVIR 400 MG PO TABS,5.57,,,5528946260
4950142,ACYCLOVIR 400 MG PO TABS,5.41,,,5528946201
4950142,ACYCLOVIR 400 MG PO TABS,4.27,,,5886460230
4950142,ACYCLOVIR 400 MG PO TABS,3.58,,,5434862710
4950142,ACYCLOVIR 400 MG PO TABS,3.1,,,4306334015
4950142,ACYCLOVIR 400 MG PO TABS,3.03,,,5486839973
4950142,ACYCLOVIR 400 MG PO TABS,3.02,,,5886460201
4950142,ACYCLOVIR 400 MG PO TABS,21.68,,,6318725330
4950142,ACYCLOVIR 400 MG PO TABS,2.48,,,5486839972
4950142,ACYCLOVIR 400 MG PO TABS,2.38,,,5107944801
4950142,ACYCLOVIR 400 MG PO TABS,2.38,,,5107944820
4950142,ACYCLOVIR 400 MG PO TABS,2.28,,,5486839970
4950142,ACYCLOVIR 400 MG PO TABS,2.28,,,6633673515
4950142,ACYCLOVIR 400 MG PO TABS,2.28,,,6633673525
4950142,ACYCLOVIR 400 MG PO TABS,2.28,,,6633673540
4950142,ACYCLOVIR 400 MG PO TABS,2.18,,,5486839974
4950142,ACYCLOVIR 400 MG PO TABS,2.14,,,4306334025
4950142,ACYCLOVIR 400 MG PO TABS,2.06,,,0378025305
4950142,ACYCLOVIR 400 MG PO TABS,14.98,,,5026806111
4950142,ACYCLOVIR 400 MG PO TABS,14.98,,,5026806115
4950142,ACYCLOVIR 400 MG PO TABS,11.24,,,5504525714
4950142,ACYCLOVIR 400 MG PO TABS,10.61,,,7133502250
4950142,ACYCLOVIR 400 MG PO TABS,10.61,,,7133502251
4950142,ACYCLOVIR 400 MG PO TABS,10.61,,,7133502252
4950142,ACYCLOVIR 400 MG PO TABS,10.61,,,7133502253
4950142,ACYCLOVIR 400 MG PO TABS,10.61,,,7133502254
4950142,ACYCLOVIR 400 MG PO TABS,10.61,,,7133502255
4950142,ACYCLOVIR 400 MG PO TABS,10.61,,,7133502256
4950142,ACYCLOVIR 400 MG PO TABS,10.61,,,7133502257
4950142,ACYCLOVIR 400 MG PO TABS,10.61,,,7133502258
4950142,ACYCLOVIR 400 MG PO TABS,10.61,,,7133502259
4950142,ACYCLOVIR 400 MG PO TABS,10.61,,,7133503230
4950142,ACYCLOVIR 400 MG PO TABS,10.61,,,7133503231
4950142,ACYCLOVIR 400 MG PO TABS,10.61,,,7133503232
4950142,ACYCLOVIR 400 MG PO TABS,10.61,,,7133503233
4950142,ACYCLOVIR 400 MG PO TABS,10.61,,,7133503234
4950142,ACYCLOVIR 400 MG PO TABS,10.61,,,7133503235
4950142,ACYCLOVIR 400 MG PO TABS,10.61,,,7133503236
4950142,ACYCLOVIR 400 MG PO TABS,10.61,,,7133503237
4950142,ACYCLOVIR 400 MG PO TABS,10.61,,,7133503238
4950142,ACYCLOVIR 400 MG PO TABS,10.61,,,7133503239
4950142,ACYCLOVIR 400 MG PO TABS,10.42,,,6878863602
4950142,ACYCLOVIR 400 MG PO TABS,10.42,,,6878863603
4950142,ACYCLOVIR 400 MG PO TABS,10.42,,,6878863604
4950142,ACYCLOVIR 400 MG PO TABS,10.42,,,6878863605
4950142,ACYCLOVIR 400 MG PO TABS,10.42,,,6878863606
4950142,ACYCLOVIR 400 MG PO TABS,10.42,,,6878863607
4950142,ACYCLOVIR 400 MG PO TABS,10.42,,,6878863608
4950142,ACYCLOVIR 400 MG PO TABS,10.15,,,5528946205
4950142,ACYCLOVIR 400 MG PO TABS,1.9,,,4306334030
4950142,ACYCLOVIR 400 MG PO TABS,1.62,,,0904579061
4950142,ACYCLOVIR 400 MG PO TABS,1.6,,,4306334040
4950142,ACYCLOVIR 400 MG PO TABS,1.58,,,5486839975
4950142,ACYCLOVIR 400 MG PO TABS,1.55,,,6808410811
4950142,ACYCLOVIR 400 MG PO TABS,1.52,,,6050553061
4950142,ACYCLOVIR 400 MG PO TABS,1.52,,,6050553068
4950142,ACYCLOVIR 400 MG PO TABS,1.5,,,5486839971
4950142,ACYCLOVIR 400 MG PO TABS,1.3,,,4306334060
4950142,ACYCLOVIR 400 MG PO TABS,1.13,,,6330450401
4950142,ACYCLOVIR 400 MG PO TABS,1.08,,,5434862715
4950142,ACYCLOVIR 400 MG PO TABS,1.06,,,0440703125
4950142,ACYCLOVIR 400 MG PO TABS,1.04,,,0440603125
4950142,ACYCLOVIR 400 MG PO TABS,1.04,,,0440603130
4950142,ACYCLOVIR 400 MG PO TABS,1.03,,,0440103130
4950142,ACYCLOVIR 400 MG PO TABS,1.03,,,0440703130
4950142,ACYCLOVIR 400 MG PO TABS,.99,,,4306334001
4950142,ACYCLOVIR 400 MG PO TABS,.85,,,5434862730
4950142,ACYCLOVIR 400 MG PO TABS,.85,,,7583412201
4950142,ACYCLOVIR 400 MG PO TABS,.83,,,7583412205
4950142,ACYCLOVIR 400 MG PO TABS,.74,,,3172277701
4950142,ACYCLOVIR 400 MG PO TABS,.71,,,2315522701
4950142,ACYCLOVIR 400 MG PO TABS,.7,,,0440603101
4950142,ACYCLOVIR 400 MG PO TABS,.69,,,0093894305
4950142,ACYCLOVIR 400 MG PO TABS,.69,,,2315522705
4950142,ACYCLOVIR 400 MG PO TABS,.69,,,3172277705
4950142,ACYCLOVIR 400 MG PO TABS,.62,,,0440603181
4950142,ACYCLOVIR 400 MG PO TABS,.57,,,0440603105
4950142,ACYCLOVIR 400 MG PO TABS,.33,,,6042930901
4950142,ACYCLOVIR 400 MG PO TABS,.33,,,6042930905
4950143,MELATONIN 3 MG PO TABS,3.2,,,5852600545
4950143,MELATONIN 3 MG PO TABS,1.57,,,5026852411
4950143,MELATONIN 3 MG PO TABS,1.57,,,5026852415
4950143,MELATONIN 3 MG PO TABS,1.04,,,7733351610
4950143,MELATONIN 3 MG PO TABS,1.04,,,7733351625
4950143,MELATONIN 3 MG PO TABS,.97,,,0904518261
4950143,MELATONIN 3 MG PO TABS,.89,,,5164578806
4950143,MELATONIN 3 MG PO TABS,.89,,,6809411059
4950143,MELATONIN 3 MG PO TABS,.89,,,6809411061
4950143,MELATONIN 3 MG PO TABS,.57,,,0904518206
4950143,MELATONIN 3 MG PO TABS,.5,,,0904518252
4950143,MELATONIN 3 MG PO TABS,.5,,,5456991230
4950143,MELATONIN 3 MG PO TABS,.33,,,5199101406
4950143,MELATONIN 3 MG PO TABS,.3,,,0536641208
4950143,MELATONIN 3 MG PO TABS,.3,,,4746900511
4950143,MELATONIN 3 MG PO TABS,.28,,,3504600390
4950143,MELATONIN 3 MG PO TABS,.26,,,5462960900
4950143,MELATONIN 3 MG PO TABS,.24,,,9460410078
4950143,MELATONIN 3 MG PO TABS,.23,,,1191718855
4950143,MELATONIN 3 MG PO TABS,.21,,,5445821360
4950143,MELATONIN 3 MG PO TABS,.2,,,9629512827
4950143,MELATONIN 3 MG PO TABS,.19,,,6961803606
4950143,MELATONIN 3 MG PO TABS,.18,,,00761022640
4950143,MELATONIN 3 MG PO TABS,.18,,,4746916068
4950143,MELATONIN 3 MG PO TABS,.18,,,7431207901
4950143,MELATONIN 3 MG PO TABS,.17,,,4746905105
4950143,MELATONIN 3 MG PO TABS,.15,,,3160402741
4950143,MELATONIN 3 MG PO TABS,.13,,,3160404080
4950143,MELATONIN 3 MG PO TABS,.13,,,4098521240
4950143,MELATONIN 3 MG PO TABS,.12,,,4329256298
4950143,MELATONIN 3 MG PO TABS,.11,,,3160402742
4950143,MELATONIN 3 MG PO TABS,.1,,,4098522721
4950143,MELATONIN 3 MG PO TABS,.08,,,4329256366
4950143,MELATONIN 3 MG PO TABS,.07,,,0761022640
4950143,MELATONIN 3 MG PO TABS,.06,,,0536641268
4950144,METFORMIN HCL ER 500 MG PO TB24,6.28,,,6318777930
4950144,METFORMIN HCL ER 500 MG PO TB24,6.28,,,6318777990
4950144,METFORMIN HCL ER 500 MG PO TB24,6.26,,,5570061830
4950144,METFORMIN HCL ER 500 MG PO TB24,6.26,,,5570061860
4950144,METFORMIN HCL ER 500 MG PO TB24,6.26,,,5570061890
4950144,METFORMIN HCL ER 500 MG PO TB24,5.35,,,5026853111
4950144,METFORMIN HCL ER 500 MG PO TB24,5.35,,,5026853115
4950144,METFORMIN HCL ER 500 MG PO TB24,3.7,,,6878867801
4950144,METFORMIN HCL ER 500 MG PO TB24,3.7,,,6878867803
4950144,METFORMIN HCL ER 500 MG PO TB24,3.7,,,6878867806
4950144,METFORMIN HCL ER 500 MG PO TB24,3.7,,,6878867808
4950144,METFORMIN HCL ER 500 MG PO TB24,3.7,,,6878867809
4950144,METFORMIN HCL ER 500 MG PO TB24,3.6,,,6878869321
4950144,METFORMIN HCL ER 500 MG PO TB24,3.6,,,6878869323
4950144,METFORMIN HCL ER 500 MG PO TB24,3.6,,,6878869326
4950144,METFORMIN HCL ER 500 MG PO TB24,3.6,,,6878869328
4950144,METFORMIN HCL ER 500 MG PO TB24,3.6,,,6878869329
4950144,METFORMIN HCL ER 500 MG PO TB24,3.35,,,6191992260
4950144,METFORMIN HCL ER 500 MG PO TB24,3.31,,,5570032060
4950144,METFORMIN HCL ER 500 MG PO TB24,3.31,,,5570032090
4950144,METFORMIN HCL ER 500 MG PO TB24,3.31,,,6191945060
4950144,METFORMIN HCL ER 500 MG PO TB24,3.13,,,6191945030
4950144,METFORMIN HCL ER 500 MG PO TB24,3.1,,,1054494430
4950144,METFORMIN HCL ER 500 MG PO TB24,3.1,,,1054494490
4950144,METFORMIN HCL ER 500 MG PO TB24,3.08,,,5456955460
4950144,METFORMIN HCL ER 500 MG PO TB24,3.08,,,5456955461
4950144,METFORMIN HCL ER 500 MG PO TB24,3.08,,,5456955462
4950144,METFORMIN HCL ER 500 MG PO TB24,3.08,,,5456955463
4950144,METFORMIN HCL ER 500 MG PO TB24,3,,,6191976960
4950144,METFORMIN HCL ER 500 MG PO TB24,2.98,,,0781550301
4950144,METFORMIN HCL ER 500 MG PO TB24,2.98,,,4948362301
4950144,METFORMIN HCL ER 500 MG PO TB24,2.98,,,4948362350
4950144,METFORMIN HCL ER 500 MG PO TB24,2.98,,,5122400750
4950144,METFORMIN HCL ER 500 MG PO TB24,2.98,,,5122400760
4950144,METFORMIN HCL ER 500 MG PO TB24,2.98,,,5374617805
4950144,METFORMIN HCL ER 500 MG PO TB24,2.98,,,6203757101
4950144,METFORMIN HCL ER 500 MG PO TB24,2.98,,,7161002060
4950144,METFORMIN HCL ER 500 MG PO TB24,2.96,,,7133502931
4950144,METFORMIN HCL ER 500 MG PO TB24,2.96,,,7133502932
4950144,METFORMIN HCL ER 500 MG PO TB24,2.96,,,7133502933
4950144,METFORMIN HCL ER 500 MG PO TB24,2.96,,,7133502934
4950144,METFORMIN HCL ER 500 MG PO TB24,2.96,,,7133502935
4950144,METFORMIN HCL ER 500 MG PO TB24,2.96,,,7133502936
4950144,METFORMIN HCL ER 500 MG PO TB24,2.96,,,7133502937
4950144,METFORMIN HCL ER 500 MG PO TB24,2.96,,,7133502938
4950144,METFORMIN HCL ER 500 MG PO TB24,2.96,,,7133507201
4950144,METFORMIN HCL ER 500 MG PO TB24,2.96,,,7133507202
4950144,METFORMIN HCL ER 500 MG PO TB24,2.96,,,7133507204
4950144,METFORMIN HCL ER 500 MG PO TB24,2.96,,,7133507206
4950144,METFORMIN HCL ER 500 MG PO TB24,10.67,,,6516217810
4950144,METFORMIN HCL ER 500 MG PO TB24,10.46,,,6516217811
4950144,METFORMIN HCL ER 500 MG PO TB24,1.82,,,4306342830
4950144,METFORMIN HCL ER 500 MG PO TB24,1.82,,,5486852170
4950144,METFORMIN HCL ER 500 MG PO TB24,1.59,,,5886485130
4950144,METFORMIN HCL ER 500 MG PO TB24,1.49,,,5486852172
4950144,METFORMIN HCL ER 500 MG PO TB24,1.22,,,4306342860
4950144,METFORMIN HCL ER 500 MG PO TB24,.95,,,4306342890
4950144,METFORMIN HCL ER 500 MG PO TB24,.9,,,6808407201
4950144,METFORMIN HCL ER 500 MG PO TB24,.9,,,6808407211
4950144,METFORMIN HCL ER 500 MG PO TB24,.87,,,4306342898
4950144,METFORMIN HCL ER 500 MG PO TB24,.78,,,4306342893
4950144,METFORMIN HCL ER 500 MG PO TB24,.73,,,4306342894
4950144,METFORMIN HCL ER 500 MG PO TB24,.5,,,0093726701
4950144,METFORMIN HCL ER 500 MG PO TB24,.5,,,0093726710
4950144,METFORMIN HCL ER 500 MG PO TB24,.38,,,0904579461
4950144,METFORMIN HCL ER 500 MG PO TB24,.37,,,0378035201
4950144,METFORMIN HCL ER 500 MG PO TB24,.35,,,0378035205
4950144,METFORMIN HCL ER 500 MG PO TB24,.35,,,1456520210
4950144,METFORMIN HCL ER 500 MG PO TB24,.35,,,2903301801
4950144,METFORMIN HCL ER 500 MG PO TB24,.35,,,5374617801
4950144,METFORMIN HCL ER 500 MG PO TB24,.35,,,5374617890
4950144,METFORMIN HCL ER 500 MG PO TB24,.35,,,6050502601
4950144,METFORMIN HCL ER 500 MG PO TB24,.35,,,6275614201
4950144,METFORMIN HCL ER 500 MG PO TB24,.35,,,6586229101
4950144,METFORMIN HCL ER 500 MG PO TB24,.34,,,1456520250
4950144,METFORMIN HCL ER 500 MG PO TB24,.34,,,2903301805
4950144,METFORMIN HCL ER 500 MG PO TB24,.34,,,5374617810
4950144,METFORMIN HCL ER 500 MG PO TB24,.34,,,6050502602
4950144,METFORMIN HCL ER 500 MG PO TB24,.34,,,6050502607
4950144,METFORMIN HCL ER 500 MG PO TB24,.34,,,6275614202
4950144,METFORMIN HCL ER 500 MG PO TB24,.34,,,6586229105
4950144,METFORMIN HCL ER 500 MG PO TB24,.34,,,6838202705
4950144,METFORMIN HCL ER 500 MG PO TB24,.33,,,2903301810
4950144,METFORMIN HCL ER 500 MG PO TB24,.33,,,6203757110
4950144,METFORMIN HCL ER 500 MG PO TB24,.32,,,4229161018
4950144,METFORMIN HCL ER 500 MG PO TB24,.31,,,0440573890
4950144,METFORMIN HCL ER 500 MG PO TB24,.3,,,4229161036
4950144,METFORMIN HCL ER 500 MG PO TB24,.3,,,4229161090
4950144,METFORMIN HCL ER 500 MG PO TB24,.29,,,0440573801
4950144,METFORMIN HCL ER 500 MG PO TB24,.29,,,0440774890
4950144,METFORMIN HCL ER 500 MG PO TB24,.29,,,6042972518
4950144,METFORMIN HCL ER 500 MG PO TB24,.29,,,6042972560
4950144,METFORMIN HCL ER 500 MG PO TB24,.29,,,6042972590
4950144,METFORMIN HCL ER 500 MG PO TB24,.26,,,3334223911
4950144,METFORMIN HCL ER 500 MG PO TB24,.26,,,6042972505
4950144,METFORMIN HCL ER 500 MG PO TB24,.24,,,0440573892
4950144,METFORMIN HCL ER 500 MG PO TB24,.23,,,0440774892
4950144,METFORMIN HCL ER 500 MG PO TB24,.22,,,0440573881
4950144,METFORMIN HCL ER 500 MG PO TB24,.22,,,3334223944
4950144,METFORMIN HCL ER 500 MG PO TB24,.22,,,4229161010
4950144,METFORMIN HCL ER 500 MG PO TB24,.21,,,0440573805
4950144,METFORMIN HCL ER 500 MG PO TB24,.17,,,4948362309
4950144,METFORMIN HCL ER 500 MG PO TB24,.1,,,4948362310
4950145,PRIMIDONE 250 MG PO TABS,7.82,,,5486816912
4950145,PRIMIDONE 250 MG PO TABS,4.8,,,6868269010
4950145,PRIMIDONE 250 MG PO TABS,3.98,,,0591532101
4950145,PRIMIDONE 250 MG PO TABS,3.8,,,6808420301
4950145,PRIMIDONE 250 MG PO TABS,3.8,,,6808420311
4950145,PRIMIDONE 250 MG PO TABS,3.19,,,5026868715
4950145,PRIMIDONE 250 MG PO TABS,2.71,,,0527123101
4950145,PRIMIDONE 250 MG PO TABS,2.71,,,1013552201
4950145,PRIMIDONE 250 MG PO TABS,2.6,,,5026868711
4950145,PRIMIDONE 250 MG PO TABS,2.38,,,1013552205
