"Procedure Record Name","Unit Charge"
"HC CATHETER LASSO 25MM CURVE 7FR X 100CM D7-L10-25RT REPROCESSED","876.00"
"HC CATHETER LASSO VARIABLE 7F X 115CM D134301 REPROCESSED","3613.00"
"HC CATHETER PENTARAY NAV","4141.00"
"HC CATHETER PIONEER PLS VOLCANO IVUS","6488.00"
"HC CATHETER POLARIS 6FR M0047003D0 REPROCESSED","431.00"
"HC CATHETER RADIAL ARTERY","60.00"
"HC CATHETER RADIAL ARTERY TRAY","30.00"
"HC CATHETER REVOLUTION IVUS IMAGING","1575.00"
"HC CATHETER SILVERHAWK ALL SIZES","5498.00"
"HC CATHETER SKATER CENTESIS","100.00"
"HC CATHETER SWAN GANZ TRUE SIZE THERMODIL 24CM PROXIMAL PORT","305.00"
"HC CATHETER TOPERA FIRMAP 50MM TO 70MM","10624.00"
"HC CATHETER TRUE DILATATION BALLOON VALVUOPLASTY ALL SIZES","1977.00"
"HC CATHETER TRUE FLOW VALVUOPLASTY PERFUSION","2710.00"
"HC CATHETER ULTRASOUND SOUNDSTAR 3D 10F 90CM SNDSTR10 REPROCESSED","2710.00"
"HC CATHETER ULTRASOUND SOUNDSTAR 3D 8F 90CM","5637.00"
"HC CATHETER VENTURE","1717.00"
"HC CATHETER VISION PV .018 86700","2147.00"
"HC CATHETER VISION PV 8.2 88900","1732.00"
"HC CATHETER WORLEY STD CORONARY SINUS GUIDE CATHETHER","1113.00"
"HC CATHETER YUEH","105.00"
"HC CAUTERY CRVX CRYOCAUTERY INITIAL/REPEAT","6519.00"
"HC CAUTERY CRVX ELECTRO/THERMAL","6519.00"
"HC CB MAMMO DUCTO GALACTO MULT","653.00"
"HC CB MAMMO DUCTO GALACTO SINGLE","491.00"
"HC CB STEREO LOC BRST BX 1ST LESION","2194.00"
"HC CB STERO LOC BRST BX EA ADD","1097.00"
"HC CB STERO LOC BRST PLC WIRE 1ST LESION","307.00"
"HC CB STERO LOC BRST PLC WIRE EA ADD","154.00"
"HC CBC WITH AUTO DIFF","91.00"
"HC CBL 10 PN DUO-DECA(RED)401972","414.00"
"HC CBL 12 PN YLW TO 10 PN BLK 10FT","1117.00"
"HC CBLE 20 PIN GRN TO 25 PIN BLK 10F","1117.00"
"HC CBLE LASSO 34 PN BLU/34 PN BLU 10","1117.00"
"HC CBU BREAST PLC WIRE 1ST LESION","307.00"
"HC CBU BREAST PLC WIRE EA ADD","154.00"
"HC CCL  ADVANTAGE INDEFLATORS","221.00"
"HC CCL ADAPTER 5866-23 45","650.00"
"HC CCL ANGIOGRAPHIC 60080354","98.00"
"HC CCL EMBOSHIELD IDE#K052454","3539.00"
"HC CCL END CAP","134.00"
"HC CCL KIT ESSENTIALS","130.00"
"HC CCL KIT SERVICE","221.00"
"HC CCL MONITORING MK3-04NVF.","66.00"
"HC CCL PIN PLUG 6719","123.00"
"HC CCL STENT PLC VERT OPEN/PERCU EA ADD VES","23776.00"
"HC CCL STENT VIABAHN 10X10X120","6873.00"
"HC CCL STYLET","200.00"
"HC CCL WRENCH MEDTRONIC 5873W","221.00"
"HC CCM MALE TO MALE ADAPTER","5.00"
"HC CCP ANITBODY","69.00"
"HC CEMENT RADIOPAQ TOBRAMYCIN","1153.00"
"HC CEMENT RADIOPAQUE 61911010","362.00"
"HC CENT MOTOR EVOKED POTEN UPPR&LOWR","2703.00"
"HC CENTRAL AUD FUNCT TEST ADDL 15MIN","27.00"
"HC CENTRAL AUDITORY FUNCT TEST 1HR","347.00"
"HC CERULOPLASMIN","106.00"
"HC CESAREAN DELIVERY ONLY","4299.00"
"HC CESIUM-131 SOURCE","406.00"
"HC CHANGE CYSTOSTOMY TUBE SIMPLE","1155.00"
"HC CHANGE GASTRIC TUBE WO/GUIDE","1120.00"
"HC CHANGE PERC TUBE CATH WCON","907.00"
"HC CHANGE URETEROSTOMY TUBE/ EXT ACC URTRAL STENT VIA ILEAL CONDT BILT","6045.00"
"HC CHEM INJ SUBARCH/INTRAVNT RSV","224.00"
"HC CHEMICAL CAUT GRANULATION TISS","334.00"
"HC CHEMILUMINESCENT ASSAY","75.00"
"HC CHEMO ADM CNS INTRATHECAL W/LP","256.00"
"HC CHEMO ADM INF IV PRLNG>8HR W/PUMP","620.00"
"HC CHEMO ADM IV INF EA ADD HR","165.00"
"HC CHEMO ADM IV INF EA SEQ UP TO 1HR","304.00"
"HC CHEMO ADM IV INF INITIAL TO 1HR","724.00"
"HC CHEMO ADM IV PUSH EA ADD DRUG","298.00"
"HC CHEMO ADM IV PUSH INITIAL DRUG","512.00"
"HC CHEMO ADM SQ IM HORMONAL ANTINEO","181.00"
"HC CHEMO ADM SQ IM NON HORM ANTINEO","184.00"
"HC CHEMO ADMIN INTRALESIONAL >7","247.00"
"HC CHEMO ADMIN INTRALESIONAL 1-7","224.00"
"HC CHEMO ADMIN INTRAPERITONEAL CAVITY VIA PORT/CATH","366.00"
"HC CHEMO ARTERY INFUSION UP TO 1 HR","624.00"
"HC CHEMO EXTEND IV INFUS W/PUMP","873.00"
"HC CHEMO. ADM ARTERIAL PUSH","187.00"
"HC CHEMODENERVATION 1 EXT 1-4 MUSCLES","1698.00"
"HC CHEMODENERVATION 1 EXT 1-4 MUSCLES EA ADDL EXT 1-4 MUSC","849.00"
"HC CHEMODENERVATION 1 EXT 5 OR MORE MUSCLES EA ADDL EXT 5 > MUSC","849.00"
"HC CHEMODENERVATION 1 EXTREMITY 5 OR MORE MUSCLES","1107.00"
"HC CHEMODENERVATION MUSCLE NECK UNILAT FOR DYSTONIA","632.00"
"HC CHEMODENERVATION MUSCLE NECK UNILAT FOR DYSTONIA MOD 50","949.00"
"HC CHEMODENERVATION OF TRUNK MUSCLE 1-5 MUSCLES","1107.00"
"HC CHEMODERVATE FACIAL/TRIGEM/CERV MUSC MIGRAINE","632.00"
"HC CHEST TROCAR CATH","144.00"
"HC CHEST WALL MANIPULATION INITIAL","124.00"
"HC CHEST WALL MANIPULATION SUBSEQ","56.00"
"HC CHG RBC PRETREATMENT SERUM INHIB","189.00"
"HC CHIROPRAC MANIP TX 1-2 SPINAL REG","77.00"
"HC CHIROPRAC MANIP TX 3-4 SPINAL REG","77.00"
"HC CHIROPRAC MANIP TX 5 SPINEAL REG","77.00"
"HC CHLAMYDIA AB IGM","84.00"
"HC CHLAMYDIA BY DNA PROBE","141.00"
"HC CHLAMYDIA CULTURE","163.00"
"HC CHLAMYDIA TRACHOMATIS AMP PROBE","166.00"
"HC CHLAMYDIA TRACHOMATIS DFA","102.00"
"HC CHLORIDE BLOOD","42.00"
"HC CHLORIDE OTHER SOURCE","58.00"
"HC CHLORIDE URINE","92.00"
"HC CHNG URETEROSTOMY TUBE /EXT ACC URTRL STENT VIA ILEAL CONDT UNILAT","4029.00"
"HC CHOCOLATE PTA BALLOON ALL SIZES","2106.00"
"HC CHOCOLATE TOUCH STUDY BALLOON PTA DCB 6.0X 80MM","1.00"
"HC CHOLECYSTOSTOMY PERCU COMPLETE PROC","5731.00"
"HC CHOLESTEROL","64.00"
"HC CHOLINESTERASE RBC","63.00"
"HC CHROM ANAL ADD KARYOTYPE","163.00"
"HC CHROMIUM","130.00"
"HC CHROMO ANALY CT 15-20 CELL 2 KAR","1109.00"
"HC CHROMOSOME ANAL 5 CELLS","832.00"
"HC CHROMOSOME ANAL AMNIOTIC FLD","846.00"
"HC CHROMOSOME ANALY IN SITU AMNIOTIC","710.00"
"HC CHROMOSOME ANALYS BREAKAGE 50-100","815.00"
"HC CHROMOSOME ANALYSIS 20-25","580.00"
"HC CHRON CARE MGMT SRVC 20 MIN","220.00"
"HC CIRCUMCISION","354.00"
"HC CIRCUMCISION W CLAMP/OTH DEV W BLOCK","5141.00"
"HC CISTERNAL/LATERAL C1-C2 PUNCTURE W/INJECTION","1830.00"
"HC CISTERNOGRAM POSITIVE CON","614.00"
"HC CITRATE","222.00"
"HC CLAMP POUCH 7765","11.00"
"HC CLASSIC INDWELL PROSTHESIS 6-18MM","608.00"
"HC CLAVICLE FRACT W/O MANIP","345.00"
"HC CLIP APPLIER STARCLOSE SYSTEM","138.00"
"HC CLIP GELMARK","348.00"
"HC CLIP INRAD 14G","318.00"
"HC CLIP LIGATURE","76.00"
"HC CLIP MARKER 2 MAMMOMARK 11G","318.00"
"HC CLIP MARKER CORMARK 14 GUAGE","318.00"
"HC CLIP MARKER MAMMOMARK 8GA","318.00"
"HC CLIP REPOSITIONABLE QUICK CLIP PRO SINGLE USE","1.00"
"HC CLIP SECURE MARK CELERO","347.00"
"HC CLIPPERS LEAD","215.00"
"HC CLIPS MEDIUM TITANIUM 2204","69.00"
"HC CLIPS SMALL HORIZON 1205","61.00"
"HC CLOS TX AC DISLOC W MANIPULAT","1155.00"
"HC CLOS TX ANKLE DISLOC WO ANES","1155.00"
"HC CLOS TX DIS PHALANG FX WO MAN","249.00"
"HC CLOS TX DIS PHALNG FX W MAN","405.00"
"HC CLOS TX DIST RADIAL FX W MANIP","2060.00"
"HC CLOS TX DIST RADIAL FX WO MAN","1328.00"
"HC CLOS TX FX PHAL EX GT TOE W MA","476.00"
"HC CLOS TX HIP ARTHPLST DISL WO A","1120.00"
"HC CLOS TX HUM CON M L FX WO MA","1040.00"
"HC CLOS TX HUM FX W MANIP WOW TR","4399.00"
"HC CLOS TX IP DISLOC W MAN WO AN","430.00"
"HC CLOS TX IP JOINT DISLOC WO AN","396.00"
"HC CLOS TX MC FX 1 W MANIP EA","1546.00"
"HC CLOS TX MC FX 1 WO MANIP EA","1270.00"
"HC CLOS TX MCP DISLOC 1 WOW MAN","431.00"
"HC CLOS TX NASL BONE FX W STAB","1546.00"
"HC CLOS TX PATELLAR FX WO MANIP","624.00"
"HC CLOS TX PATR DISLOC WO ANES","1120.00"
"HC CLOS TX PHALANGEAL FX W MANIP","474.00"
"HC CLOS TX PHALANGEAL FX WO MAN","215.00"
"HC CLOS TX RAD&ULNA FX WO MANIP","1009.00"
"HC CLOS TX SHLD DISLC W MAN W ANE","2148.00"
"HC CLOS TX SHLDR DISLC WOW MANIP","1339.00"
"HC CLOS TX TIB FX PROX WO MANIP","624.00"
"HC CLOS TX TIB FX W MANIP WOW TR","3150.00"
"HC CLOS TX TIBL SHAFT FX WO MAN","1040.00"
"HC CLOS TX ULNAR FX PROX WO MAN","1040.00"
"HC CLOSE REDUCT FEMUR SHAFT FRACT","4710.00"
"HC CLOSED TX ARTICULAR FX W/MANIP","345.00"
"HC CLOSED TX SPRCOND HUM FX W MA","1155.00"
"HC CLOSED TX TM DISLOC INIT SUBS","1120.00"
"HC CLOSTRIDIUM DIFFICILE AG EIA ELISA IMCA","177.00"
"HC CLOSURE DEVICE 6 8 FR 610130","790.00"
"HC CLOT FAC VIII VW FAC ANTIGEN","199.00"
"HC CLOT FAC VIII VW FAC MULTI ANAL","340.00"
"HC CLOT FAC VIII VW FAC RISTO COFC","377.00"
"HC CLOT FACTOR II PROTHROMBIN SPEC","106.00"
"HC CLOTTING FACTOR IX PTC X MAS","181.00"
"HC CLOTTING FACTOR V","287.00"
"HC CLOTTING FACTOR VII","287.00"
"HC CLOTTING FACTOR VIII","209.00"
"HC CLOTTING FACTOR X STUART PROWER","111.00"
"HC CLOTTING FACTOR XI PTA","137.00"
"HC CLOTTING FACTOR XII HAGEMAN","135.00"
"HC CLOTTING FACTOR XIII FIBRIN STAB","60.00"
"HC CLOVER SNARE 4 LOOP VASCULAR RETRIEVER","1542.00"
"HC CLOZAPINE QUANT","79.00"
"HC CLS TX FX ARTIC DIST TIB W MAN","1546.00"
"HC CLS TX FX ARTIC DIST TIB WO M","1120.00"
"HC CLS TX KNEE DISLOCATION WO AN","1120.00"
"HC CLSD PRX TIB FIB JNT DIS WO A","1155.00"
"HC CLSD TX BIMALLEOLAR ANK FX W M","1155.00"
"HC CLSD TX BIMALLEOLAR FX WO MAN","1040.00"
"HC CLSD TX CALCANEAL FX W MANIP","1546.00"
"HC CLSD TX CARPAL FX W MANIP EA","1155.00"
"HC CLSD TX CARPMETA DISL W MAN","366.00"
"HC CLSD TX CARPMETACARP DISL THUM","366.00"
"HC CLSD TX CLAVICLE FX W MANI","3150.00"
"HC CLSD TX DIS RADIOULNAR DISLOCA","1155.00"
"HC CLSD TX DISTAL FIB FX W MAN","1155.00"
"HC CLSD TX DISTAL FIB FX WO MAN","1040.00"
"HC CLSD TX GREAT TOE FX W MANIP","435.00"
"HC CLSD TX GREAT TOE FX WO MANIP","363.00"
"HC CLSD TX HUM COND FX M L W MAN","1155.00"
"HC CLSD TX HUM EPI FX M L W MAN","1546.00"
"HC CLSD TX MED MALLELOUS FX W MA","3150.00"
"HC CLSD TX MED MALLEOLUS WO MANI","1040.00"
"HC CLSD TX METATARSAL FX W MAN EA","435.00"
"HC CLSD TX METATRSOLPHA DIS WO A","345.00"
"HC CLSD TX NAVICULAR FX W MANIP","1546.00"
"HC CLSD TX PROX FIB SHAFT FX W MA","1339.00"
"HC CLSD TX PROX FIB SHFT FX WO M","1206.00"
"HC CLSD TX RAD H N FX W MANIP","1120.00"
"HC CLSD TX RAD HEAD SUBLX CHILD","1120.00"
"HC CLSD TX RAD SHAFT FX W MANIP","1120.00"
"HC CLSD TX RAD&ULN SHAFT FX W MAN","1500.00"
"HC CLSD TX RADIO INTERCARP DISLOC","1155.00"
"HC CLSD TX SHLDR DISLOC W FX GT","2213.00"
"HC CLSD TX STERNOCALV DISLOC W MA","1155.00"
"HC CLSD TX TALUS FX W MANIP","1546.00"
"HC CLSD TX TRIMALLEOLAR FX W MANI","1339.00"
"HC CLSD TX TRIMALLEOLAR FX WO MA","1040.00"
"HC CLSD TX ULNAR FX PROX W MANIP","1155.00"
"HC CLSD TX ULNAR STYLOID FX","1040.00"
"HC CLSE TX SUPRA/TRNSCNDYLR FMRAL FX WOW INTRCNDYLR EXT W MNP WOW TRCT","3427.00"
"HC CMP RPR SCLP ARM LEG EA ADD 5C","2108.00"
"HC CMPLX CHRON CARE MGMT EA ADDL 30 MIN PER MONTH","113.00"
"HC CMPLX CHRON CARE MGMT W/O PT VST 1ST HR PER MONT","225.00"
"HC CMPLX CMG W VOID PRESS & URETHRAL PRESS PRFL ANY TECH","1768.00"
"HC CMPLX RPR SCLP ARM LEG 1.1-2.5","2268.00"
"HC CMPLX RPR SCLP ARM LEG 2.6-7.5","2311.00"
"HC CNS DNA AMP PROBE TYPE 12-25","2818.00"
"HC CNVRT NPHRSTOMY CATH TO NEPHRRETERAL CATH PERCU INCL IMG RAD S&I","1639.00"
"HC CO PILOT GUIDANT","72.00"
"HC CO2/MEMBRANE DIFFUSE CAPACITY","204.00"
"HC COAG&FIBRINOLYSIS FUNC ACT NOS EA","377.00"
"HC COAGULATION TIME ACTIVATED","53.00"
"HC COAXIAL UMBILICAL TUBING 203CX","403.00"
"HC COCAINE","41.00"
"HC COGNITIVE SKILLS DEVELOPMENT EA 15 MIN","102.00"
"HC COIL AZUR 018 CX DETACH 4X13 TO 20X40","2106.00"
"HC COIL AZUR 018 DETACH 15X302","2455.00"
"HC COIL AZUR 018 DETACH 2X2,2X4,3X2,3X5,4X5","1853.00"
"HC COIL AZUR 018 DETACH 3X10,4X10,6X10,8X10,10X10","1982.00"
"HC COIL AZUR 018 DETACH 4X20,6X20,8X20","2232.00"
"HC COIL AZUR 018 DETACH 6X15,8X15,12X15","2119.00"
"HC COIL AZUR 018 DETACH FRAM 10X26","1896.00"
"HC COIL AZUR 018 DETACH FRAM 14X34","2001.00"
"HC COIL AZUR 018 DETACH FRAM 8X20","1790.00"
"HC COIL AZUR 035 DETACH 12X30,15X30,20X30","2949.00"
"HC COIL AZUR 035 DETACH 4X10 AND  6X10","2396.00"
"HC COIL AZUR 035 DETACH 4X15,6X15,8X15,10X15,12X15","2580.00"
"HC COIL AZUR 035 DETACH 4X5","2212.00"
"HC COIL AZUR 035 DETACH 6X20,12X20,15X20,20X20","2765.00"
"HC COIL AZUR 035 DETACH FRAM 20X50","2765.00"
"HC COIL AZUR 035 DETACH FRAM 8X20,10X26","2212.00"
"HC COIL CONTROLLER DETACH COILS","572.00"
"HC COIL COOK FLIPPER 10X8","410.00"
"HC COIL COOK FLIPPER 12X8","410.00"
"HC COIL EMBOL NESTER ALL SIZES","435.00"
"HC COIL EMBOL PUSHER","537.00"
"HC COIL INTERLOCK 40CM","2212.00"
"HC COIL NESTER 4MM 7CM\14CM AND 6MM 7CM","390.00"
"HC COIL RELEASE SYSTEM","212.00"
"HC COIL RUBY 3MM X 5CM STANDARD","1958.00"
"HC COIL RUBY 4 TO 32MM X 35 TO 60 CM","2797.00"
"HC COIL RUBY 50CM","3881.00"
"HC COIL RUBY SOFT","2453.00"
"HC COL CHROMATOGRAPHY NON DRUG QUAL QUAN EA SPEC","97.00"
"HC COLD AGGLUTININ SCREEN","43.00"
"HC COLD AGGLUTININ, TITER","34.00"
"HC COLD THERAPY UNIT T505","391.00"
"HC COLLAR ASPEN ALL SIZES","142.00"
"HC COLLAR CALIF TRACH ALL SIZES","61.00"
"HC COLLAR PATRIOT ADULT ADJUSTABLE","34.00"
"HC COLLAR PHIL SML 10821/3","74.00"
"HC COLLAR PHILADELPHIA (IP)","84.00"
"HC COLLAR SOFT CERVICAL (IP)","43.00"
"HC COLOR FLOW CARDIAC","534.00"
"HC COLPOSCOPY CERVIX INCL UPPER/ADJ VAGINA","476.00"
"HC COLPOSCOPY CRVX INCL UPPER/ADJ VAG W BX","862.00"
"HC COLPOSCOPY CRVX INCL UPPER/ADJ VAG W LOOP ELTRD BX CRVX","6519.00"
"HC COLPOSCOPY CRVX INCL UPPER/ADJ VAG W LOOP ELTRD CONIZATION CRVX","6519.00"
"HC COLPOSCOPY CRVX INCL UPPER/AND VAG W BX/ENDOCRV CURR","862.00"
"HC COLPOSCOPY ENTIRE VAGINA W CERVIX","862.00"
"HC COLPOSCOPY VULVA","476.00"
"HC COLPOSCOPY VULVA W BX","862.00"
"HC COMMUNITY WORK REINT 15MIN","72.00"
"HC COMPATIBILITY TEST ANTIGLOB TECH","127.00"
"HC COMPATIBILITY TEST EA UN, ELECTRO","47.00"
"HC COMPATIBILITY TEST IMMED SPIN","204.00"
"HC COMPLEMENT ANTIGEN EA COMP","160.00"
"HC COMPLEMENT TOTAL HEMOLYTIC CH50","298.00"
"HC COMPLEX CMG W VOIDING RESSURE STUDIES ANY TECH","1717.00"
"HC COMPLEX CYSTOMETROGRAM","1768.00"
"HC COMPLX RPR TRUNK 2.6-7.5","2313.00"
"HC COMPLX RPR TRUNK EA ADD 5CM","2108.00"
"HC COMPREHENSIVE HEARING TEST","268.00"
"HC COMPREHENSIVE METABOLIC PANEL","290.00"
"HC COMPRESSION LOADING COREVALVE","1127.00"
"HC CONCENTRATION FOR INFECT AGENT","43.00"
"HC CONCERTO HELIX COIL 2MM X 4CM TO 20MM X 50CM","1487.00"
"HC CONGENITAL INTERATL CLOS W/IMPLAN","37628.00"
"HC CONS REPT REFER MAT PREP OF SLIDE","76.00"
"HC CONT GLUCOSE MONITOR SC SENSOR MIN 72HRS OFFICE PRVD","302.00"
"HC CONT GLUCOSE MONITOR SC SENSOR MIN 72HRS PATIENT PRVD","175.00"
"HC CONT GLUCOSE MONITOR WITH INSULIN PUMP","429.00"
"HC CONT INTRAOPMNTRG 1:1 EACH 15MIN","444.00"
"HC CONTAK RENEWAL TR CRT-P","23791.00"
"HC CONTINUOUS INHALATION TX 1ST HOUR","217.00"
"HC CONTINUOUS INHALATION TX EA AD HR","197.00"
"HC CONTRAST CONTROLLER SAVER","70.00"
"HC CONTRAST SPIKE 90400039","11.00"
"HC CONTRAST TUBING 60080355","34.00"
"HC CONTROL NASAL HEMOR ANT COMPLE","1155.00"
"HC CONTROL NASAL HEMOR ANT SIMPL","411.00"
"HC CONTROL NASAL HEMOR POST INIT","1339.00"
"HC CONTROL OROPHARANGEAL HEMORRHO","1155.00"
"HC CONVERS BILIARY DRAIN CATH EXT TO INT-EXT INCL IMG RAD S&I","6805.00"
"HC COOLFLOW IRRIGATION TUBING SET","254.00"
"HC COPPER","139.00"
"HC COREVALVE 23-31MM","65048.00"
"HC COREVALVE 23-31MM DELIVERY SYSTEM","4575.00"
"HC CORONARY ANGIO PTCA ADDL VESSL","12576.00"
"HC CORONARY ANGIOPLASTY PTCA","14441.00"
"HC CORONARY ICU ROOM DLY","2167.00"
"HC CORONARY THROMBOLYSIS IV INFUS","2254.00"
"HC CORTISOL FREE","75.00"
"HC CORTISOL TOTAL","95.00"
"HC COVER US PROBE STERILE","66.00"
"HC CPAP THERAPY INIT AND MGMT","412.00"
"HC CPK CREATINE KINASE","117.00"
"HC CPK ISOENZYMES","64.00"
"HC CPS COURIER GUIDEWIRE MEDIUM 195C DS2G002","403.00"
"HC C-REACTIVE PROTEIN HIGH SENSITIVI","144.00"
"HC CREAM BREAST","34.00"
"HC CREAM DIMETHICONE TRIPLE CARE 4OZ","37.00"
"HC CREATINE KINASE (CK) MB FRACTION.","231.00"
"HC CREATININE BLOOD","52.00"
"HC CREATININE CLEARANCE","225.00"
"HC CREATININE OTHER SOURCE","67.00"
"HC CROSSER CTO CATHETER","4228.00"
"HC CRYOFIBRINOGEN","68.00"
"HC CRYOGLOBULIN QUAL","114.00"
"HC CRYOPRECIPITATE STORAGE & PROCESS","105.00"
"HC CRYOPRECIPITATED AHF NC","105.00"
"HC CRYOPRESERVATION REPROD TISSUE TESTICULAR","870.00"
"HC CRYPTOSPORIDIUM AG EIA ELISA IMCA","88.00"
"HC CRYPTOSPORIDUM AG, DFA","49.00"
"HC CRYSTALS TISSUE OR BODY FLUID","65.00"
"HC CT ABD/PEL WOW CON","4158.00"
"HC CT ABDOMEN W CON","2175.00"
"HC CT ABDOMEN WO CON","2092.00"
"HC CT ABDOMEN WOW CON","2188.00"
"HC CT ABDOMEN/PELVIS W CON","4048.00"
"HC CT ABDOMEN/PELVIS WO CON","3939.00"
"HC CT ABLAT 1 OR MORE RENAL TUMOR","6700.00"
"HC CT ANGIO ABD & PELV W/O & W/DYE","1907.00"
"HC CT BONE DENSITY AXIAL","427.00"
"HC CT CHEST HIGH RES WO CON","1656.00"
"HC CT CHEST W CON FOR PE.","2217.00"
"HC CT CHEST WOW CON FOR PE","2248.00"
"HC CT COLONOGRAPHY DIAG WO CONTRAST","568.00"
"HC CT COLONOGRAPHY DIAG WOW CONTRAST","720.00"
"HC CT DRAIN CTH PERC TRANSVAG/RECTAL","2368.00"
"HC CT GUIDANCE FOR NEEDLE PLACEMENT","1275.00"
"HC CT GUIDE TISSUE ABLATION VISCERAL","1596.00"
"HC CT HEAD PERFUSION W CON","1572.00"
"HC CT HEAD SINUS STEALTH STEREO LOC","1351.00"
"HC CT HEAD W CON","1871.00"
"HC CT HEAD WO CON STROKE PROTOCOL","1479.00"
"HC CT HEAD WOW CON","2265.00"
"HC CT HEART W CON EVAL CONGEN","784.00"
"HC CT HEART W CON EVAL STRUX M","784.00"
"HC CT HEART WO CON W CALCIUM TEST","49.00"
"HC CT LOW EXTREM W CON","1696.00"
"HC CT LOW EXTREM W CON BILAT","2545.00"
"HC CT LOW EXTREM WO CON","1661.00"
"HC CT LOW EXTREM WO CON BILAT","2491.00"
"HC CT LOW EXTREM WOW CON","1856.00"
"HC CT LOW EXTREM WOW CON BILAT","2784.00"
"HC CT MAXILLOFACIAL W CON","1434.00"
"HC CT MAXILLOFACIAL WO CON","1416.00"
"HC CT MAXILLOFACIAL WOW CON","1460.00"
"HC CT ORBIT SELLA INNER EAR W CON","1565.00"
"HC CT ORBIT SELLA INNER EAR WO CON","1538.00"
"HC CT ORBIT SELLA INNER EAR WOW CON","1596.00"
"HC CT PELVIS W CON","1872.00"
"HC CT PELVIS WO CON","1852.00"
"HC CT PELVIS WOW CON","1903.00"
"HC CT SOFT TISSUE NECK W CON","1788.00"
"HC CT SOFT TISSUE NECK WO CON","1261.00"
"HC CT SOFT TISSUE NECK WOW CON","1860.00"
"HC CT SPINE CERVICAL LTD LOC F U","946.00"
"HC CT SPINE CERVICAL W CON","1824.00"
"HC CT SPINE CERVICAL WO CON","1605.00"
"HC CT SPINE CERVICAL WOW CON","1916.00"
"HC CT SPINE LUMBAR W CON","1824.00"
"HC CT SPINE LUMBAR WO CON","1605.00"
"HC CT SPINE LUMBAR WOW CON","1854.00"
"HC CT SPINE THORACIC W CON","1824.00"
"HC CT SPINE THORACIC WO CON","1605.00"
"HC CT SPINE THORACIC WOW CON","1865.00"
"HC CT UNLISTED CT PROCEDURE","271.00"
"HC CT UPPER EXT WO CON BILATERAL","2988.00"
"HC CT UPPER EXTREM W CON","1696.00"
"HC CT UPPER EXTREM W CON BILAT","2545.00"
"HC CT UPPER EXTREM WO CON","1992.00"
"HC CT UPPER EXTREM WOW CON","1801.00"
"HC CT UPPER EXTREM WOW CON BILAT","2701.00"
"HC CTA ABD AORTA RUNOFF W CONTR","2296.00"
"HC CTA ABDOMEN W CONTRAST","2209.00"
"HC CTA CHEST W CON NON CORONARY 3D","2494.00"
"HC CTA HEAD W CONTRAST","2279.00"
"HC CTA HEART W CON CORONARY ART","784.00"
"HC CTA LOW EXT W/CONTRAST","2079.00"
"HC CTA LOW EXT W/CONTRAST BILAT","2820.00"
"HC CTA NECK W CONTRAST","1910.00"
"HC CTA PELVIS W CONTRAST","2050.00"
"HC CTA UPPER EXT W CONTRAST","790.00"
"HC CTA UPPER EXT W CONTRAST BILAT","1185.00"
"HC CTH ANGIODY ALL SIZING CATHS","423.00"
"HC CTH ANGIODY FLUSH SELECTIVE","82.00"
"HC CTH COOK FLUSH SELECTIVE","141.00"
"HC CTH COOK SIZING CATHS","506.00"
"HC CTH CORDIS ALL DIAG CATHS","112.00"
"HC CTH CROSS CATH SUPPORT","399.00"
"HC CTH DR-FLO DLYSS CATH 15.5","1336.00"
"HC CTH DR-FLOW DLYSS CTH 15.5X28","1336.00"
"HC CTH MARINER BER 4 5 130 150","339.00"
"HC CTH MERIT MED HEADHUNTER","85.00"
"HC CTH MERIT MED PIGTAIL","87.00"
"HC CTH MERIT MED SIMMONS","87.00"
"HC CTH MERIT MED VERTEBRAL","84.00"
"HC CTH SET THROMB 6X120 OMNI","3711.00"
"HC CTH SET THROMB 6X90 PROXI","3484.00"
"HC CTH TERUMO GLIDECATHS","237.00"
"HC CTH THROMB SOLENT DISTA","4337.00"
"HC CTRL NSL HEMRRG POST W PKS/CAUT ANY METH SUBSQ","553.00"
"HC CUL BAC W/ISO & PRES ID EA ISO UR","105.00"
"HC CUL BACT XCPT URINE BLOOD/STOOL AEROBIC ISOL","125.00"
"HC CUL TYP NUC ACID AMP PRB CULT/ISOLATE EA ORGNISM","130.00"
"HC CULTURE ACID FAST BACILLI","212.00"
"HC CULTURE BACTERIAL ANY SOURCE ANAEROBIC ISO & ID","212.00"
"HC CULTURE FUNGI DEFINITIVE ID YEAST","125.00"
"HC CULTURE SCREEN ONLY","100.00"
"HC CULTURE TYPE DNA/RNA DIRECT PER CULT/ISOL EA ORG PROBED","85.00"
"HC CULTURE TYPING ADDED METHOD","20.00"
"HC CULTURE TYPING IMMUNOFLUORESCENT","31.00"
"HC CUTTER LINEAR 35MM REG","783.00"
"HC CUTTER LINEAR TITANIUM 55MM","432.00"
"HC CV CATH PEDS TACY MED","133.00"
"HC CYANIDE","108.00"
"HC CYCLOSPORINE","218.00"
"HC CYSTO W/CALIB AND/OR DILATATION","2381.00"
"HC CYSTOFLO DRG BAG","30.00"
"HC CYSTOSCOPY W/DILATION BLADDER","1478.00"
"HC CYTOGEN M ARRAY COPY NO & SNP","3561.00"
"HC CYTOGENETICS 100-300","313.00"
"HC CYTOGENETICS 10-30","150.00"
"HC CYTOGENETICS 3-5","125.00"
"HC CYTOGENETICS INTERP & REPORT","167.00"
