"Charge Code",,"Charge Description","Fee Schedule"
"IM015578",,"PLATE ORTH 10 HOLE 245.101",958
"IM015584",,"PLATE RECON 10HOLE 3.5 X 168MM",1061
"IM015599",,"SHUNT CLEARVIEW 1.75MM",133
"IM015608",,"SHUNT CLEARVIEW 2.25MM",133
"IM015658",,"PUTTY OPTIUM 10CC",2107
"IM015684",,"DEV PSTN HDRST PASIV NEXFRAME",615
"IM015759",,"NAIL VERSA 10MM X 25CM",4131
"IM015825",,"SCREW CANNCELLOUS 4.0 X 55MM",193
"IM015826",,"SCREW SCHANK 5.0MM X 170MM",232
"IM015827",,"SCREW SCHANK 5.0MM",187
"IM015828",,"SCREW SCHANK 6.0MM",167
"IM015829",,"K-WIRE 5MM X 1.6MM",27
"IM015830",,"PLATE ORTH 12 HOLE 241.421",317
"IM015831",,"CLAMP ADJUSTABLE 4.0MM",1418
"IM015834",,"CLAMP COMBINATION MULTI-PIN",1371
"IM015837",,"CLAMP COMBINATION LARGE",1199
"IM015842",,"STNT 11.5FR 9CM 170CM .035IN",240
"IM015848",,"SCREW BONE 110MM 7.3MM ORTH SS",613
"IM015855",,"SPLNT NSL 32X27X15MM 10 SIL",271
"IM015858",,"SCREW 6.2 X 50MM",1367
"IM015909",,"SPLNT NSL 30X25X13MM 8 SIL",271
"IM015910",,"SPLNT NSL 28X23X11MM 6 SIL",271
"IM015911",,"SPLNT NSL 26X21X9MM 4 SIL",271
"IM015912",,"SPLNT NSL 24X19X8MM 2 SIL",271
"IM015994",,"PLATE PROXML TIB 4.5MM 10H LT",2025
"IM016028",,"GRAFT CORNERSTONE L ASR",1640
"IM016065",,"SCREW 6.2 X 40MM",781
"IM016069",,"ROD 50MM",168
"IM016071",,"SCREW 6.2 X 45MM",781
"IM016072",,"HEAD FEMORAL 36MM",4077
"IM016073",,"LINER CONSTRAINED 36MM X 5MM",6658
"IM016076",,"STEM OSS 11 X 150MM",4260
"IM016078",,"SCREW 6.5 X 20MM",365
"IM016081",,"SCREW 6.5 X 15MM",365
"IM016113",,"SCREW 2.7 X 10MM",230
"IM016114",,"SCREW 2.7 X 12MM",230
"IM016116",,"SCREW 2.7 X 14MM",230
"IM016117",,"SCREW 2.7 X 16MM",230
"IM016121",,"PLATE STRAIGHT 6HOLE LONG",204
"IM016137",,"LEAD PCNG 59CM 9FR ETAK RLNC",8754
"IM016156",,"LEAD PCNG 90CM 6FR EASYTRAK 2",4381
"IM016197",,"LEAD PCNG 59CM 7FR SPRNT FDL",10250
"IM016266",,"STNT PNCR 3FR 4CM ZMN SGL PGTL",103
"IM016271",,"ROD ATTACHMENT",769
"IM016285",,"SCREW BONE 16MM 3MM S/T ORTH",469
"IM016286",,"ROD 125MM",332
"IM016287",,"PUMP PAIN 40CC II SYCHROMED",22271
"IM016289",,"PLATE L LEFT MED",368
"IM016290",,"SCREW CROSS DRIVE 2.0 X 11MM",90
"IM016291",,"SCREW DRILL FREE 1.5 X 50",121
"IM016292",,"SCREW CROSS DRIVE 1.5 X 9",90
"IM016293",,"PLATE LINDORF LEFT 7MM",643
"IM016294",,"PLATE LINDORF RIGHT 7MM",643
"IM016300",,"STNT PNCR 3FR 6CM ZMN SGL PGTL",115
"IM016304",,"STNT PNCR 3FR 8CM ZMN SGL PGTL",115
"IM016307",,"STENT NON CORO TEMP W/O DEL SY",115
"IM016310",,"KWIRE THREADED 2.0MM X 280MM",69
"IM016311",,"SCREW LOCKING TI 5.0MM X 18MM",357
"IM016312",,"SCREW LOCKING TI 5.0MM X 40MM",357
"IM016315",,"SCREW LOCKING TI 5.0MM X 6.5MM",363
"IM016321",,"RESTRICTOR 8MM",305
"IM016324",,"HUMERAL 4MM",7454
"IM016325",,"RESTRICTOR 10MM",305
"IM016327",,"PLATE TIBIA LSS RIGHT 9HOLE",2790
"IM016362",,"PLATE LCP PROXIMAL HUMERAL",2576
"IM016420",,"STNT 10FR 7CM STNT ONLY",115
"IM016421",,"STNT 10FR 9CM STNT ONLY",115
"IM016423",,"STNT 10FR 10CM STNT ONLY",115
"IM016425",,"STNT 10FR 12CM STNT ONLY",115
"IM016452",,"PLUG CEMENT 12MM",305
"IM016453",,"ULNA RT 3 X 75MM",9877
"IM016454",,"HUMERAL RT 4 X 100MM",8965
"IM016459",,"GRAFT CORNERSTONE L-ASR 8 X 14",1640
"IM016461",,"6.5 X 45MM MULTI AXIAL SCREW",1538
"IM016463",,"6.5 X 40MM MULTI AXIAL SCREW",1538
"IM016470",,"GRAFT CORNERSTONE L-ASR 6 X 14",1966
"IM016503",,"PIN TRANSFIXATION 60MM",245
"IM016504",,"SCREW LOCKING LSS 5.0 X 75MM",363
"IM016505",,"SCREW LOCKING LSS 5.0 X 55MM",363
"IM016506",,"SCREW LOCKING LSS 5.0 X 26MM",357
"IM016507",,"COIL EMBL 2CM 2MM CERECYTE",2032
"IM016520",,"INSERT ROT PLAT STAB TIBIAL",2153
"IM016573",,"PASTE ORAL INJECTABLE",1179
"IM016592",,"INSERT CURVED ROT PLAT S4 STAB",1835
"IM016594",,"SCREW SELF-DRILL 6.0X60X175MM",288
"IM016595",,"PIN THREADED CESELAGE 4.5MM",310
"IM016596",,"PLATE BROAD 14HOLE 45MM",1344
"IM016604",,"SCREW CORTEX 3.5 X 110MM",35
"IM016630",,"TUTOPLAST SCLERA WHOLE",1650
"IM016671",,"MESH ULTRAPRO 6X6IN",539
"IM016672",,"MESH ULTRAPRO 3X6IN",409
"IM016673",,"MESH ULTRAPRO 12X12IN",989
"IM016676",,"FLTR CV 12FR RCVR CONE BILVL",1179
"IM016690",,"TIBIA 83MM",8350
"IM016696",,"STEM 13 X 90MM",3913
"IM016697",,"STEM 15 X 150MM",4260
"IM016701",,"INSERT OSS 16MM",1432
"IM016715",,"KWIRE DOUBLE TROCAR 9INX62IN",14
"IM016820",,"SCREW TWIN FIX 18MM",672
"IM016852",,"PLATE 27.5MM",1437
"IM016853",,"GUIDEWIRE  MEDIUM NEURO",118
"IM016854",,"SCREW LEGACY 6.5 X 50MM",1538
"IM016863",,"PLATE T-SHAPE 90DEG 10HOLE",261
"IM016895",,"STNT PNCR 7FR 12CM .035IN GNN",240
"IM016900",,"STNT ARWY 38MM 9MM 7FR 85418",5279
"IM016902",,"STNT ARWY 59MM 9MM 7FR 85419",5689
"IM016903",,"STNT ARWY 38MM 8MM 7FR 85416",5279
"IM016904",,"STNT ARWY 59MM 8MM 7FR ICAST",5689
"IM016909",,"STNT COR 8MM 2MM COCR OTW FLXB",1333
"IM016919",,"EMBO EMBOSPHERE 2ML 300-500M",498
"IM016936",,"STNT COR 12MM X 2MM COCR OTW",1333
"IM016962",,"STNT COR 23MM X 3.5MM COCR OTW",1127.5
"IM017007",,"CORE SLIDING 7.5MM SIZE 3",1148
"IM017024",,"PLATE OD 14MM",1048
"IM017037",,"SCREW BONE 2.6 X 7MM",123
"IM017038",,"SCREW BONE 2.6 X 5MML",123
"IM017047",,"GRAFT THORAC SGL28/8MMX20/15CM",3649
"IM017048",,"GRAFT THORAC SGL26/8MMX20/15CM",1500
"IM017052",,"GRAFT GELWEAVE 22MM X 30CM",773
"IM017053",,"GRAFT GELWEAVE 18MM X 30CM",773
"IM017054",,"GRAFT GELWEAVE 20MM X 30CM",876
"IM017056",,"GRAFT GELWEAVE 6MM X 30CM",1035
"IM017059",,"GRAFT THORAC SGL30/8MMX20/15CM",1500
"IM017155",,"SYS PAIN PUMP 400ML 4 PM-028",575
"IM017159",,"STEM OSS 15 X 90",3913
"IM017160",,"SEGMENT OSS 21CM",7690
"IM017161",,"FEMUR OSS RT 7CM",22632
"IM017162",,"PLATE PROXIMAL TIBI 10H 3.5LCP",2441
"IM017164",,"KIT BONE CEMENT MIXER COMBO",513
"IM017170",,"BONE BIOPSY DEVICE F05A  SIZE",205
"IM017183",,"PLATE ATLANTIS VISION 65MM",1814
"IM017191",,"ROD CP TI 6.35",1117
"IM017194",,"PLATE ATLANTIS VISION 57.5",1814
"IM017198",,"BALL TIP PROBE",1190
"IM017201",,"SCREW CANNUL THREAD 3.5MMX48MM",320
"IM017202",,"SCREW LSS SELFTAP 3.5MMX70MM",213
"IM017203",,"SCREW LSS SELFTAP 3.5MMX65MM",213
"IM017206",,"SCREW BONE 40MM 7.5MM MULAXL",1538
"IM017215",,"SCREW LOCKING 5 X 40MM",245
"IM017416",,"SCREW CANNULATED 3.5/4.0 X35MM",634
"IM017419",,"SCREW BONE CANCELLOUS 4.0MMX32",28
"IM017432",,"ADAPTER STACKING OSS",349
"IM017440",,"SYS PAIN PUMP 270ML 2.25 DAY",314
"IM017476",,"PROSTHESIS TEMPORARY CONDYLAR",1756
"IM017566",,"SCREW CONDYLE FASTENING",202
"IM017568",,"SYRINGE DEFLUX GEL 1ML",4531
"IM017611",,"STENT BILI EXPRS 10.0X30X75CM",2631
"IM017613",,"STENT BILI EXPRS 7.0X30X75CM",2631
"IM017615",,"STENT BILI EXPRS 7.0X40X75CM",2631
"IM017619",,"STENT BILI EXPRS 8.0X30X75CM",2631
"IM017621",,"STENT BILIARY EXPRES 8X40X75CM",2631
"IM017624",,"STENT BILIARY EXPRS 90X40X75CM",2631
"IM017629",,"IOL +18.5 DIOP PMMA 12.5MM 7MM",154
"IM017630",,"LENS DIOPTER CZ70BD 19.0",300
"IM017635",,"LENS DIOPTER CZ70BD 21.5",150
"IM017703",,"PROS TEMP CONDYLAR LEFT",1756
"IM017795",,"PUMP SYCHROMED II 20CC",22271
"IM017831",,"PLATE 3X2 HOLE 0.55MM",685
"IM018000",,"PLATE 23MM",1437
"IM018001",,"SCREW BONE 40MM 5.5MM MULAXL",1538
"IM018008",,"CAPSTONE 10 X 26MM",5566
"IM018032",,"SCREW CANCELL BONE 4.0MMX16MM",27
"IM018035",,"TMPLT MNDB SIZE FRACT 7MM",65
"IM018041",,"TMPLT MNDB SIZE FRACT 26 MM",65
"IM018133",,"STNT COR 9MM 3MM OTW THIN",1230
"IM018134",,"STNT COR 12MM 3MM OTW THIN",1230
"IM018135",,"STNT COR 15MM 3MM OTW THIN",1230
"IM018136",,"STNT COR 18MM 3MM OTW THIN",1230
"IM018140",,"STNT COR 12MM 3.5MM OTW THIN",1230
"IM018142",,"STNT COR 18MM 3.5MM OTW THIN",1230
"IM018144",,"STNT COR 30MM 3.5MM OTW THIN",1230
"IM018162",,"PLATE 60MM",1814
"IM018163",,"PLATE 25MM",1437
"IM018269",,"PLATE DANEK OD 12MM",1087
"IM018278",,"PLATE 100MM",1801
"IM018282",,"MRKR RAD UNIBD FIDUCIAL KIT 7",113
"IM018294",,"MRKR RAD UNIBD FIDUCIAL KIT 10",105
"IM018297",,"MRKR RAD UNIBD FIDUCIAL KIT 13",113
"IM018303",,"TRAY FRACTURE FIRST 20/3",7161
"IM018317",,"PLATE 45MM",1591
"IM018319",,"LINER ACETABULAR 36MM X 68MM",1743
"IM018333",,"PLATE FIXATION 8HOLE T-SHAPE",490
"IM018350",,"PIN DISTRACTION 14MM",180
"IM018386",,"STNT COR 12MM 4MM OTW THIN",1230
"IM018388",,"STNT COR 18MM 4MM OTW THIN",1230
"IM018389",,"STNT COR 24MM 4MM OTW THIN",1230
"IM018621",,"MESH PROCEED 2X4IN 5X10CM",729
"IM018628",,"MESH PROCEED 6X8IN 15X20CM",2654
"IM018629",,"MESH PROCEED 8X10IN 20X25CM",4292
"IM018637",,"MESH PROCEED 12X12IN 30.5X30.5CM",6213
"IM018649",,"MESH PROCEED 4X6IN 10X15CM",1466
"IM018677",,"CLIP HEMACLIP TITAN LARGE",3
"IM018748",,"PCMKR SGM 300 DR SDR303B",7175
"IM018761",,"KWIRE THREADED DBL TROCAR .045X9",29
"IM018783",,"KWIRE THREAD DBL TROCAR .062X9",28
"IM018800",,"HEAD FEM 28MM+6MM HIP COCR",1353
"IM019060",,"OCLR 10MM AMPLZR SPT SLF EXPN",15254
"IM019067",,"OCLR 12MM AMPLZR SPT SLF EXPN",12931
"IM019081",,"OCLR 14MM AMPLZR SPT SLF EXPN",15254
"IM019084",,"OCLR 16MM AMPLZR SPT SLF EXPN",14391
"IM019104",,"OCLR 18MM AMPLZR SPT SLF EXPN",15254
"IM019144",,"OCLR 20MM AMPLZR SPT SLF EXPN",14391
"IM019152",,"OCLR 22MM AMPLZR SPT SLF EXPN",15254
"IM019162",,"OCLR 24MM AMPLZR SPT SLF EXPN",15254.05
"IM019194",,"OCLR 26MM AMPLZR SPT SLF EXPN",15254
"IM019237",,"OCLR 28MM AMPLZR SPT SLF EXPN",15254
"IM019242",,"OCLR 32MM AMPLZR SPT SLF EXPN",14391
"IM019438",,"SCREW SLFTAP XPINMF 1.7X4MM",90
"IM019509",,"SCREW SLFTAP XPINMF 1.7X6MM",90
"IM019539",,"PLATE STR MF MALLBL CONDS24HOL",851
"IM019551",,"SCREW SLFDRL XPINMF 1.7X6MMPK5",101
"IM019552",,"PLATE STRAIT MF LOCKNG 16 HOLE",603
"IM019553",,"PLATE LOCKING MF 3D 2X2 HOLE",423
"IM019565",,"CAP TITANUIUM X LOCKING",123
"IM019566",,"CONNECTOR TITANIUM 3D HEAD",205
"IM019570",,"SCREW CRT SELF TAP 2.0 X 10MM",68
"IM019571",,"SCREW CRT SELF TAP 2.0 X 14MM",64
"IM019572",,"SCREW CRT SELF TAP 2.0 X 16MM",64
"IM019576",,"SCREW CORTEX SELF TAP 2.0 X 24",69
"IM019577",,"SCREW CORTEX SELF TAP 2.0 X 26",69
"IM019579",,"SCREW CORTEX SELF TAP 2.0 X 30",59
"IM019580",,"SCREW CORTEX SELF TAP 2.0 X 32",69
"IM019585",,"PLATE DEL Y 7HOLE",311
"IM019586",,"PLATE HOLE 3D 6X2",603
"IM019587",,"ROD TITANIUM CURVED 6.0MM X 65",446
"IM019621",,"MESH DYNAM 1.7MM 120X120X.3MM",3946
"IM019627",,"INSERT OSS 14MM",2673
"IM019636",,"STEM OSS 12 X 150CM",4260
"IM019637",,"MESH DYNAM1/1.2MM 120X120X.6MM",3599
"IM019649",,"PLATE LCP PROXIMAL TIBIA 3.5X8",2459
"IM019650",,"SCREW LOCKING 3.5MM X 75MM",213
"IM019671",,"PIN ADLT MYFLD RED O RING",84
"IM019747",,"SCREW LO PROFILE 6.5X30MM",365
"IM019750",,"SCREW LO PROFILE 6.5X40MM",365
"IM019890",,"INSERT P4 SYSTEM 12 10DEG 22MM",1050
"IM019929",,"STENT PROTEGE 8 120 120",2405
"IM019966",,"MESH HRN UNDYE 6X6IN SRGPRO",109
"IM019991",,"PLATE TIB 5 HOLE 1/3 TBLR CLLR",112
"IM019992",,"SCREW SCHANZ 4.0MM X 150MM",284
"IM019996",,"GRAFT GELWEAVE ST 28MMX12.5CM",565
"IM019998",,"GRAFT GELWEAVE ST 30MM X 30CM",848
"IM020000",,"GRAFT GELWEAVE ST 34MM X 30CM",784
"IM020009",,"INSERT ROT PLAT STAB TIB 12.5M",1835
"IM020021",,"AUGMENTATION POSTERIOR 8MM                                01",1611
"IM020026",,"WEDGE TIBIAL MOD+ 10MM SZ2.5",2594
"IM020027",,"TRAY TIBIAL MOD+ SIZE 2.5",5189
"IM020072",,"ROD CURVED TITANIUM 6.0MMX75MM",446
"IM020082",,"SCREW BONE 2.3 X 5MM",112
"IM020083",,"SCREW BONE 2.3 X 11MM",136
"IM020084",,"PLATE LONGER BAR 4 HOLE",209
"IM020086",,"SCREW CROSSDRIVE 2.0 X 5MM",90
"IM020088",,"SCREW EMERGENCY 2.3 X 5MM",114
"IM020094",,"SCREW BONE 2.3 X 13MM",136
"IM020095",,"SCREW BONE 2.3 X 15MM",136
"IM020100",,"SCREW CROSSDRIVE 2.0 X 13MM",90
"IM020101",,"PLATE LONG STR 4 HOLE",180
"IM020114",,"PLATE MDFC 20 HOLE STR MLBL",822
"IM020123",,"PLATE STRAIGHT W/BAR 20HOLE",179
"IM020267",,"STNT URET 26CM 8FR FLXM DBL",244
"IM020274",,"SCREW CORTEX SELF TAP 2.0 X 28",69
"IM020301",,"TRAY OSS 71MM",5902
"IM020303",,"SEGMENT OSS 11CM",14303
"IM020305",,"AUGMENTATION POSTERIOR 8MM",1611
"IM020306",,"TRAY MBT KEEL TIB CEMENT 2.5",1779
"IM020313",,"AUGMENTATION DISTAL 4MM",1611
"IM020318",,"PLATE DISTAL FEMUR TI 9 HOLE L",2790
"IM020331",,"ROD 6.35 X 7.0CM",482
"IM020332",,"ROD 6.35 X 90MM",482
"IM020341",,"SCREW BONE 40MM 3MM L/T ORTH",420
"IM020343",,"WIRE THREADED 1.1MM X 150MM",49
"IM020344",,"SCREW CANN 3.0MM X 36MM",469
"IM020386",,"PLATE VOLAR 4 HOLE",1835
"IM020427",,"5.5 X 45MM MULTI AXIAL SCREW",1538
"IM020438",,"MATRIX DUREPAIR 2X2",461
"IM020446",,"PLATE FIX 7HOLE TSHP 90D",490
"IM020594",,"PROS VOICE 8MM PROVOX 2 LOW",541
"IM020615",,"RING ANNULOPASTY 28MM",5057
"IM020616",,"RING ANNULOPASTY 30MM",5057
"IM020617",,"RING ANNULOPASTY 32MM",5057
"IM020622",,"SCREW CROSSLINK PROFILE 6.35MM",1599
"IM020725",,"PLATE CERVICAL 42.5MM",1507
"IM020775",,"RING ANNULOPASTY 26MM",5057
"IM020984",,"SLEEVE BUCKLING DEVICE 4X1.25",25
"IM021033",,"SCREW SCHANZ SELF DRILL 4.0MM",284
"IM021042",,"GRAFT INTERGARD STR 20MM X30CM",689
"IM021043",,"GRAFT INTERGARD STR 22MMX30CM",689
"IM021047",,"GRAFT BIFURCATED 16MM X 8MM",1229
"IM021053",,"GRAFT BIFURCATED 20MM X 10MM",1005
"IM021057",,"GRAFT WOVEN STR 8MM X 30CM",738
"IM021095",,"PLATE L SHAPED LONG LEFT",374
"IM021102",,"PLATE L SHAPED MP LONG LEFT",402
"IM021111",,"PLATE L SHAPED LONG RIGHT",402
"IM021141",,"SCREW DRLFREE XDRIVE 1.5MMX4MM",102
"IM021150",,"SCREW DRLFREE XDRIVE 1.5MMX7MM",121
"IM021152",,"PLATE MICRO STRAIT REG 4HOLE",167
"IM021156",,"PLATE MICRO LSHAPE LFT LNG 3X3",422
"IM021169",,"PLATE MICRO LSHAPE RGT LNG 3X3",422
"IM021172",,"GRAFT VASCULAR LINED 6MMX20CM",443
"IM021184",,"CMPNT FEM AUG 2.5 8MM RT DIST",1611
"IM021186",,"PLATE MICRO LSHPE LFT 7HOLE1.5",422
"IM021187",,"PLATE MICRO LSHPE RGT 7HOLE1.5",422
"IM021190",,"PLATE MICRO DBL YSHAP REGULAR",420
"IM021195",,"PLATE MICRO X SHAPE REGULAR",398
"IM021213",,"PLATE MICRO STRAIT 24HOLE 1.5",544
"IM021214",,"PLATE MICRO ORBITAL 10HOLE",436
"IM021215",,"PANEL TITAMESH SML GRD 85X50MM",1754
"IM021219",,"PIN FIX 40MM 1.3MM 841052",308
"IM021220",,"PANEL TITAMESH SCREEN 85X54MM",1084
"IM021221",,"PIN FIX 40MM 1.3MM 841050",373
"IM021231",,"SCREW XDRIVE MICOR 1.5MMX5MM",90
"IM021232",,"SCREW XDRIVE MICOR 1.5MMX7MM",66
"IM021287",,"PLATE LINDORF LEFORT LEFT 3MM",643
"IM021288",,"PLATE LINDORF LEFORT LEFT 9MM",643
"IM021291",,"PLATE LINDORF LEFORT RIGHT 3MM",643
"IM021308",,"PLATE LINDORF LEFORT RIGHT 9MM",643
"IM021347",,"SCREW CRT 1.5MM X 12MM",68
"IM021350",,"PLATE T 3H HEAD 8H SHFT 1.5X40",385
"IM021351",,"PLATE T 3H HEAD 8H SHFT 2.0X48",425
"IM021352",,"WIRE K 1.25MM X 100MM",76
"IM021353",,"WIRE KIRSCHNER 1.6MM X 100MM",78
"IM021380",,"PLATE ORBITAL FRACTURE 1MMX3MM",1063
"IM021387",,"CMPNT FEM AUG 3 4MM LEFT DIST",1611
"IM021433",,"PLATING CRANIAL SYSTEM",845
"IM021475",,"CUP DURA DYNAMIC 58OR68",513
"IM021504",,"ALLODERM SKIN 1CMX2CM",336
"IM021527",,"HEAD MODIFIED 28MM",1353
"IM021542",,"SCREW XDRIVE MINI 2.0MMX15MM",90
"IM021571",,"FEMORAL COMPONENT LT 66MM SZ3",9487
"IM021572",,"INSERT TIBIAL 71MM",3390
"IM021575",,"PLATE SMITH GENIOPLASTY 5.0MM",459
"IM021590",,"PLATE ORBITAL FRACTURE COMPLEX",1135
"IM021596",,"TRAY TIBIAL RM/LL SZ5",5093
"IM021597",,"CMPNT FEM AUG 5 4MM POST KNEE",1611
"IM021598",,"CMPNT FEM AUG 5 4MM RT DIST",1611
"IM021600",,"FEMORAL COMPONENT 73MM X 69MM",9487
"IM021615",,"PLATE SMITH GENIOPLASTY 7.0MM",459
"IM021628",,"AUGMENTATION DISTAL 12MM",1611
"IM021630",,"AUGMENTATION DISTAL LT 8MM",1611
"IM021631",,"PLATE LO LSHPE RGT 5HOLE .70MM",190
"IM021640",,"CMPNT FEM 2 60X56MM RT 960087",9487
"IM021642",,"INSERT TIBIAL SZ 2.5 7MMX45MM",3385
"IM021647",,"PLATE LO LSHPE LFT 5HOLE .70MM",190
"IM021669",,"PLATE LP DBL YSHAPE REG 0.6MM",310
"IM021690",,"PLATE LP LSHPE RGT 7HOLE .75MM",374
"IM021692",,"PLATE LP YSHAPE 8HOLE .75MM",376
"IM021696",,"PLATE LP STRAIT 20HOLE 1.0MM",531
"IM021698",,"PLATE LP LSHAPE LFT8HOLE .75MM",289
"IM021700",,"PLATE LP ZSHAPE RGT LONG 0.6MM",190
"IM021706",,"SCREW XDRIVE MINI 2.0MMX7MM",63
"IM021718",,"SCREW MMF 2.0MMX13MM 8MMTHD",187
"IM021722",,"SCREW MMF 2.0MMX17MM 12MMTHD",187
"IM021724",,"PLATE MINI RIGID BLU REG 8HOLE",255
"IM021728",,"PLATE MINSAG RIG BLU6HOLE LNG",402
"IM021729",,"PLATE MINSAG RIG BLU6HOLE XLNG",402
"IM021741",,"SCREW XDRIVE BONE 2.3MMX19MM",136
"IM021753",,"DURAGEN 2 X 2",1490
"IM021754",,"DURAGEN 3 X 3",2704
"IM021758",,"FEMORAL COMPONENT LT 63MMX59MM",2870
"IM021800",,"LEAD DBS 0.5MM",6642
"IM021832",,"PIN STEINMAN 5/6 X 9IN",21
"IM021833",,"PIN STEINMAN 3/32 X 9IN",21
"IM021834",,"PIN STEINMANN SMOOTH 9IN 7/64",21
"IM021835",,"PIN STEINMANN SMOOTH 9IN 1/8",21
"IM021836",,"PIN STEINMAN 5/32 X 9IN",15
"IM021837",,"PIN STEINMANN SMOOTH 9IN 3/16",15
"IM021838",,"PIN STINMAN THRD SHRT 9IN 3/32",171
"IM021839",,"PIN STEINMAN THREAD 5/32X9IN",36
"IM021840",,"PIN FIX 9IN 3/16IN STNMN SHRT",36
"IM021841",,"WIRE KIRSCHNER 9IN .035 TROCAR",14
"IM021843",,"WIRE K .045X9IN",18
"IM021845",,"WIRE K .062X9IN",18
"IM021847",,"STOP HOLE APEX ELIM POSITIVE",329
"IM021850",,"BALL ARTICUL EZE 28MM +5 BR",820
"IM021887",,"SCREW FEMORAL GUARDS 7 X 25",207
"IM021889",,"SCREW FEMORAL GUARDS 9 X 20",195
"IM021894",,"SCREW XDRIVE EMERG 3.2MMX12MM",231
"IM021900",,"SCREW XDRIVE 2.7MMX8MM",230
"IM021901",,"SCREW XDRIVE 2.7MMX18MM",230
"IM021935",,"SEGMENT OSS 3CM",13608
"IM021936",,"SEGMENT OSS 11 X 150CM",4260
"IM021937",,"SEGMENT OSS 13 X 150CM",4260
"IM021940",,"PLATE LCP CONDYLE 12HOLE/278MM",2806
"IM021953",,"PLATE UPPER FACE STR 24HOLR",724
"IM021954",,"PLATE UPPER FACE 7HOLE Y",279
"IM021955",,"SCREW 3MM 1.7MM MDFC 51-17003",86
"IM021964",,"ROD 80MM X 3.5MM",513
"IM021966",,"BLOCKER",144
"IM021972",,"SHTH ACC 35CM 13-15FR",153
"IM021995",,"SCREW CANNULATED 3.5MM X 42MM",328
"IM022013",,"PEG THREADED 16MM",144
"IM022017",,"PLATE VOLAR BEARING 4-5",1948
"IM022037",,"INSERT TIB KN SIG RPPS 3 15MM",1835
"IM022043",,"HEAD V40 STD TAPER 32MM + 0",952
"IM022046",,"INSERT TIB KN SIG RPPS3 17.5M",1835
"IM022051",,"INSERT TIB KN SIG RPPS 4 17MM",1835
"IM022053",,"INSERT TIB KN SIG RPPS 5 15MM",1835
"IM022054",,"INSERT TIB KN SIG RPPS 5 17.5MM",1835
"IM022077",,"PIN STEINMANN 9/64X9IN",15
"IM022078",,"PIN STINMAN THRD SHRT 9IN 5/64",171
"IM022081",,"PIN STEINMANN 1/8X9IN",36
"IM022104",,"INSERT TIB CVE PFCSIG 5 12.5MM",1835
"IM022125",,"TRAY TIB KN SIGMA COCO SZ2",2153
"IM022127",,"HEAD HUMERAL 48MM X 18MM",2993
"IM022139",,"TRAY TIB KN SIGMA COCO SZ 2.5",2153
"IM022150",,"TRAY TIB KN SIGMA COCO SZ 3",2153
"IM022172",,"DEV PIN TO ROD CPLNG HFMN II",1000
"IM022174",,"AUGMENTATION DISTAL RT 8MM SZ4",1611
"IM022175",,"CMPNT FEM 4 71X65MM RT 960089",9487
"IM022176",,"AUGMENTATION POSTERIOR 4MM SZ4",1611
"IM022179",,"INSERT TIBIAL 15MM SIZE 4",3385
"IM022214",,"TRAY TIB KN SIGMA COCO SZ 4",2153
"IM022215",,"TRAY TIB KN SIGMA COCO SZ 5",2153
"IM022219",,"TRAY TIB KN SIGMA COCO SZ 6",2153
"IM022237",,"NEURSTM IMPLANT PLS GENTR PT 7435",2040
"IM022264",,"FEMORAL COMPONENT LT 66 X 58MM",10436
"IM022288",,"CMPNT FEM AUG 4 4MM RT DIST",1611
"IM022295",,"FEMORAL COMPONENT 66MM X 62MM",10963
"IM022405",,"PINE STEINMAN THREADED P/64X9",36
"IM022514",,"VALVE AAP AORTIC CONDUIT 25MM",11640
"IM022578",,"INSERT TIBIAL #4 76MM X 51MM",3385
"IM022615",,"PLATE CERVICAL 90MM",1989
"IM022665",,"MESH PANEL 40 X 40MM",1909
"IM022671",,"SCREW CRT 4.5MM X 38MM",27
"IM022686",,"SCREW LSS 5.0MM X 16MM",247
"IM022687",,"SCREW LSS 5.0MM X 14MM",247
"IM022690",,"SCREW LSS 5.0MM X 30MM",247
"IM022694",,"PLATE LCP 6HOLE 4.5MM",663
"IM022702",,"CAGE PYRAMESH 13X30MM",6642
"IM022703",,"SCREW BIO-TENODESIS 6.25X15MM",584
"IM022710",,"KIT BIO-TENODESIS",400
"IM022722",,"ROD 30MM",482
"IM022723",,"SEGMENT OSS 5CM",13608
"IM022726",,"TIBIA OSS 67MM",8350
"IM022727",,"AUGMENTATION DISTAL LT 16MM",1709
"IM022729",,"PIN HALF 2.0 X 40MM",291
"IM022736",,"SEGMENT FEMUR 7CM",13608
"IM022748",,"CATH EQUIS XK SPLTP 16FR 27CM",689
"IM022752",,"ENDURANCE 240MM SZ3",7817
"IM022753",,"CUP ACETABULAR 70MM",2153
"IM022754",,"LINER ACETABULAR 70MM X 36MM",5959
"IM022784",,"COMPON FEMORAL N-POR RT SZ2.5",2870
"IM022788",,"PLATE ULNAR SHORTENING",1517
"IM022792",,"PLATE FRACTURE 55-15506",65
"IM022799",,"PLATE FRACTURE 55-15505",65
"IM022800",,"PLATE FRACTURE 55-15536",65
"IM022812",,"STPLR INTNL 45MMX3.5MM TI UNV",392
"IM022823",,"PLATE Y 3H HEAD 8H SHFT 2.0X48",437
"IM022824",,"SCREW CORTEX SELF TAP 2.4 X 10",137
"IM022825",,"SCREW SCHANZ 4.0MM X 125MM",284
