Medication,Package Size,Package Unit,UOM charge
DILTIAZEM SR 180 MG 24 HR CAP,1,Each,26
DILTIAZEM SR 240 MG 24 HR CAP,1,Each,26
DILTIAZEM SR 300 MG 24 HR CAP,1,Each,26
DILTIAZEM SR 60 MG 12 HR CAP,1,Each,26
DILTIAZEM SR 90 MG 12 HR CAP,1,Each,26
DIMENHYDRINATE 50 MG TAB,1,Each,1
DINOPROSTONE 20 MG VAGINAL SUPPOSITORY,1,Each,7806.99
DINOPROSTONE SR 10 MG VAGINAL INSERTS,1,Each,1082.82
DINOPROSTONE SR 10 MG VAGINAL INSERTS,1,Each,1325.71
"DIPH,PERTUS(ACEL),TET PED (PED) 25 LF UNIT-58 MCG-10 LF/0.5ML IM SUSP",0.5,mL,239.1
"DIPH,PERTUS(ACEL),TET PED(PF) 25 LF UNIT-58 MCG-10 LF/0.5ML IM SYRINGE",0.5,mL,239.1
DIPHENHYDRAMINE 12.5 MG/5 ML ELIXIR,10,mL,6.1
DIPHENHYDRAMINE 12.5 MG/5 ML ELIXIR,5,mL,8.66
DIPHENHYDRAMINE 12.5 MG/5 ML ORAL LIQUID,473,mL,9.43
DIPHENHYDRAMINE 12.5 MG/5 ML ORAL LIQUID,473,mL,18.86
DIPHENHYDRAMINE 25 MG CAP,1,Each,1
DIPHENHYDRAMINE 50 MG CAP,1,Each,26
DIPHENHYDRAMINE HCL 50 MG/ML IJ SOLN,1,mL,80
DIPHENHYDRAMINE-ZINC ACETATE 1 %-0.1 % TOPICAL CREAM,28.3,g,26
DIPHENHYDRAMINE-ZINC ACETATE 2 %-0.1 % TOPICAL CREAM,28,g,26
DIPHENHYDRAMINE-ZINC ACETATE 2 %-0.1 % TOPICAL CREAM,28.4,g,26
DIPHENOXYLATE-ATROPINE 2.5 MG-0.025 MG TAB,1,Each,38
DIPHENOXYLATE-ATROPINE 2.5 MG-0.025 MG/5 ML ORAL LIQUID,60,mL,357.81
"DIPHTH,PERTUS(AC)TETANUS VAC(PF) 2 LF-(5-3-5MCG)-5 LF/0.5ML IM SYR",0.5,mL,419.83
"DIPHTH,PERTUS(AC)TETANUS VAC(PF) 2.5 LF UNIT-8 MCG-5 LF/0.5 ML INJ",0.5,mL,222.5
"DIPHTH,PERTUS(ACEL)TETANUS VAC(PF) 2 LF-(5-3-5MCG)-5 LF/0.5 ML IM SUSP",0.5,mL,419.83
"DIPHTH,PERTUSSIS(ACEL),TETANUS 2.5 LF UNIT-8 MCG-5 LF/0.5ML IM SYRINGE",0.5,mL,377.93
"DIPHTH,PERTUSSIS(ACELL),TETANUS 2.5 LF UNIT-8 MCG-5 LF/0.5 ML IM SUSP",0.5,mL,377.93
DIPYRIDAMOLE 25 MG TAB,1,Each,26
DIPYRIDAMOLE 5 MG/ML INTRAVENOUS SOLUTION,10,mL,80
DIPYRIDAMOLE 5 MG/ML INTRAVENOUS SOLUTION,10,mL,217.17
DIPYRIDAMOLE 50 MG TAB,1,Each,26
DIPYRIDAMOLE-ASPIRIN SR 200 MG-25 MG MULTIPHASE 12 HR CAP,1,Each,26
DIPYRIDAMOLE-ASPIRIN SR 200 MG-25 MG MULTIPHASE 12 HR CAP,1,Each,30.766
DIPYRIDAMOLE-ASPIRIN SR 200 MG-25 MG MULTIPHASE 12 HR CAP,1,Each,67.98
DISOPYRAMIDE 100 MG CAP,1,Each,26
DISOPYRAMIDE 150 MG CAP,1,Each,26
DISOPYRAMIDE SR 150 MG CAP,1,Each,26
DISULFIRAM 250 MG TAB,1,Each,26.64
DISULFIRAM 500 MG TAB,1,Each,42.624
DIVALPROEX  250 MG 24 HR TAB,1,Each,26
DIVALPROEX 125 MG SPRINKLE CAP,1,Each,26
"DIVALPROEX 125 MG TAB, DELAYED RELEASE",1,Each,26
"DIVALPROEX 250 MG TAB, DELAYED RELEASE",1,Each,26
DIVALPROEX 500 MG 24 HR TAB,1,Each,26
"DIVALPROEX 500 MG TAB, DELAYED RELEASE",1,Each,26
DOBUTAMINE 250 MG/20 ML IV,20,mL,80
"DOBUTAMINE IN D5W 2,000 MCG/ML IV",250,mL,248
"DOBUTAMINE IN D5W 4,000 MCG/ML IV",250,mL,248
DOCETAXEL 160 MG/16 ML (10 MG/ML) IV SOLN,16,mL,3725.68
DOCETAXEL 160 MG/16 ML (10 MG/ML) IV SOLN,16,mL,6406.63
DOCETAXEL 20 MG/2 ML (10 MG/ML) IV SOLN,2,mL,1134.96
DOCETAXEL 20 MG/ML (1 ML) IV,1,mL,3894.06
DOCETAXEL 80 MG/4 ML (20 MG/ML) IV SOLN,4,mL,15251.54
DOCETAXEL 80 MG/8 ML (10 MG/ML) IV SOLN,8,mL,3257.37
DOCOSANOL 10 % TOPICAL CREAM,2,g,100.1
DOCUSATE CALCIUM 240 MG CAP,1,Each,26
DOCUSATE SODIUM 100 MG CAP,1,Each,1
DOCUSATE SODIUM 283 MG/5 ML ENEMA,5,mL,7.44
DOCUSATE SODIUM 50 MG/5 ML ORAL LIQUID,10,mL,2.16
DOCUSATE SODIUM 50 MG/5 ML ORAL LIQUID,10,mL,2.32
DOCUSATE SODIUM 50 MG/5 ML ORAL LIQUID,473,mL,13.2
DOFETILIDE 125 MCG CAP,1,Each,26
DOFETILIDE 125 MCG CAP,1,Each,36.745
DOFETILIDE 125 MCG CAP,1,Each,48.966
DOFETILIDE 250 MCG CAP,1,Each,26
DOFETILIDE 250 MCG CAP,1,Each,36.745
DOFETILIDE 250 MCG CAP,1,Each,48.966
DOFETILIDE 500 MCG CAP,1,Each,26
DOFETILIDE 500 MCG CAP,1,Each,36.745
DOLUTEGRAVIR 50 MG TABLET,1,Each,195.351
DOLUTEGRAVIR 50 MG-RILPIVIRINE 25 MG TABLET,1,Each,303.936
DONEPEZIL 10 MG TAB,1,Each,26
DONEPEZIL 10 MG TAB,1,Each,59.644
DONEPEZIL 5 MG TAB,1,Each,26
DONEPEZIL 5 MG TAB,1,Each,54.27
DONEPEZIL 5 MG TAB,1,Each,59.644
DOPAMINE 200 MG/5 ML (40 MG/ML) IV,5,mL,80
DOPAMINE 400 MG/10 ML (40 MG/ML) IV,10,mL,26
DOPAMINE 400 MG/250 ML D5W INFUSION,250,mL,248
DOPAMINE 400 MG/5 ML IV,5,mL,80
DOPAMINE 800 MG/250 ML D5W INFUSION,250,mL,248
DORIPENEM 250 MG IV SOLUTION,1,Each,217.54
DORIPENEM 500 MG IV SOLUTION,1,Each,383.23
DORNASE ALFA 1 MG/ML SOLN FOR INHALATION,2.5,mL,541.44
DORZOLAMIDE 2 % EYE DROPS,10,mL,200.07
DORZOLAMIDE 2 % EYE DROPS,10,mL,206.02
DORZOLAMIDE 2 % EYE DROPS,10,mL,401.6
DORZOLAMIDE-TIMOLOL (PF) 2 %-0.5 % EYE DROPS IN A DROPPERETTE,1,Each,26
DORZOLAMIDE-TIMOLOL 2 %-0.5 % EYE DROPS,10,mL,264.91
DORZOLAMIDE-TIMOLOL 2 %-0.5 % EYE DROPS,10,mL,294.25
DOXAZOSIN 1 MG TAB,1,Each,26
DOXAZOSIN 2 MG TAB,1,Each,26
DOXEPIN 10 MG CAP,1,Each,26
DOXEPIN 25 MG CAP,1,Each,26
DOXEPIN 50 MG CAP,1,Each,26
DOXERCALCIFEROL 0.5 MCG CAP,1,Each,26
DOXERCALCIFEROL 0.5 MCG CAP,1,Each,46.198
DOXERCALCIFEROL 0.5 MCG CAP,1,Each,51.389
DOXERCALCIFEROL 2.5 MCG CAP,1,Each,49.144
DOXERCALCIFEROL 2.5 MCG CAP,1,Each,94.051
DOXERCALCIFEROL 2.5 MCG CAP,1,Each,119.055
DOXERCALCIFEROL 4 MCG/2 ML IV SOLN,2,mL,80
DOXERCALCIFEROL 4 MCG/2 ML IV SOLN,2,mL,98.72
DOXERCALCIFEROL 4 MCG/2 ML IV SOLN,2,mL,123.39
DOXORUBICIN 10 MG INTRAVENOUS SOLUTION,1,Each,247.25
DOXORUBICIN 10 MG INTRAVENOUS SOLUTION,1,Each,612.03
DOXORUBICIN 10 MG/5 ML IV,5,mL,247.25
DOXORUBICIN 20 MG/10 ML IV,10,mL,339.55
DOXORUBICIN 50 MG IV POWDER FOR SOLUTION,1,Each,1838.16
DOXORUBICIN 50 MG/25 ML IV,25,mL,388.15
DOXORUBICIN 50 MG/25 ML IV,25,mL,460.5
DOXORUBICIN 50 MG/25 ML IV,25,mL,605.1
DOXORUBICIN LIPOSOMAL 2 MG/ML IV INJ,10,mL,6481.62
DOXORUBICIN LIPOSOMAL 2 MG/ML IV INJ,10,mL,7828.87
DOXORUBICIN LIPOSOMAL 2 MG/ML IV INJ,25,mL,16042.21
DOXORUBICIN LIPOSOMAL 2 MG/ML IV INJ,25,mL,19410.01
DOXYCYCLINE 50 MG/5 ML SYRUP,5,mL,34.38
DOXYCYCLINE 50 MG/5 ML SYRUP,473,mL,1775.98
DOXYCYCLINE HYCLATE 100 MG IV SOLUTION,1,Each,166.39
DOXYCYCLINE HYCLATE 100 MG IV SOLUTION,1,Each,204.99
DOXYCYCLINE HYCLATE 100 MG IV SOLUTION,1,Each,264.99
DOXYCYCLINE HYCLATE 100 MG TAB,1,Each,26
DRONABINOL 2.5 MG CAP,1,Each,38
DRONEDARONE 400 MG TABLET,1,Each,37.162
DROPERIDOL 2.5 MG/ML IJ SOLN,2,mL,80
"DULOXETINE 20 MG CAP, DELAYED RELEASE",1,Each,26
"DULOXETINE 30 MG CAP, DELAYED RELEASE",1,Each,26
"DULOXETINE 30 MG CAP, DELAYED RELEASE",1,Each,28.249
"DULOXETINE 60 MG CAP, DELAYED RELEASE",1,Each,26
DURVALUMAB 50 MG/ML INTRAVENOUS SOLUTION,2.4,mL,5640.9
DURVALUMAB 50 MG/ML INTRAVENOUS SOLUTION,10,mL,23161.34
DUTASTERIDE 0.5 MG CAP,1,Each,26
DUTASTERIDE 0.5 MG CAP,1,Each,30.21
ECONAZOLE 1 % TOPICAL CREAM,15,g,147.36
ECONAZOLE 1 % TOPICAL CREAM,15,g,265.04
ECONAZOLE 1 % TOPICAL CREAM,30,g,515.94
ECULIZUMAB 300 MG/30 ML IV,30,mL,39785.35
EDOXABAN 15 MG TABLET,1,Each,39.668
EDOXABAN 30 MG TABLET,1,Each,39.668
EDOXABAN 30 MG TABLET,1,Each,52.862
EDOXABAN 30 MG TABLET,1,Each,59.83
EDOXABAN 60 MG TABLET,1,Each,39.668
EDOXABAN 60 MG TABLET,1,Each,52.862
EDOXABAN 60 MG TABLET,1,Each,59.83
EDROPHONIUM CHLORIDE 10 MG/ML IJ SOLN,15,mL,94.27
EDROPHONIUM CHLORIDE 10 MG/ML IJ SOLN,15,mL,721.88
EDROPHONIUM CL-ATROPINE 10 MG-0.14 MG/ML IV,5,mL,142.44
EFAVIRENZ 200 MG CAP,1,Each,33.283
EFAVIRENZ 200 MG CAP,1,Each,38.523
ELECTROLYTE-A INTRAVENOUS SOLUTION,1000,mL,248
ELECTROLYTE-R (PH 7.4) IV,500,mL,248
ELOTUZUMAB 300 MG INTRAVENOUS SOLUTION,1,Each,12323.21
ELOTUZUMAB 400 MG INTRAVENOUS SOLUTION,1,Each,16394.82
ELTROMBOPAG 25 MG TABLET,1,Each,405.02
ELTROMBOPAG 25 MG TABLET,1,Each,537.58
ELVITEGRAVIR 150 MG-COBICISTAT 150 MG-EMTRICITABINE 200 MG-TENOFOVIR ALAFENAMIDE 10 MG TABLET,1,Each,347.144
ELVITEGRAVIR 150 MG-COBICISTAT 150 MG-EMTRICITABINE 200 MG-TENOFOVIR DISOPROXIL FUMARATE 300 MG TABLET,1,Each,364.157
EMOLLIENT COMBINATION NO.108 LOTION,237,mL,6.62
EMOLLIENT COMBINATION NO.92 TOPICAL LOTION,177,mL,8.47
EMTRICITABINE 200 MG CAP,1,Each,63.229
EMTRICITABINE 200 MG-TENOFOVIR ALAFENAMIDE FUMARATE 25 MG TABLET,1,Each,197.493
EMTRICITABINE-TENOFOVIR 200 MG-300 MG TAB,1,Each,197.493
ENALAPRIL MALEATE 10 MG TAB,1,Each,26
ENALAPRIL MALEATE 5 MG TAB,1,Each,26
ENALAPRILAT 1.25 MG/ML IV INJ,1,mL,80
ENALAPRILAT 1.25 MG/ML IV INJ,2,mL,80
ENOXAPARIN 100 MG/ML SUB-Q SYRINGE,1,mL,164.52
ENOXAPARIN 100 MG/ML SUB-Q SYRINGE,1,mL,218.05
ENOXAPARIN 100 MG/ML SUB-Q SYRINGE,1,mL,439.92
ENOXAPARIN 100 MG/ML SUB-Q SYRINGE,1,mL,671.63
ENOXAPARIN 100 MG/ML SUB-Q SYRINGE,1,mL,747.07
ENOXAPARIN 120 MG/0.8 ML SUB-Q SYRINGE,0.8,mL,197.43
ENOXAPARIN 120 MG/0.8 ML SUB-Q SYRINGE,0.8,mL,476.47
ENOXAPARIN 120 MG/0.8 ML SUB-Q SYRINGE,0.8,mL,896.78
ENOXAPARIN 150 MG/ML SUB-Q SYRINGE,1,mL,898.24
ENOXAPARIN 150 MG/ML SUB-Q SYRINGE,1,mL,999.16
ENOXAPARIN 30 MG/0.3 ML SUB-Q SYRINGE,0.3,mL,80
ENOXAPARIN 30 MG/0.3 ML SUB-Q SYRINGE,0.3,mL,244.62
ENOXAPARIN 30 MG/0.3 ML SUB-Q SYRINGE,0.3,mL,272.1
ENOXAPARIN 40 MG/0.4 ML SUB-Q SYRINGE,0.4,mL,80
ENOXAPARIN 40 MG/0.4 ML SUB-Q SYRINGE,0.4,mL,87.09
ENOXAPARIN 40 MG/0.4 ML SUB-Q SYRINGE,0.4,mL,193.04
ENOXAPARIN 40 MG/0.4 ML SUB-Q SYRINGE,0.4,mL,297.3
ENOXAPARIN 40 MG/0.4 ML SUB-Q SYRINGE,0.4,mL,330.7
ENOXAPARIN 60 MG/0.6 ML SUB-Q SYRINGE,0.6,mL,130.85
ENOXAPARIN 60 MG/0.6 ML SUB-Q SYRINGE,0.6,mL,263.96
ENOXAPARIN 60 MG/0.6 ML SUB-Q SYRINGE,0.6,mL,446.48
ENOXAPARIN 60 MG/0.6 ML SUB-Q SYRINGE,0.6,mL,496.64
ENOXAPARIN 80 MG/0.8 ML SUB-Q SYRINGE,0.8,mL,174.39
ENOXAPARIN 80 MG/0.8 ML SUB-Q SYRINGE,0.8,mL,351.94
ENOXAPARIN 80 MG/0.8 ML SUB-Q SYRINGE,0.8,mL,537.32
ENOXAPARIN 80 MG/0.8 ML SUB-Q SYRINGE,0.8,mL,597.68
ENTACAPONE 200 MG TAB,1,Each,26
ENTACAPONE 200 MG TAB,1,Each,26.67
ENTACAPONE 200 MG TAB,1,Each,27.262
ENTACAPONE 200 MG TAB,1,Each,36.75
ENTECAVIR 0.5 MG TAB,1,Each,46.552
ENTECAVIR 0.5 MG TAB,1,Each,125.68
EPHEDRINE (PF) 25 MG/5 ML (5 MG/ML) IN NS IV SYRINGE,5,mL,80
EPHEDRINE (PF) 50 MG/5 ML (10 MG/ML) IN NS IV SYRINGE,5,mL,166.28
EPHEDRINE SULFATE 50 MG/ML INJECTION SOLUTION,1,mL,80
EPHEDRINE SULFATE 50 MG/ML INJECTION SOLUTION,1,mL,349.94
EPHEDRINE SULFATE 50 MG/ML INJECTION SOLUTION,1,mL,362.04
EPHEDRINE SULFATE 50 MG/ML INJECTION SOLUTION,1,mL,439.72
EPHEDRINE SULFATE 50 MG/ML INJECTION SOLUTION,1,mL,472.82
EPINEPHRINE (PF) 1 MG/ML INJECTION,1,mL,80
EPINEPHRINE (PF) 1 MG/ML INJECTION,1,mL,164.08
EPINEPHRINE (PF) 1 MG/ML INJECTION,1,mL,191.94
EPINEPHRINE 0.1 % NASAL SOLN,30,mL,895.12
EPINEPHRINE 0.1 MG/ML SYRINGE,10,mL,80
EPINEPHRINE 0.1 MG/ML SYRINGE,10,mL,105.52
EPINEPHRINE 0.3 MG/0.3 ML IM PEN INJECTOR,1,Each,1206.49
EPINEPHRINE 0.3 MG/0.3 ML IM PEN INJECTOR,2,Each,1829.78
EPINEPHRINE 1 MG/ML IJ SOLN,30,mL,81.28
EPINEPHRINE 1 MG/ML IJ SOLN,30,mL,532.51
EPINEPHRINE 1 MG/ML IJ SOLN,30,mL,1528.14
EPIRUBICIN 50 MG/25 ML IV,25,mL,594.53
EPIRUBICIN 50 MG/25 ML IV,25,mL,682.82
EPLERENONE 25 MG TAB,1,Each,26
EPLERENONE 25 MG TAB,1,Each,40.308
"EPOETIN ALFA 10,000 UNIT/ML IJ SOLN",1,mL,1333.58
"EPOETIN ALFA 10,000 UNIT/ML IJ SOLN",1,mL,1568.85
"EPOETIN ALFA 2,000 UNIT/ML IJ SOLN",1,mL,331.54
"EPOETIN ALFA 2,000 UNIT/ML IJ SOLN",1,mL,464.29
"EPOETIN ALFA 20,000 UNIT/2 ML IJ SOLN",2,mL,3137.64
"EPOETIN ALFA 20,000 UNIT/ML IJ SOLN",1,mL,2022.52
"EPOETIN ALFA 20,000 UNIT/ML IJ SOLN",1,mL,3137.64
"EPOETIN ALFA 4,000 UNIT/ML IJ SOLN",1,mL,598.48
"EPOETIN ALFA 4,000 UNIT/ML IJ SOLN",1,mL,827.57
"EPOETIN ALFA 40,000 UNIT/ML IJ SOLN",1,mL,6275.28
EPOPROSTENOL (ARGININE) 0.5 MG/5 ML INJECTION,1,Each,256.87
EPOPROSTENOL (ARGININE) 1.5 MG/5 ML INJECTION,1,Each,468.32
EPOPROSTENOL (GLYCINE) 0.5 MG INTRAVENOUS SOLUTION,1,Each,204.99
EPOPROSTENOL (GLYCINE) 1.5 MG INTRAVENOUS SOLUTION,1,Each,391.13
EPOPROSTENOL (GLYCINE) 1.5 MG INTRAVENOUS SOLUTION,1,Each,451.32
EPTIFIBATIDE 0.75 MG/ML IV SOLN,100,mL,1646.8
EPTIFIBATIDE 0.75 MG/ML IV SOLN,100,mL,3318.61
EPTIFIBATIDE 2 MG/ML IV SOLN,10,mL,1398.24
"ERGOCALCIFEROL (VITAMIN D2) 50,000 UNIT CAP",1,Each,26
"ERGOCALCIFEROL (VITAMIN D2) 8,000 UNIT/ML ORAL DROPS",60,mL,320.44
"ERGOCALCIFEROL (VITAMIN D2) 8,000 UNIT/ML ORAL DROPS",60,mL,320.75
"ERGOCALCIFEROL (VITAMIN D2) 8,000 UNIT/ML ORAL DROPS",60,mL,353.81
"ERGOCALCIFEROL (VITAMIN D2) 8,000 UNIT/ML ORAL DROPS",60,mL,809.61
ERIBULIN 1 MG/2 ML (0.5 MG/ML) IV,2,mL,7448.49
ERLOTINIB 100 MG TAB,1,Each,1641.819
ERLOTINIB 150 MG TAB,1,Each,1856.545
ERLOTINIB 25 MG TAB,1,Each,600.043
ERTAPENEM 1 GRAM IV SOLUTION,1,Each,1086.49
ERTAPENEM 1 GRAM SOLUTION FOR INJECTION,1,Each,941.63
ERTAPENEM 1 GRAM SOLUTION FOR INJECTION,1,Each,1034.85
"ERYTHROMYCIN 250 MG CAP, DELAYED RELEASE",1,Each,26
"ERYTHROMYCIN 250 MG TAB, DELAYED RELEASE",1,Each,26.014
"ERYTHROMYCIN 333 MG TAB, DELAYED RELEASE",1,Each,32.757
ERYTHROMYCIN 5 MG/G EYE OINTMENT,1,g,46.92
ERYTHROMYCIN 5 MG/G EYE OINTMENT,1,g,52.93
ERYTHROMYCIN 5 MG/G EYE OINTMENT,1,g,64.31
ERYTHROMYCIN 5 MG/G EYE OINTMENT,3.5,g,96.6
ERYTHROMYCIN 5 MG/G EYE OINTMENT,3.5,g,96.92
ERYTHROMYCIN 5 MG/G EYE OINTMENT,3.5,g,98.42
"ERYTHROMYCIN ETHYLSUCCINATE 200 MG/5 ML SUSP, RECON",100,mL,62.16
"ERYTHROMYCIN ETHYLSUCCINATE 200 MG/5 ML SUSP, RECON",100,mL,1146.57
"ERYTHROMYCIN ETHYLSUCCINATE 200 MG/5 ML SUSP, RECON",100,mL,1330.06
ERYTHROMYCIN LACTOBIONATE 500 MG IV SOLR,1,Each,671.42
ERYTHROMYCIN LACTOBIONATE 500 MG IV SOLR,1,Each,686.97
ERYTHROMYCIN STEARATE 250 MG TAB,1,Each,38.671
ERYTHROMYCIN WITH ETHANOL 2 % TOPICAL SOLN,60,mL,233.8
ERYTHROMYCIN WITH ETHANOL 2 % TOPICAL SOLN,60,mL,235.57
ESCITALOPRAM 10 MG TAB,1,Each,26
ESCITALOPRAM 10 MG TAB,1,Each,26.895
ESCITALOPRAM 10 MG TAB,1,Each,37.045
ESCITALOPRAM 10 MG TAB,1,Each,49.25
ESCITALOPRAM 5 MG/5 ML ORAL SOLN,240,mL,716.89
ESCITALOPRAM 5 MG/5 ML ORAL SOLN,240,mL,1751.35
ESMOLOL 10 MG/ML IV SOLN,10,mL,80
ESMOLOL 10 MG/ML IV SOLN,10,mL,133.37
ESMOLOL 10 MG/ML IV SOLN,10,mL,157.72
ESMOLOL IN SALINE (ISO-OSMOTIC) 10 MG/ML IV,250,mL,1968.24
ESOMEPRAZOLE 40 MG IV SOLUTION,1,Each,348.94
ESOMEPRAZOLE 40 MG IV SOLUTION,1,Each,446.41
"ESOMEPRAZOLE MAGNESIUM 40 MG CAP, DELAYED RELEASE",1,Each,29.575
EST ESTROGENS-METHYLTEST 0.625 MG-1.25 MG TAB,1,Each,26
ESTRADIOL 0.01% (0.1 MG/G) VAGINAL CREAM,42.5,g,787.92
ESTRADIOL 0.01% (0.1 MG/G) VAGINAL CREAM,42.5,g,954.3
ESTRADIOL 0.01% (0.1 MG/G) VAGINAL CREAM,42.5,g,1113.27
ESTRADIOL 0.025 MG/24 HR WEEKLY TRANSDERM PATCH,1,Each,98.36
ESTRADIOL 0.025 MG/24 HR WEEKLY TRANSDERM PATCH,1,Each,107.34
ESTRADIOL 0.025 MG/24 HR WEEKLY TRANSDERM PATCH,1,Each,120.2
ESTRADIOL 0.0375 MG/24 HR WEEKLY TRANSDERM PATCH,1,Each,98.36
ESTRADIOL 0.05 MG/24 HR WEEKLY TRANSDERM PATCH,1,Each,98.36
ESTRADIOL 0.05 MG/24 HR WEEKLY TRANSDERM PATCH,1,Each,107.34
ESTRADIOL 0.05 MG/24 HR WEEKLY TRANSDERM PATCH,1,Each,147.858
ESTRADIOL 0.075 MG/24 HR SEMIWEEKLY TRANSDERM PATCH,1,Each,108.32
ESTRADIOL 0.1 MG/24 HR SEMIWEEKLY TRANSDERM PATCH,1,Each,108
ESTRADIOL 0.1 MG/24 HR WEEKLY TRANSDERM PATCH,1,Each,87.833
ESTRADIOL 0.1 MG/24 HR WEEKLY TRANSDERM PATCH,1,Each,98.36
ESTRADIOL 0.1 MG/24 HR WEEKLY TRANSDERM PATCH,1,Each,107.34
ESTRADIOL 1 MG TAB,1,Each,26
ESTROPIPATE 0.75 MG TAB,1,Each,26
ESZOPICLONE 1 MG TAB,1,Each,38
ESZOPICLONE 1 MG TAB,1,Each,53.087
ESZOPICLONE 2 MG TAB,1,Each,38
ESZOPICLONE 2 MG TAB,1,Each,53.087
ETHACRYNATE SODIUM 50 MG IV SOLR,1,Each,30585.67
ETHAMBUTOL 100 MG TAB,1,Each,26
ETHAMBUTOL 400 MG TAB,1,Each,26
ETHANOL (ETHYL ALCOHOL) 98 % IV SOLN,5,mL,830.91
ETHANOL (ETHYL ALCOHOL) 98 % IV SOLN,5,mL,916.13
ETHIODIZED OIL 48 % INJECTION SOLUTION,10,mL,6446.91
ETHOSUXIMIDE 250 MG/5 ML ORAL SOLUTION,474,mL,884.35
ETHOSUXIMIDE 250 MG/5 ML ORAL SOLUTION,473,mL,884.71
ETIDRONATE DISODIUM 200 MG TAB,1,Each,26
ETIDRONATE DISODIUM 400 MG TAB,1,Each,26
ETODOLAC 300 MG CAP,1,Each,26
ETODOLAC SR 400 MG 24 HR TAB,1,Each,26
ETOMIDATE 2 MG/ML IV SOLN,10,mL,80
ETOMIDATE 2 MG/ML IV SOLN,20,mL,80
ETOMIDATE 2 MG/ML IV SOLN,10,mL,82.26
ETOMIDATE 2 MG/ML IV SOLN,20,mL,284.15
ETOPOSIDE 20 MG/ML IV SOLN,5,mL,247.25
ETOPOSIDE 20 MG/ML IV SOLN,25,mL,509.93
ETOPOSIDE 20 MG/ML IV SOLN,25,mL,703.89
ETOPOSIDE 50 MG CAP,1,Each,500.875
ETRAVIRINE 100 MG TAB,1,Each,37.392
ETRAVIRINE 200 MG TABLET,1,Each,74.783
EVEROLIMUS 0.5 MG TABLET,1,Each,59.761
EVEROLIMUS 0.5 MG TABLET,1,Each,109.61
EXEMESTANE 25 MG TAB,1,Each,26
EXEMESTANE 25 MG TAB,1,Each,34.553
EXEMESTANE 25 MG TAB,1,Each,47.729
EXEMESTANE 25 MG TAB,1,Each,129.799
EXENATIDE 5 MCG/0.02 ML PER DOSE SUB-Q PEN INJECTOR,1.2,mL,2917.52
EZETIMIBE 10 MG TAB,1,Each,26
EZETIMIBE 10 MG TAB,1,Each,36.522
EZETIMIBE 10 MG TAB,1,Each,38.919
EZETIMIBE 10 MG TAB,1,Each,40.658
EZETIMIBE 10 MG TAB,1,Each,66.88
EZETIMIBE 10 MG TAB,1,Each,74.46
FAMCICLOVIR 250 MG TAB,1,Each,26
FAMCICLOVIR 500 MG TAB,1,Each,26
FAMOTIDINE (PF) 20 MG/2 ML IV,2,mL,80
FAMOTIDINE 10 MG/ML IV SOLN,20,mL,80
FAMOTIDINE 10 MG/ML IV SOLN,4,mL,80
FAMOTIDINE 10 MG/ML IV SOLN,20,mL,98.72
FAMOTIDINE 20 MG IVPB,50,mL,248
FAMOTIDINE 20 MG TAB,1,Each,26
FAMOTIDINE 40 MG/5 ML ORAL SUSP,50,mL,624.5
FAMOTIDINE 40 MG/5 ML ORAL SUSP,50,mL,924.61
FAT EMULSION 20 % IV EMUL,100,mL,248
FAT EMULSION 20 % IV EMUL,250,mL,248
FAT EMULSION 20 % IV EMUL,500,mL,248
FAT EMULSION 20 % IV EMUL,500,mL,255.38
FAT EMULSION 20 % IV EMUL,250,mL,288.61
FAT EMULSION-SOYBEAN OIL-MCT-OLIVE OIL-FISH OIL 20 % INTRAVENOUS,100,mL,248
FE FUMARATE-B12-VIT C-FA-IFC 110 MG-0.5 MG CAP,1,Each,26
FE FUM-VIT C-VIT B12-FA 460 MG-60 MG-0.01 MG-1 MG CAP,1,Each,26
FEBUXOSTAT 40 MG TABLET,1,Each,37.763
FEBUXOSTAT 40 MG TABLET,1,Each,42.748
FEBUXOSTAT 80 MG TABLET,1,Each,37.763
FELBAMATE 400 MG TAB,1,Each,26
FELBAMATE 600 MG/5 ML ORAL SUSP,5,mL,181.15
FELBAMATE 600 MG/5 ML ORAL SUSP,237,mL,5157.36
FELODIPINE SR 2.5 MG 24 HR TAB,1,Each,26
FELODIPINE SR 5 MG 24 HR TAB,1,Each,26
FENOFIBRATE NANOCRYSTALLIZED 145 MG TAB,1,Each,26
FENOFIBRATE NANOCRYSTALLIZED 48 MG TAB,1,Each,26
FENOLDOPAM 10 MG/ML IV SOLN,1,mL,1887.11
FENTANYL (PF) 900 MCG/30 ML INFUSION,30,mL,344.51
FENTANYL (PF) 900 MCG/30 ML PCA (ADULT),30,mL,248
FENTANYL 100 MCG/HR 72 HR TRANSDERM PATCH,1,Each,99.134
FENTANYL 100 MCG/HR 72 HR TRANSDERM PATCH,1,Each,121.45
FENTANYL 100 MCG/HR 72 HR TRANSDERM PATCH,1,Each,124.98
FENTANYL 100 MCG/HR 72 HR TRANSDERM PATCH,1,Each,156.67
FENTANYL 12 MCG/HR 72 HR TRANSDERM PATCH,1,Each,82.998
FENTANYL 12 MCG/HR 72 HR TRANSDERM PATCH,1,Each,101.67
FENTANYL 1500 MCG IN 50 ML NS INFUSION,50,mL,248
FENTANYL 25 MCG/HR 72 HR TRANSDERM PATCH,1,Each,38
