Medication,Package Size,Package Unit,UOM charge
ESMOLOL IV INFUSION (NEONATE),25,mL,359.73
CARDIOPLEGIC SOLUTION 16 MEQ/L (POTASSIUM),1000,mL,361.46
"ALBUMIN, HUMAN 25 % IV",50,mL,369.15
PERITONEAL DIALYSIS SOLN 7 & DEX 2.5 % LOW CA+ (2.5 MEQ/L)&MAG (0.5),6000,mL,369.15
LEVOFLOXACIN IN D5W 750 MG/150 ML IV PIGGY BACK,150,mL,372.61
NOREPINEPHRINE 16 MG/250 ML INFUSION,250,mL,376.84
AMINO ACID 3.31 % IN 9.8% DEXTROSE-FATS 3.9 %-ELECTROLYTES,2053,mL,378.94
"ALBUMIN, HUMAN 25 % IV",50,mL,379.15
FENTANYL (PF) 900 MCG/30 ML INFUSION,30,mL,382.09
FENTANYL (PF) 900 MCG/30 ML PCA (ADULT),30,mL,382.09
HYDROMORPHONE (PF) 30 MG/30 ML (1 MG/ML) IN 0.9% NACL PCA SYRINGE,30,mL,382.09
FENTANYL (PF) 900 MCG/30 ML PCA (1 HR DOSE LIMIT),30,mL,382.09
FENTANYL-BUPIVACAINE IN NS (PF) 2.5 MCG/ML-0.125 % EPIDURAL,100,mL,382.86
FENTANYL-BUPIVACAINE IN NS (PF) 2.5 MCG/ML-0.125 % EPIDURAL,100,mL,383.07
MANNITOL 20 % IV,500,mL,384.25
AMINO ACID 3.31 % IN 9.8% DEXTROSE-FATS 3.9 %-ELECTROLYTES,2566,mL,412.32
LINEZOLID 600 MG/300 ML D5W IV,300,mL,419.18
ZOLEDRONIC ACID 4MG/100ML IN MANNITOL & WATER PREMIX,100,mL,419.18
FAT EMULSION 20 % IV EMUL,1000,mL,447.13
AMINO ACID 4.25% DEXTROSE 5% INFUSION,2000,mL,447.13
FENTANYL IN NS (PF) 10 MCG/ML INFUSION,500,mL,450.62
HETASTARCH 6% IN LACTATED ELECTROLYTE IV SOLN,500,mL,454.12
AMINO ACID 4.25% DEXTROSE 25% INFUSION,2000,mL,475.08
"ALBUMIN, HUMAN 5 % IV",250,mL,483.81
AMINO ACID 5% DEXTROSE 15% W/ ELECTROLYTES INFUSION,2000,mL,516.99
AMINO ACID 4.25% DEXTROSE 25% W/ ELECTROLYTES INFUSION,2000,mL,516.99
VANCOMYCIN IN 0.9% SODIUM CHLORIDE 1.5 G/500 ML IV,500,mL,516.99
PERIT. DIALYSIS SOLN 28 & ICODEX 7.5 % CA+ (3.5 MEQ/L)&LOW MAG (0.5),2000,mL,572.88
"ALBUMIN, HUMAN 5 % IV",250,mL,628.77
"ALBUMIN, HUMAN 25 % IV",50,mL,628.77
NICARDIPINE IN SODIUM CHLORIDE(ISO-OSMOTIC) 20 MG/200 ML IV PIGGY BACK,200,mL,638.37
ESMOLOL IV INFUSION (PEDIATRIC),50,mL,653.58
SUGAMMADEX 100 MG/ML INTRAVENOUS SOLUTION,2,mL,663.71
LORAZEPAM 60 MG/60 ML (1 MG/ML) IN 0.9 % SODIUM CHLORIDE IV,60,mL,665.87
CARDIOPLEGIC (MULTIDOSE STANDARD) WITH 25 MEQ KCL SOLUTION,1000,mL,677.68
PERIT. DIALYSIS SOLN 28 & ICODEX 7.5 % CA+ (3.5 MEQ/L)&LOW MAG (0.5),2000,mL,741.42
CARDIOPLEGIC (REPERFUSATE) WITH 15 MEQ KCL SOLUTION,477.5,mL,804.25
CARDIOPLEGIC (WARM INDUCTION) WITH 40 MEQ KCL SOLUTION,500,mL,804.25
CARDIOPLEGIA (WARM INDUCTION 4:1) WITH 40 MEQ KCL SOLUTION,500,mL,804.25
CARDIOPLEGIA (REPERFUSATE 4:1) WITH 15 MEQ KCL SOLUTION,500,mL,823.1
CARDIOPLEGIA (MAINTENANCE 4:1) WITH 36 MEQ KCL SOLUTION,1000,mL,904.78
NICARDIPINE IN SODIUM CHLORIDE(ISO-OSMOTIC) 40 MG/200 ML IV PIGGY BACK,200,mL,991.72
"ROPIVACAINE (PF) 0.2 % 400 ML LOCAL INFILT,ELAS PUMP,HI VAR RATE",400,mL,1022.9
SUGAMMADEX 100 MG/ML INTRAVENOUS SOLUTION,5,mL,1093.27
ZOLEDRONIC ACID 4MG/100ML IN MANNITOL & WATER PREMIX,100,mL,1130.97
"ALBUMIN, HUMAN 5 % IV",500,mL,1130.97
TROMETHAMINE 36 MG/ML IV,500,mL,1182.36
ZOLEDRONIC ACID 5 MG/100 ML IN MANNITOL & WATER IV,100,mL,1250.35
ZOLEDRONIC ACID 5 MG/100 ML IN MANNITOL & WATER IV,100,mL,1462.71
ZOLEDRONIC ACID 5 MG/100 ML IN MANNITOL & WATER IV,100,mL,1706.5
"ROPIVACAINE (PF) 0.2 % 550 ML LOCAL INFILT,ELAS PUMP,HI VAR RATE",550,mL,1877.15
ROPIVACAINE (PF) 0.2 % 500 ML LOCAL INFILTRATION,500,mL,2233.08
"IMMUNE GLOB,GAM(IGG) 10 % INTRAVENOUS SOLUTION",50,mL,2251.6
ESMOLOL IN SALINE (ISO-OSMOTIC) 10 MG/ML IV,250,mL,2280.61
ESMOLOL IN SALINE (ISO-OSMOTIC) 20 MG/ML IV,100,mL,2456.87
BELIMUMAB 120 MG INTRAVENOUS SOLUTION,1,Each,2489.29
TIROFIBAN IN 0.9 % SODIUM CHLORIDE 12.5 MG/250 ML (50 MCG/ML) IV,250,mL,2524.4
"IMMUNE GLOBULIN(HUM),CAPR(IGG) 5 GRAM/50 ML (10 %) INJECTION",50,mL,2739.17
CONIVAPTAN IN D5W 20 MG/100 ML SOLN,100,mL,3071.7
"IMMUNE GLOB,GAMM(IGG) 5 %-MALT-IGA OVER 50 MCG/ML INTRAVENOUS SOLUTION",100,mL,3147.27
"IMMUNE GLOB,GAM(IGG) 10 % INTRAVENOUS SOLUTION",50,mL,3248.2
"IMMUNE GLOB,GAM(IGG) 10 % INTRAVENOUS SOLUTION",50,mL,3388.62
HYDROXOCOBALAMIN 5 GRAM (5 GRAM X 1) IV SOLUTION,1,Each,3486.13
CANGRELOR 50 MG INTRAVENOUS SOLUTION,1,Each,3651.9
"IMMUNE GLOB,GAM(IGG) 10 % INTRAVENOUS SOLUTION",100,mL,4503.2
ZOLEDRONIC ACID 5 MG/100 ML IN MANNITOL & WATER IV,100,mL,5284.29
"IMMUNE GLOBULIN(HUM),CAPR(IGG) 10 GRAM/100 ML (10 %) INJECTION",100,mL,5478.83
"IMMUNE GLOB,GAMM(IGG) 5 %-MALT-IGA OVER 50 MCG/ML INTRAVENOUS SOLUTION",200,mL,6294.53
"IMMUNE GLOB,GAM(IGG) 10 % INTRAVENOUS SOLUTION",100,mL,6777.23
BELIMUMAB 400 MG INTRAVENOUS SOLUTION,1,Each,8297.37
IDARUCIZUMAB 2.5 GRAM/50 ML INTRAVENOUS SOLUTION,50,mL,8532.48
"IMMUNE GLOB,GAM(IGG) 10 % INTRAVENOUS SOLUTION",200,mL,9006.4
"IMMUNE GLOBULIN(HUM),CAPR(IGG) 20 GRAM/200 ML (10 %) INJECTION SOLN",200,mL,10957.65
"IMMUNE GLOB,GAM(IGG) 10 % INTRAVENOUS SOLUTION",200,mL,13554.45
ALTEPLASE 50 MG IV SOLUTION,1,Each,21453.96
"IMMUNE GLOB,GAM(IGG) 10 % INTRAVENOUS SOLUTION",400,mL,27108.9
ALTEPLASE (ACTIVASE) INFUSION FOR PE OR AMI,1,Each,42907.92
ALTEPLASE 100 MG IV SOLUTION,1,Each,42907.92
MAGNESIUM SULFATE 4 MEQ/ML (50 %) INJECTION SYRINGE,10,mL,152.39
DILTIAZEM 30 MG IR TAB,1,Each,14
GADOBUTROL 2 MMOL/2 ML (1 MMOL/ML) IV,2,mL,152.85
TETANUS-DIPHTHERIA TOXOIDS-TD 2 LF UNIT-2 LF UNIT/0.5 ML IM SUSP,0.5,mL,154.05
FUROSEMIDE 10 MG/ML SYRINGE,10,mL,154.88
DEXMEDETOMIDINE 100 MCG/ML IV SOLN,2,mL,155.06
EPHEDRINE (PF) 50 MG/10 ML (5 MG/ML) IN NS IV SYRINGE,10,mL,156.08
DILTIAZEM 60 MG IR TAB,1,Each,14
DILTIAZEM 90 MG IR TAB,1,Each,14
DILTIAZEM SR 120 MG 12 HR CAP,1,Each,19.736
DILTIAZEM SR 120 MG 24 HR CAP,1,Each,14
VECURONIUM BROMIDE 20 MG IV SOLUTION,1,Each,156.54
ETOMIDATE 2 MG/ML IV SOLN,10,mL,156.63
VALPROATE SODIUM 100 MG/ML IV,5,mL,159.16
DILTIAZEM SR 180 MG 24 HR CAP,1,Each,14
CLINDAMYCIN PHOSPHATE 150 MG/ML IJ SOLN,60,mL,159.67
IMIPENEM-CILASTATIN 250 MG IV SOLR,1,Each,159.72
DILTIAZEM SR 240 MG 24 HR CAP,1,Each,14
DILTIAZEM SR 300 MG 24 HR CAP,1,Each,14
CALCIUM GLUCONATE 100 MG/ML (10%) IV SOLN,100,mL,161.14
EPINEPHRINE (PF) 1 MG/ML INJECTION,1,mL,161.14
NITROGLYCERIN IN D5W 25 MG/250 ML (0.1 MG/ML) IV,250,mL,161.14
CAFFEINE-SODIUM BENZOATE 250 MG/ML IJ SOLN,2,mL,161.14
PIPERACILLIN-TAZOBACTAM 4.5 GRAM IV SOLR,1,Each,161.69
LEUCOVORIN CALCIUM 350 MG IJ SOLR,1,Vial,162.06
DILTIAZEM SR 60 MG 12 HR CAP,1,Each,14
DILTIAZEM SR 60 MG 12 HR CAP,1,Each,17.288
DILTIAZEM SR 90 MG 12 HR CAP,1,Each,15.142
DILTIAZEM SR 90 MG 12 HR CAP,1,Each,20.332
DIPHENHYDRAMINE 25 MG CAP,1,Each,1
SELENIUM 4 MCG/ML INJECTION (NEONATE),10,mL,163.26
SELENIUM 40 MCG/ML IV,10,mL,163.26
METHYLENE BLUE (ANTIDOTE) 1 % IJ SOLN,1,mL,164.81
TERBUTALINE 1 MG/ML SUB-Q,1,mL,165.65
DEXMEDETOMIDINE 100 MCG/ML IV SOLN,2,mL,165.74
CAFFEINE CITRATE 20 MG/ML IV SOLN,3,mL,165.74
NEOSTIGMINE METHYLSULFATE 1 MG/ML INTRAVENOUS SOLUTION,10,mL,165.74
DIPHENHYDRAMINE 50 MG CAP,1,Each,14
DIPHENOXYLATE-ATROPINE 2.5 MG-0.025 MG TAB,1,Each,15
DIPYRIDAMOLE 25 MG TAB,1,Each,14
DIPYRIDAMOLE 50 MG TAB,1,Each,14
DIPYRIDAMOLE-ASPIRIN SR 200 MG-25 MG MULTIPHASE 12 HR CAP,1,Each,26.033
NOREPINEPHRINE BITARTRATE 1 MG/ML IV,4,mL,165.93
DIPYRIDAMOLE-ASPIRIN SR 200 MG-25 MG MULTIPHASE 12 HR CAP,1,Each,26.237
DIPYRIDAMOLE-ASPIRIN SR 200 MG-25 MG MULTIPHASE 12 HR CAP,1,Each,28.926
DIPYRIDAMOLE-ASPIRIN SR 200 MG-25 MG MULTIPHASE 12 HR CAP,1,Each,45.436
BUTORPHANOL TARTRATE 1 MG/ML INJECTION,1,mL,29
METHYLPREDNISOLONE 80 MG/ML SUSP FOR INJECTION,1,mL,168.88
METHYLPREDNISOLONE 80 MG/ML SUSP FOR INJECTION,1,mL,168.89
NEOSTIGMINE METHYLSULFATE 1 MG/ML INJECTION,10,mL,169.06
DIPYRIDAMOLE-ASPIRIN SR 200 MG-25 MG MULTIPHASE 12 HR CAP,1,Each,54.824
DISOPYRAMIDE 100 MG CAP,1,Each,14
PIPERACILLIN-TAZOBACTAM 4.5 GRAM IV SOLR,1,Each,170.28
SURGICAL LUBRICANT JELLY TOPICAL,120.49,g,18.29
DISOPYRAMIDE 150 MG CAP,1,Each,14
DISULFIRAM 250 MG TAB,1,Each,14
DISULFIRAM 250 MG TAB,1,Each,21.144
DIVALPROEX  250 MG 24 HR TAB,1,Each,14
DIVALPROEX  250 MG 24 HR TAB,1,Each,17.512
PROCHLORPERAZINE EDISYLATE 5 MG/ML INJECTION,2,mL,170.35
MAGNESIUM SULFATE 50 % (4 MEQ/ML) INJECTION,50,mL,170.35
DIVALPROEX 125 MG SPRINKLE CAP,1,Each,14
"DIVALPROEX 125 MG TAB, DELAYED RELEASE",1,Each,14
CALCIUM CHLORIDE 10 % IV SOLN,10,mL,170.81
"DIVALPROEX 250 MG TAB, DELAYED RELEASE",1,Each,14
EPOPROSTENOL (GLYCINE) 0.5 MG INTRAVENOUS SOLUTION,1,Each,172.1
SUCCINYLCHOLINE CHLORIDE 200 MG/10 ML (20 MG/ML) INTRAVENOUS SYRINGE,10,mL,172.65
PAMIDRONATE 30 MG IV SOLR,1,Each,173.02
ACYCLOVIR SODIUM 50 MG/ML IV SOLN,10,mL,173.11
ETOMIDATE 2 MG/ML IV SOLN,20,mL,174.03
LEUCOVORIN CALCIUM 350 MG IJ SOLR,1,Each,174.49
DIVALPROEX 500 MG 24 HR TAB,1,Each,14
DIVALPROEX 500 MG 24 HR TAB,1,Each,17.021
DIVALPROEX 500 MG 24 HR TAB,1,Each,29.135
DEXMEDETOMIDINE 100 MCG/ML IV SOLN,2,mL,175.78
"DIVALPROEX 500 MG TAB, DELAYED RELEASE",1,Each,14
SUCCINYLCHOLINE CHLORIDE 20 MG/ML INJECTION,10,mL,176.61
IOVERSOL 320 MG/ML IV SYRINGE,50,mL,176.79
CEFOTETAN 1 GRAM SOLUTION FOR INJECTION,1,Each,177.07
GLYCOPYRROLATE 0.2 MG/ML IJ SOLN,1,mL,177.08
HYDROXYZINE HCL 25 MG/ML IM SOLN,1,mL,178.27
DOCUSATE CALCIUM 240 MG CAP,1,Each,14
METOPROLOL TARTRATE 5 MG/5 ML IV SOLN,5,mL,178.64
DOCUSATE SODIUM 100 MG CAP,1,Each,1
DIPYRIDAMOLE 5 MG/ML INTRAVENOUS SOLUTION,10,mL,182.32
DORIPENEM 250 MG IV SOLUTION,1,Each,182.59
DORIPENEM 250 MG IV SOLUTION,1,Each,182.63
"TRANEXAMIC ACID 1,000 MG/10 ML (100 MG/ML) IV",10,mL,183.98
LEUCOVORIN CALCIUM 100 MG IJ SOLR,1,Each,184.16
CAFFEINE CITRATE 20 MG/ML IV SOLN,3,mL,184.17
"MVI,ADULT NO.4,VIT K 3300 UNIT-150 MCG/10 ML INTRAVENOUS SOLUTION",10,mL,186.28
NOREPINEPHRINE BITARTRATE 1 MG/ML IV,4,mL,186.3
GENTAMICIN 40 MG/ML IJ SOLN,20,mL,186.55
ROPIVACAINE 10 MG/ML INJECTION,20,mL,188.21
PAPAVERINE 30 MG/ML INJECTION,10,mL,188.58
HALOPERIDOL LACTATE 5 MG/ML IJ SOLN,1,mL,190.01
"VANCOMYCIN 1,000 MG IV SOLR",1,Each,190.15
ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJECTION,30,mL,193.37
DOCUSATE SODIUM 50 MG CAP,1,Each,1
NITROGLYCERIN IN D5W 100 MG/250 ML (0.4 MG/ML) IV,250,mL,193.37
DOFETILIDE 125 MCG CAP,1,Each,21.757
DOFETILIDE 125 MCG CAP,1,Each,35.729
DOFETILIDE 125 MCG CAP,1,Each,54.265
LEUCOVORIN CALCIUM 200 MG SOLUTION FOR INJECTION,1,Each,193.92
DORIPENEM 250 MG IV SOLUTION,1,Each,194.1
LEVOCARNITINE 20 MG/ML INJECTION (NEONATE),10,mL,195.21
CHLOROPROCAINE (PF) 20 MG/ML (2 %) INJECTION,20,mL,196.31
DOFETILIDE 125 MCG CAP,1,Each,69.896
DOFETILIDE 250 MCG CAP,1,Each,35.729
DOFETILIDE 250 MCG CAP,1,Each,54.265
DOFETILIDE 250 MCG CAP,1,Each,69.896
DOFETILIDE 500 MCG CAP,1,Each,54.265
DOLUTEGRAVIR 50 MG TABLET,1,Each,288.496
DONEPEZIL 23 MG TABLET,1,Each,14
HYDROXYZINE HCL 50 MG/ML IM SOLN,1,mL,196.68
ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJECTION,30,mL,200
"DIPH,PERTUS(ACEL),TET PED(PF) 25 LF UNIT-58 MCG-10 LF/0.5ML IM SYRINGE",0.5,mL,200.73
DONEPEZIL 23 MG TABLET,1,Each,16.95
"DIPH,PERTUS(ACEL),TET PED (PED) 25 LF UNIT-58 MCG-10 LF/0.5ML IM SUSP",0.5,mL,200.73
ADENOSINE 3 MG/ML IV SOLN,4,mL,201.65
DONEPEZIL 23 MG TABLET,1,Each,17.443
DONEPEZIL 23 MG TABLET,1,Each,78.737
DONEPEZIL 5 MG TAB,1,Each,14
TOBRAMYCIN 40 MG/ML INJECTION,30,mL,202.48
CHLORHEXIDINE GLUCONATE 4 % TOPICAL LIQUID,118,mL,27.29
DORZOLAMIDE-TIMOLOL (PF) 2 %-0.5 % EYE DROPS IN A DROPPERETTE,1,Each,18.562
ROPIVACAINE 10 MG/ML INJECTION,20,mL,202.58
"WATER FOR INJECTION, STERILE INJECTION",100,mL,29.63
DORZOLAMIDE-TIMOLOL (PF) 2 %-0.5 % EYE DROPS IN A DROPPERETTE,1,Each,22.713
DOXAZOSIN 1 MG TAB,1,Each,14
PHENYLEPHRINE 10 MG/ML INJECTION,5,mL,203.22
DOXAZOSIN 1 MG TAB,1,Each,16.379
DOXAZOSIN 4 MG TAB,1,Each,14
DOXAZOSIN 4 MG TAB,1,Each,17.162
DOXEPIN 10 MG CAP,1,Each,14
DOXEPIN 25 MG CAP,1,Each,14
DOXEPIN 50 MG CAP,1,Each,14
TRACE ELEMENTS-ADULT CR-CU-MN-SE-ZN 0.01MG-1MG-0.5MG-60MCG-5MG/ML IV SOLN,10,mL,204.88
HEPATITIS B VIRUS VACCINE RECOMB (PF) 10 MCG/0.5 ML IM SUSP,0.5,mL,205.34
HEPATITIS B VIRUS VACCINE RECOMB (PF) 10 MCG/0.5 ML IM SYRINGE,0.5,mL,205.34
DOXERCALCIFEROL 0.5 MCG CAP,1,Each,31.328
DOXERCALCIFEROL 0.5 MCG CAP,1,Each,59.951
DOXERCALCIFEROL 0.5 MCG CAP,1,Each,74.325
DOXERCALCIFEROL 0.5 MCG CAP,1,Each,75.891
DOXERCALCIFEROL 2.5 MCG CAP,1,Each,138.896
DOXERCALCIFEROL 2.5 MCG CAP,1,Each,158.063
DOXERCALCIFEROL 2.5 MCG CAP,1,Each,175.821
DOXYCYCLINE 100 MG CAP,1,Each,14
CYSTEINE (L-CYSTEINE) 50 MG/ML IV,10,mL,206.07
CHLOROPROCAINE 3 % IJ SOLN,20,mL,206.07
PHYTONADIONE 1 MG/0.5 ML PF INJECTION,0.5,mL,207.18
DOXYCYCLINE 50 MG CAP,1,Each,14
DOXYCYCLINE HYCLATE 100 MG CAP,1,Each,14
MORPHINE 8 MG/ML SYRINGE,1,mL,29
MORPHINE 4 MG/ML INTRAVENOUS SOLUTION,1,mL,29
DOXYCYCLINE HYCLATE 50 MG CAP,1,Each,14
DRONABINOL 2.5 MG CAP,1,Each,22.427
FOSPHENYTOIN 500 MG PE/10 ML INJECTION,10,mL,207.18
NAFCILLIN 2 GRAM SOLUTION FOR INJECTION,1,Each,208.64
DRONABINOL 2.5 MG CAP,1,Each,24.458
DRONABINOL 5 MG CAP,1,Each,45.774
DRONABINOL 5 MG CAP,1,Each,46.534
DRONABINOL 5 MG CAP,1,Each,46.557
OXACILLIN 2 GRAM IJ SOLR,1,Each,208.64
DRONEDARONE 400 MG TABLET,1,Each,54.881
ROPIVACAINE 10 MG/ML INJECTION,20,mL,209.02
"DULOXETINE 20 MG CAP, DELAYED RELEASE",1,Each,14
NEOSTIGMINE METHYLSULFATE 0.5 MG/ML INTRAVENOUS SOLUTION,10,mL,210.95
LABETALOL 5 MG/ML IV SOLN,20,mL,210.95
"DULOXETINE 20 MG CAP, DELAYED RELEASE",1,Each,37.176
LABETALOL 5 MG/ML IV SOLN,40,mL,210.95
CHLORPROMAZINE 25 MG/ML IJ SOLN,1,mL,211.44
CLINDAMYCIN PHOSPHATE 150 MG/ML IJ SOLN,60,mL,211.6
CISATRACURIUM 2 MG/ML IV SOLN,10,mL,211.78
GLYCOPYRROLATE 0.2 MG/ML IJ SOLN,2,mL,211.78
IOTHALAMATE MEGLUMINE 17.2 % URETHRAL,250,mL,211.78
GADOPENTETATE DIMEGLUMINE 2.5 MMOL/5 ML(469.01 MG/ML) INTRAVENOUS SOLN,5,mL,212.7
"DULOXETINE 30 MG CAP, DELAYED RELEASE",1,Each,14
METHYLPREDNISOLONE SODIUM SUCC 500 MG IJ SOLR,1,Vial,212.89
INSULIN ASPART PROTAMINE/INSULIN ASPART (70/30) 100 UNIT/ML INJECTION,1,mL,213.39
"MVI,PEDI NO.1 (VIAL 1 OF 2) 400 UNIT-200 MCG/4 ML IV SOLUTION",4,mL,213.48
HEPATITIS B VIRUS VACCINE RECOMB (PF) 5 MCG/0.5 ML IM SUSP,0.5,mL,213.62
PROCHLORPERAZINE EDISYLATE 5 MG/ML INJECTION,10,mL,214.09
"DULOXETINE 30 MG CAP, DELAYED RELEASE",1,Each,41.718
"DULOXETINE 60 MG CAP, DELAYED RELEASE",1,Each,14
"DULOXETINE 60 MG CAP, DELAYED RELEASE",1,Each,41.718
"AMIKACIN 1,000 MG/4 ML INJECTION",4,mL,214.55
FUROSEMIDE 10 MG/ML IJ SOLN,10,mL,215.1
ZINC SULFATE 1 MG/ML IV,10,mL,215.33
DUTASTERIDE 0.5 MG CAP,1,Each,14
SODIUM PHOSPHATE 3 MMOLE/ML IV,15,mL,215.47
CEFTAZIDIME 2 GRAM SOLUTION FOR INJECTION,1,Each,218.33
HALOPERIDOL DECANOATE 50 MG/ML LA IM SOLN,1,mL,219.15
DUTASTERIDE 0.5 MG CAP,1,Each,33.474
DUTASTERIDE 0.5 MG CAP,1,Each,43.122
EFAVIRENZ 200 MG CAP,1,Each,49.153
EFAVIRENZ 200 MG CAP,1,Each,56.891
SUMATRIPTAN 6 MG/0.5 ML SUB-Q,0.5,mL,219.38
LEUCOVORIN CALCIUM 350 MG IJ SOLR,1,Each,219.38
CAFFEINE CITRATE 20 MG/ML ORAL SOLUTION,3,mL,220.99
FONDAPARINUX 2.5 MG/0.5 ML SUB-Q SYRINGE,0.5,mL,220.99
ELVITEGRAVIR 150 MG-COBICISTAT 150 MG-EMTRICITABINE 200 MG-TENOFOVIR ALAFENAMIDE 10 MG TABLET,1,Each,512.665
ELVITEGRAVIR 150 MG-COBICISTAT 150 MG-EMTRICITABINE 200 MG-TENOFOVIR DISOPROXIL FUMARATE 300 MG TABLET,1,Each,537.79
EMTRICITABINE 200 MG CAP,1,Each,93.377
DEXMEDETOMIDINE 80 MCG/20 ML (4 MCG/ML) IV SOLN,20,mL,221.58
DOXYCYCLINE HYCLATE 100 MG IV SOLUTION,1,Each,222.46
ENOXAPARIN 60 MG/0.6 ML SUB-Q SYRINGE,0.6,mL,222.76
IRON DEXTRAN 50 MG/ML INJECTION SOLUTION,2,mL,223.77
EMTRICITABINE-RILPIVIRINE-TENOFOVIR 200 MG-25 MG-300 MG TABLET,1,Each,466.567
ENALAPRIL MALEATE 10 MG TAB,1,Each,14
ENALAPRIL MALEATE 2.5 MG TAB,1,Each,14
IRON DEXTRAN 50 MG/ML INJECTION SOLUTION,2,mL,223.79
VANCOMYCIN 5 GRAM IV SOLR,1,Each,224.4
FLUORESCEIN 10 % IV SOLN,5,mL,224.58
FOLIC ACID 5 MG/ML IJ SOLN,10,mL,225.29
"AMIKACIN 1,000 MG/4 ML INJECTION",4,mL,225.71
OCTREOTIDE ACETATE 100 MCG/ML INJECTION,1,mL,226.51
INSULIN GLARGINE 100 UNIT/ML INJECTION,1,mL,227.43
METHYLERGONOVINE MALEATE 0.2 MG/ML IJ SOLN,1,mL,227.44
ENALAPRIL MALEATE 5 MG TAB,1,Each,14
PAMIDRONATE 3 MG/ML IV,10,mL,227.82
ENTACAPONE 200 MG TAB,1,Each,16.52
ENTACAPONE 200 MG TAB,1,Each,19.752
ENTACAPONE 200 MG TAB,1,Each,38.166
ENTACAPONE 200 MG TAB,1,Each,40.261
ENTECAVIR 0.5 MG TAB,1,Each,34.81
ENTECAVIR 0.5 MG TAB,1,Each,185.606
ENTECAVIR 0.5 MG TAB,1,Each,238.868
ENTECAVIR 1 MG TAB,1,Each,185.606
EPINEPHRINE 0.15 MG/0.3 ML IM PEN INJECTOR,1,Each,3258.5
ENOXAPARIN 30 MG/0.3 ML SUB-Q SYRINGE,0.3,mL,228.43
EPINEPHRINE 0.3 MG/0.3 ML IM PEN INJECTOR,1,Each,3258.5
EPLERENONE 25 MG TAB,1,Each,16.186
EPLERENONE 25 MG TAB,1,Each,22.782
EPLERENONE 25 MG TAB,1,Each,23.343
EPLERENONE 25 MG TAB,1,Each,23.35
"ERGOCALCIFEROL (VITAMIN D2) 50,000 UNIT CAP",1,Each,14
HYDROCORTISONE SOD SUCCINATE (PF) 250 MG/2 ML SOLUTION FOR INJECTION,1,Each,228.73
HYDROCORTISONE SOD SUCCINATE (PF) 250 MG/2 ML SOLUTION FOR INJECTION,1,Each,228.75
ERLOTINIB 150 MG TAB,1,Each,1620.809
ERYTHROMYCIN 250 MG TAB,1,Each,55.257
ERYTHROMYCIN 250 MG TAB,1,Each,60.588
"ERYTHROMYCIN 250 MG TAB, DELAYED RELEASE",1,Each,38.418
"ERYTHROMYCIN 333 MG TAB, DELAYED RELEASE",1,Each,48.375
FONDAPARINUX 2.5 MG/0.5 ML SUB-Q SYRINGE,0.5,mL,228.89
AZTREONAM 1 GRAM SOLUTION FOR INJECTION,1,Each,230.44
INSULIN LISPRO 100 UNIT/ML INJECTION,1,mL,231.79
CISATRACURIUM 2 MG/ML IV SOLN,10,mL,232.04
ANTIVENIN LATRODECTUS MACTANS IJ,1,Each,233.81
AMPICILLIN 2 GRAM IV SOLUTION,1,Each,234.56
ESCITALOPRAM 10 MG TAB,1,Each,14
ESCITALOPRAM 10 MG TAB,1,Each,39.718
ESCITALOPRAM 20 MG TAB,1,Each,14
ESCITALOPRAM 20 MG TAB,1,Each,41.441
ESCITALOPRAM 5 MG TAB,1,Each,14
ARIPIPRAZOLE 9.75 MG/1.3 ML IM,1.3,mL,234.91
COLISTIMETHATE SODIUM 150 MG SOLUTION FOR INJECTION,1,Each,236.18
"ESOMEPRAZOLE MAGNESIUM 40 MG CAP, DELAYED RELEASE",1,Each,34.393
"ESOMEPRAZOLE MAGNESIUM 40 MG CAP, DELAYED RELEASE",1,Each,43.676
EST ESTROGENS-METHYLTEST 0.625 MG-1.25 MG TAB,1,Each,14
NICARDIPINE 2.5 MG/ML IV,10,mL,236.26
EST ESTROGENS-METHYLTEST 0.625 MG-1.25 MG TAB,1,Each,14.515
EST ESTROGENS-METHYLTEST 0.625 MG-1.25 MG TAB,1,Each,15.664
EST ESTROGENS-METHYLTEST 1.25 MG-2.5 MG TAB,1,Each,14
DEXMEDETOMIDINE 100 MCG/ML IV SOLN,2,mL,236.26
COLISTIMETHATE SODIUM 150 MG SOLUTION FOR INJECTION,1,Each,236.26
HALOPERIDOL DECANOATE 50 MG/ML LA IM SOLN,1,mL,236.93
ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJECTION,30,mL,238.2
ETOMIDATE 2 MG/ML IV SOLN,20,mL,239.8
CAFFEINE CITRATE 20 MG/ML IV SOLN,3,mL,239.9
EST ESTROGENS-METHYLTEST 1.25 MG-2.5 MG TAB,1,Each,15.664
ESTRADIOL 0.025 MG/24 HR WEEKLY TRANSDERM PATCH,1,Each,138.805
DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML IJ SOLN,30,mL,239.97
ESTRADIOL 0.05 MG/24 HR SEMIWEEKLY TRANSDERM PATCH,1,Each,81.31
ESTRADIOL 0.05 MG/24 HR SEMIWEEKLY TRANSDERM PATCH,1,Each,94.981
VERAPAMIL 2.5 MG/ML IV,2,mL,241.32
