'Procedure ID','Description','Amount'
'73635','FUROSEMIDE 100 MG VL    ','40.00'
'73636','FUROSEMIDE 40 MG VL     ','95.00'
'73645','BISMUTH SUBSA 524MG/30ML','4.00'
'73663','MYELIN AB FA QL         ','305.00'
'73746','SODIUM BICARB 4.2% 10ML ','42.00'
'73793','METHYLDOPATE 250 MG INJ ','218.00'
'73799','MEGESTROL ACET 20 MG PO ','21.00'
'74086','PULM REHAB MAINT        ','6.00'
'74239','RIFAXIMIN 550 MG TAB    ','153.00'
'74282','IGG1 FC 1ST MARKER      ','211.00'
'74347','LEUKOCYTE AB            ','288.00'
'74383','CD 4 ADD                ','19.00'
'74461','ANTIGLOMERULAR B MIA QL ','395.00'
'74467','PORPHYRINS TOTAL RBC QN ','422.00'
'74483','FLUVAC IIV INC ANTIGN IM','200.00'
'74579','ASENAPINE 5 MG TAB      ','92.00'
'74615','DABIGATRAN 75 MG CAP    ','33.00'
'74643','GASTRIC INTUB TX BY PHYS','410.00'
'74647','AG SC DON BLD REA SER EA','203.00'
'74671','REVASC ILIAC W ANGIO INI','13085.00'
'74675','REVASC FEM/POP W ANGIO  ','13085.00'
'74679','REVASC TIB W ANGIO INIT ','13085.00'
'74772','US EXTREM NON VASC COMP ','927.00'
'74778','US EXTREM NON VASC LTD  ','151.00'
'74784','PG BEN/PRO 600/600 U    ','399.00'
'74866','CT ABD&PELVIS W/O CONT  ','6043.00'
'74867','CT ABD&PELVIS W/CONT    ','6744.00'
'74868','CT ABD&PELVIS W&WO CONT ','7357.00'
'74898','CANALITH REPO PROC PT   ','246.00'
'74916','HEXAGONAL PHOSPHOLIPID  ','111.00'
'74996','FLUVAC FLUZONE >=3YR IM ','98.00'
'74997','EFAV-EMTR-TENO TAB      ','488.00'
'75035','FNA ADEQUACY IMM ADDL   ','19.00'
'75082','REDUCING SUB STOOL      ','119.00'
'75111','TRANEXAMIC ACID 650MG TB','45.00'
'75401','SOD CHLORIDE 3% INH SOLN','4.00'
'75431','INH ACETYLCYSTN 20% 4ML ','68.00'
'75579','FIDAXOMICIN 200 MG PO   ','795.00'
'75597','RIVAROXABAN 10 MG TAB   ','63.00'
'75634','TICAGRELOR 90 MG TABLET ','28.00'
'75684','LINAGLIPTIN 5MG TAB     ','62.00'
'75799','HYDROMORP 0.2MG/ML30MLVL','149.00'
'75824','MORPHINE 1MG/ML 30ML VL ','73.00'
'75850','PH STOOL                ','84.00'
'75913','AMIODARONE 150MG/100BAG ','150.00'
'75951','AMIODARONE 360MG/200BAG ','200.00'
'76101','ROFLUMILAST 500MCG TAB  ','39.00'
'76204','PARACENTESIS W IMAGE    ','2363.00'
'76271','CTA ABD&PEL W CONT      ','1784.00'
'76656','FLUVAC IIV4 PF 0.25ML IM','98.00'
'76657','FLUVAC IIV4 PF 0.5ML IM ','98.00'
'76701','INH BUDESOND NC 0.5 MG  ','56.00'
'76733','SOD CHL 0.9% PF 10 ML VL','5.00'
'76753','LEVOTHYROXINE 100MCG INJ','468.00'
'76803','PARACENTESIS W IMAGE    ','2365.00'
'76875','HEPA IMAG INCL GB       ','3903.00'
'76876','HEPA IMAG INCL GB W PHA ','3903.00'
'76877','PULM VENT IMAGING       ','2236.00'
'76878','PULM VENT & PERF IMAG   ','2313.00'
'76881','QUANT DIF PULM PRF & VNT','7471.00'
'76896','GAS DILUTION/WASHOUT    ','496.00'
'76898','DIFFUSING CAPACITY      ','455.00'
'76952','CEFTAROLINE 600 MG INJ  ','390.00'
'77029','CRO PV IMM FB UP TO 1 GM','10060.00'
'77117','ONDANSETRON 4 MG ORAL   ','4.00'
'77137','LORAZEPAM 20 MG INJ     ','40.00'
'77141','LURASIDONE 40MG TAB     ','175.00'
'77153','TACROLIMUS IMM 0.5 MG PO','26.00'
'77206','MAMMO DIAG CAD UNI LT   ','294.00'
'77207','MAMMO DIAG CAD UNI RT   ','294.00'
'77208','MAMMO SCR CAD BI        ','257.00'
'77283','STAPH AUREUS AMP PROBE  ','136.00'
'77325','POTASS CL 10MEQ BAG     ','71.00'
'77381','ACIDOIPHILLUS PECTIN CAP','4.00'
'77383','PHENOBARBITAL 32.4MG TAB','4.00'
'77397','FLUTICASONE 50 MCG INH  ','923.00'
'77398','FLUTICASNE 100MCG INH 14','729.00'
'77399','FLUTICASNE 250MCG INH 14','976.00'
'77451','BCR/ABL1 MAJOR BREAKPT  ','528.00'
'77452','BCR/ABL1 MINOR BREAKPT  ','528.00'
'77467','CFTR COMMON VARIANTS    ','2367.00'
'77486','FLT3 INTERNAL TANDEM DUP','296.00'
'77495','HFE COMMON VARIANTS     ','746.00'
'77519','MTHFR COMMON VARIANTS   ','522.00'
'77552','SNRPN/UBE3A METHYLATION ','754.00'
'77554','SERPINA1 COMMON VARIANTS','485.00'
'77575','HLA 1 TYP 1 AG EQV LR EA','273.00'
'77584','HLA 1 TYP 1 ALLELE HR EA','271.00'
'77586','HLA 2 TYP 1 ALLELE HR EA','594.00'
'77715','C DIFF TOX B NAP1 ST AMP','273.00'
'77753','NAFCILLIN 1 G INJ       ','47.00'
'77765','CYTOLOGY CONC & INTERP  ','39.00'
'77804','INH ALB/IPRA TO2.5/0.5MG','4.00'
'77827','POLYETHYLENE GLYCOL 3350','43.00'
'77907','POTASS CL 20MEQ BAG     ','71.00'
'78031','JAK2 V617F VARIANT      ','654.00'
'78033','F5 GENE LEIDEN VARIANT  ','513.00'
'78034','F2 GENE 20210G>A VARIANT','561.00'
'78036','PCV13 VAC IM            ','831.00'
'78176','PERC PLEUR DRN W/ IMG   ','10907.00'
'78178','THORACENTESIS W/ IMAG   ','2365.00'
'78182','THORACENTESIS W/ IMAG   ','2365.00'
'78319','NM THYROID UPTAKE W STIM','3146.00'
'78322','NM THYROID SCAN W/FL    ','1165.00'
'78323','NM THYROID SCN UP/STIM V','2295.00'
'78669','INJECTION IM OR SQ/SD GY','93.00'
'78687','INJECTION IM OR SQ/SD GY','93.00'
'78689','INJECTION IM OR SQ/SD GY','93.00'
'78715','INJECTION IM OR SQ/SD GY','98.00'
'78756','MOLPATH TIER 2 LEVEL 5  ','1375.00'
'78769','ALK PHOS BONE SPECIFIC  ','157.00'
'78770','CTC ENUMERATION IN FLUID','1260.00'
'78818','HLA 2 TYP 1 AG EQV LR EA','594.00'
'78836','BRAF V600E VARIANT      ','414.00'
'78840','MICROSATELLITE INSTABILI','647.00'
'78885','INDOCYANINE-GN 25 MG INJ','1392.00'
'78895','KRAS VAR IN CODONS 12&13','1015.00'
'78902','PROC CAT ADDL           ','2606.00'
'78917','APIXABAN 5 MG TAB       ','31.00'
'78959','OLANZAPINE 10 MG INJ    ','245.00'
'79207','MESALAMINE DR 400MG CAP ','16.00'
'79231','HYDROCOD/APAP 7.5-325 OS','18.00'
'79241','ALTEPLASE RECOMB 1 MG   ','239.00'
'79248','VANCOMYCIN 750 MG VL    ','51.00'
'79268','BIMATOPRST 0.01% 2.5MLOP','714.00'
'79274','TENECTEPLASE 1 MG INJ   ','303.00'
'79357','XR FINGER(S) 2 + V BI   ','555.00'
'79393','MORPHINE SULF UP TO 10MG','85.00'
'79399','NALBUPHINE 10 MG INJ    ','203.00'
'79586','ST BRST BX 1ST LESION LT','6270.00'
'79587','ST BRST BX 1ST LESION RT','6270.00'
'79596','ST BRST BX 1ST LESION LT','6270.00'
'79597','ST BRST BX 1ST LESION RT','6270.00'
'79618','ST BRST BX ADD LESION LT','6270.00'
'79619','ST BRST BX ADD LESION RT','6270.00'
'79635','TISS CULT NEOPLAS BM BLD','699.00'
'80309','LORAZEPAM 1MG/0.5ML LIQ ','4.00'
'80347','ABD XR 1V               ','793.00'
'80348','ABD XR 2V               ','909.00'
'80350','ABD XR 3+V              ','1136.00'
'80355','EXERCISE TST BRNCSPSM   ','482.00'
'80356','EXERCISE TST BRNCSPSM   ','482.00'
'80358','EXERCISE TST BRNCSPSM   ','482.00'
'80361','PULMONARY STRESS TESTING','1461.00'
'80362','PULMONARY STRESS TESTING','1461.00'
'80363','PULMONARY STRESS TESTING','1461.00'
'80364','PULMONARY STRESS TESTING','1461.00'
'80365','COG SKLS DVLPMNT 15M SP ','237.00'
'80366','COG SKLS DVLPMNT 15M OT ','237.00'
'80367','COG SKLS DVLPMNT 15M SP ','237.00'
'80372','ORTH/PROS MGT SBSQ ENCPT','99.00'
'80378','ASP BONE MARROW W BX    ','39.00'
'80389','CHEST XRAY 1 V          ','608.00'
'80391','CHEST XRAY 2 V          ','742.00'
'80392','CHEST XRAY 3 V          ','815.00'
'80396','CHEST XRAY 4+           ','1224.00'
'80606','VALPROIC ACID FREE QN   ','63.00'
'80607','ADALIMUMAB ATA BY HPLC  ','78.00'
'80608','ANSER IFX & ATI AB QN   ','78.00'
'80609','ADALIMUMAB (ADA/ATA) QN ','78.00'
'80613','SULFONYLUREA QL HPLC    ','52.00'
'80615','PLA1PLATELET AG GENO    ','195.00'
'80617','DPYD 5-FLUOROURACIL TOX ','227.00'
'80618','DPYD PYRIMIDINE GENE MUT','227.00'
'80619','INTERLEUKIN 28B GENE    ','97.00'
'80621','ACYLGLYCINES UA SID MULT','102.00'
'80623','BIOAVAILABLE TESTOS RIA ','200.00'
'80625','MICROPOLYSPORA FAENI ACT','72.00'
'80626','THERMOACTIN. SACCHARI AB','72.00'
'80627','SACCHARO RECTIVIRGULA AB','72.00'
'80629','MICROPOLYSPORA FAENI AB ','72.00'
'80631','ZIKA VIRUS BY DNA PCR PR','82.00'
'80632','ZIKA VIRUS AMP PR ANY SO','82.00'
'80634','CRYPTOCOCCAL AG IA TIT  ','67.00'
'80635','TROFILE DNA PROFILE     ','595.00'
'80636','PLATELETS PATH RED EA UN','3178.00'
'80639','PATHOGEN TEST PLATELETS ','2907.00'
'80723','CALR COMMON VAR IN EXON9','296.00'
'80804','NM PARATHY SPECT        ','659.00'
'80815','EGFR COMMON VARIANTS    ','964.00'
'80897','US BRST UNI RT W AX COMP','815.00'
'80898','US BRST BI W AX LTD     ','408.00'
'80899','US BRST UNI LT W AX LTD ','408.00'
'80900','US BRST UNI RT W AX LTD ','408.00'
'81270','KETAMINE 20MG/2ML SYR   ','8.00'
'81275','INSULIN 20 U INJ        ','13.00'
'81276','OBS PER HOUR            ','86.00'
'81522','INSULIN 20 U INJ        ','24.00'
'81634','ST BRST BX ADD LESION LT','6270.00'
'81635','ST BRST BX ADD LESION RT','6270.00'
'81669','US BRST BX 1ST LESION LT','6270.00'
'81670','US BRST BX 1ST LESION RT','6270.00'
'81700','INSULIN 20 U INJ        ','13.00'
'81702','INSULIN 20 U INJ        ','13.00'
'81713','US BRST BX ADD LESION LT','6270.00'
'81714','US BRST BX ADD LESION RT','6270.00'
'81795','MG DVC PLC BRST 1ST LT  ','6707.00'
'81796','MG DVC PLC BRST 1ST RT  ','6707.00'
'81801','INSULIN 20 U INJ        ','24.00'
'81812','MG DVC PLC BRST 1ST LT  ','6707.00'
'81814','MG DVC PLC BRST 1ST RT  ','6707.00'
'81833','MG DVC PLC BRST ADD LT  ','6707.00'
'81834','MG DVC PLC BRST ADD RT  ','6707.00'
'81842','MG DVC PLC BRST ADD LT  ','6707.00'
'81843','MG DVC PLC BRST ADD RT  ','6707.00'
'81934','US DVC PLC BRST 1ST LT  ','10059.00'
'81935','US DVC PLC BRST 1ST RT  ','10059.00'
'81966','US DVC PLC BRST ADD LT  ','10059.00'
'81967','US DVC PLC BRST ADD RT  ','10059.00'
'81978','DILTIAZEM 100 MG INJ    ','52.00'
'81999','DILTIAZEM 125 MG INJ    ','28.00'
'82084','PROC CAT 3              ','3370.00'
'82106','SP/EVAL FLUENCY         ','217.00'
'82120','SP/EVAL SOUND PRODUCTION','176.00'
'82130','SP/EVAL SND W/ LANG EVAL','365.00'
'82148','BEHAV QL ANALYSIS VOICE ','184.00'
'82238','ZOLEDRONIC ACID 1MG INJ ','1017.00'
'82267','CHLORPROMAZINE 10 MG PO ','5.00'
'82269','CHLORPROMAZINE 25 MG PO ','5.00'
'82273','PROCHLORPER MAL 10 MG PO','23.00'
'82275','DRONABINOL 5 MG PO      ','39.00'
'82276','PROMETHAZINE 25 MG PO   ','9.00'
'82318','CLOZAPINE (CLOZARIL) QN ','204.00'
'82321','GABAPENTIN NEURONTIN QN ','231.00'
'82322','LAMOTRIGINE LAMICTAL QN ','271.00'
'82323','LEVETIRACETAM KEPPRA QN ','231.00'
'82326','OXCARBAZEPINE QN        ','214.00'
'82328','ZONISAMIDE ZONEGRAN QN  ','191.00'
'83111','GENTAMICIN 120 MG BAG   ','30.00'
'83141','IHC AB STAIN            ','450.00'
'83327','CLINDAMYCIN 600 MG BAG  ','46.00'
'83517','GENTAMICIN 60 MG BAG    ','30.00'
'83784','CLINDAMYCIN 900 MG BAG  ','56.00'
'83826','MORPHINE SULF 1MG INJ   ','5.00'
'83898','SEMI PVT-MED/SURG/GYN   ','918.00'
'84015','GUAIFENSN DEXTRO 5ML LIQ','6.00'
'84076','HIV-1 AG OIA            ','213.00'
'84214','CLINDAMYCIN 300 MG BAG  ','28.00'
'84229','PIMAVANSERIN 17MG TAB   ','185.00'
'84306','FINE NDL ASP WUS 1ST LSN','700.00'
'84308','FINE NDL ASP WUS 1ST LSN','700.00'
'84310','FINE NDL ASP WUS 1ST LSN','700.00'
'84312','FINE NDL ASP WUS 1ST LSN','700.00'
'84314','FINE NDL ASP W US E ADD ','300.00'
'84315','FINE NDL ASP W US E ADD ','300.00'
'84316','FINE NDL ASP W US E ADD ','300.00'
'84317','FINE NDL ASP W US E ADD ','300.00'
'84319','FINE NDL ASP W FLURO 1ST','725.00'
'84320','FINE NDL ASP W FLURO 1ST','725.00'
'84321','FINE NDL ASP W FLURO 1ST','725.00'
'84322','FINE NDL ASP W FLURO 1ST','725.00'
'84325','FINE NDL ASP W FLURO EAD','400.00'
'84326','FINE NDL ASP W FLURO EAD','400.00'
'84328','FINE NDL ASP W FLURO EAD','400.00'
'84329','FINE NDL ASP W FLURO EAD','400.00'
'84331','FINE NDL ASP W CT 1ST   ','750.00'
'84332','FINE NDL ASP W CT 1ST   ','750.00'
'84358','ADENOSINE 6 MG INJ      ','377.00'
'84370','MORPHINE EPD/IT PF 5 MG ','163.00'
'84373','PROPOFOL 200 MG INJ     ','217.00'
'84374','PROPOFOL 1000 MG INJ    ','966.00'
'84394','FINE NDL ASP W CT 1ST   ','750.00'
'84405','FINE NDL ASP W CT 1ST   ','750.00'
'84415','FINE NDL ASP W CT EAD   ','450.00'
'84421','FINE NDL ASP W CT EAD   ','450.00'
'84433','US BRST BI W AX COMP    ','1376.00'
'84434','US BRST UNI LT W AX COMP','815.00'
'84484','OSELTAMIVIR 30MG CAP    ','76.00'
'84485','FINE NDL ASP W CT EAD   ','450.00'
'84486','FINE NDL ASP W CT EAD   ','450.00'
'84494','FINE NDL ASP W MR 1ST   ','825.00'
'84497','FINE NDL ASP W MR 1ST   ','825.00'
'84499','TESTOSTERONE CYP 1MG INJ','6.00'
'84507','FINE NDL ASP W MR 1ST   ','825.00'
'84509','FINE NDL ASP W MR 1ST   ','825.00'
'84530','MYELO W S&I LUMBOSAC    ','2696.00'
'84565','FINE NDL ASP W MR EAD   ','500.00'
'84567','HERID COLON CA GSP 10+  ','1209.00'
'84568','FINE NDL ASP W MR EAD   ','500.00'
'84569','FINE NDL ASP W MR EAD   ','500.00'
'84577','FINE NDL ASP W MR EAD   ','500.00'
'84579','TANGN BX SKIN SGL LESION','394.00'
'84590','TGET >51 G SEQ COPYOR RE','653.00'
'84592','TRGET 5-50G SEQ COPY/REA','906.00'
'84603','DEF DRUG ANALGESICS 1-2 ','535.00'
'84628','DEF DRUG ANTIDEP TRI 1-2','90.00'
'84644','TANGN BX SKIN LESN EA AD','350.00'
'84679','DEF DRUG TAPENTADOL     ','130.00'
'84723','PUNCH BX SKIN SGL LESION','394.00'
'84772','PUNCH BX SKIN LESN EA AD','350.00'
'84798','INCIS BX SKIN SGL LESION','394.00'
'84881','INCIS BX SKIN LESN EA AD','350.00'
'84944','IHC AB STAIN EA ADD     ','450.00'
'84961','INJ KNEE ARTHRO LT      ','725.00'
'84962','INJ KNEE ARTHRO RT      ','725.00'
'85070','RPLC GI TUBE NO REVISION','1000.00'
'85106','MA MAN SPEC EA MUTI PBST','302.00'
'85110','MA COMP SPEC EA MUTI PRB','903.00'
'85114','ACETAMINOPHEN QN        ','354.00'
'85115','ALCOHOL QN EXCEPT BREATH','309.00'
'85126','RPLC GI TUBE NO REVISION','1000.00'
'85129','RPLC GI TUBE NO REVISION','1000.00'
'85131','DHT ANABOLIC STERIOD QL ','130.00'
'85253','RPLC GI TUBE REVIS TRACT','1000.00'
'85255','RPLC GI TUBE REVIS TRACT','1000.00'
'85270','RPLC GI TUBE REVIS TRACT','1000.00'
'85274','EL ST UNATT ULCRS>30 DY ','4229.00'
'85327','CAD MRI BREAST          ','81.00'
'85348','MRI BREAST WO CONT UNI  ','7755.00'
'85349','MRI BREAST WO CONT BI   ','8047.00'
'85357','RMVL SUBQ CARD RHYTH MON','1500.00'
'85358','INS SUBQ CARD RHYTHM MON','9500.00'
'85363','PICC WO SQ P W IMAG <5YR','2569.00'
'85364','PICC WO SQ P W IMAG <5YR','2569.00'
'85365','PICC WO SQ P W IMAG <5YR','2569.00'
'85370','PICC WO SQ P W IMAG =>5Y','2569.00'
'85371','PICC WO SQ P W IMAG =>5Y','2569.00'
'85372','PICC WO SQ P W IMAG =>5Y','2569.00'
'85383','MRI BREAST WOCONT UNI LT','7755.00'
'85384','MRI BREAST WOCONT UNI RT','7755.00'
'85390','RETACRIT BS 10000U NESRD','441.00'
'85425','FIBROSURE MAAA VIRAL HEP','398.00'
'86219','ARTH JNT BRS MJR W US LT','324.00'
'86220','ARTH JNT BRS MJR W US RT','324.00'
'86222','LIDOCAINE VISC 2% 15ML  ','4.00'
'86251','TRGET 5-50G SEQ COPY/REA','906.00'
'86406','COLONOSCOPY PROCEDURES  ','1463.00'
'86407','HEMORRHOID PROCEDURE    ','825.00'
'86414','IVIG OCTAGAM 20 G       ','8568.00'
'86495','BUPIVACAINE 0.75% 2MLINJ','22.00'
'86539','IRRIGATION OF VAD       ','105.00'
'86761','INFLIXIMAB 10 MG INJ    ','326.00'
'87492','PRAXBIND INJ            ','18295.00'
'87664','PLCMT URETER STNT NEW BI','864.00'
'87764','XR SPINE 1 VIEW         ','856.00'
'87765','XR SPINE 2 OR 3 VIEWS   ','1210.00'
'87766','XR SPINE 4 OR 5 VIEWS   ','1594.00'
'87767','XR SPINE MIN 6 VIEWS    ','1594.00'
'87773','XR HIP W PEL UNI 1 VIEW ','272.00'
'87774','XR HIP W PEL UN 2-3 VIEW','541.00'
'87775','XR HIP W PEL UN MIN4 VW ','417.00'
'87786','XR HIP W PEL BI 2 VIEW  ','417.00'
'87788','XR HIP W PEL BI 3-4 VIEW','417.00'
'87789','XR HIP W PEL BI MIN5 VW ','417.00'
'87809','CT LD LUNG CA SCREENING ','324.00'
'88288','CMPD NEOSTG 3MG 3S      ','139.00'
'88443','PREDNISONE 10 MG PO     ','6.00'
'88445','PREDNISONE 20 MG PO     ','6.00'
'88446','PREDNISONE 5 MG PO      ','6.00'
'88477','BRCA12 SEQDUP/DEL BART','2019.00'
'88486','DRUG TEST DEF 1-7 CLASS ','535.00'
'88502','KRAS ADDL VARS TO EXON 2','348.00'
'88510','NRAS EXON 2&3 VARIANTS  ','522.00'
'88564','XR FEMUR 1 VIEW LT      ','419.00'
'88565','XR FEMUR 1 VIEW RT      ','419.00'
'88566','XR FEMUR 1 VIEW BI      ','627.00'
'88567','XR FEMUR MIN 2 V LT     ','839.00'
'88568','XR FEMUR MIN 2 V RT     ','839.00'
'88569','XR FEMUR MIN 2 V BI     ','1256.00'
'88691','VANCMYCIN 250MG/10ML LIQ','19.00'
'88692','VANCMYCIN 125MG/5ML LIQ ','10.00'
'88782','SEMI PVT-PSYCH          ','1603.00'
'88785','INJ SACIL JOINT ARTHRO  ','4709.00'
'88945','ANTIBODY ID EA          ','396.00'
'88957','ELECTRONIC XMATCH       ','244.00'
'89165','TETRACAINE HCL 0.5% 4ML ','46.00'
'89222','EVAL PT LOW COMPLEX     ','712.00'
'89223','EVAL PT MOD COMPLEX     ','799.00'
'89224','EVAL PT HIGH COMPLEX    ','858.00'
'89230','RE-EVALUATION PT        ','178.00'
'89251','ANGIO AV SHNT EVL       ','1047.00'
'89252','ANGIO AV SHNT EVL W BLN ','7381.00'
'89253','ANGIO AV SHNT EVL W STNT','14919.00'
'89254','PERC MCH THRMBTMY AVF   ','7381.00'
'89255','PERC MCH THRM ANG PERIPH','14919.00'
'89256','PERC MCH THRM PER W STNT','22613.00'
'89257','PTA BLN VNS DIAL CIRC   ','3671.00'
'89258','PTA BLN ARTERIAL INIT   ','7381.00'
'89259','PTA BLN ARTERIAL EA ADDL','8418.00'
'89260','PTA BLN VENOUS INITIAL  ','7381.00'
'89261','PTA BLN VENOUS EA ADDL  ','7381.00'
'89266','INJ EPI C/T WO IMAGING  ','3360.00'
'89267','INJ EPI C/T W IMAGING   ','4700.00'
'89268','INJ EPI C/T WO IMAGING  ','3360.00'
'89269','INJ EPI C/T W IMAGING   ','4700.00'
'89278','INJ EPI L/S WO IMAGING  ','3360.00'
'89279','INJ EPI L/S W IMAGING   ','4700.00'
'89280','INJ EPI L/S WO IMAGING  ','3360.00'
'89281','INJ EPI L/S W IMAGING   ','4700.00'
'89288','INJ EPI NO SUB LS WO IMG','3360.00'
'89289','INJ EPI NO SUB LS W IMAG','4700.00'
'89290','INJ EPI NO SUB LS WO IMG','3360.00'
'89291','INJ EPI NO SUB LS W IMAG','4700.00'
'89341','US AAA SCREEN           ','339.00'
'89389','RETIC CT AUTO W/RET-HE  ','97.00'
'89438','DRUG SCR DOO MANUAL READ','528.00'
'89439','DRUG SCR DOO INSTR READ ','528.00'
'89440','DRUG SCR ANY NBR PER DOS','528.00'
'89490','IVIG PRIVIGEN 500 MG    ','274.00'
'89491','IVIG PRIVIGEN 500 MGJW  ','274.00'
'89578','DAPTOMYCIN 1 MG INJJW   ','6.00'
'89582','FOMEPIZOLE 15 MG INJJW  ','58.00'
'89588','IVIG POWDER NOS 500 MGJW','280.00'
'89597','INFLIXIMAB 10 MG INJJW  ','326.00'
'89598','IRON DEXTRAN 50 MG INJJW','310.00'
'89605','SARGRAMOSTIM 50 MCGJW   ','343.00'
'89607','ALTEPLASE RECOMB 1 MGJW ','239.00'
'89609','TENECTEPLASE 1 MG INJJW ','303.00'
'89851','TISS IF IND EA ADDL AB  ','585.00'
'96514','MORPHINE 10MG/0.5 ML LIQ','4.00'
'96681','THIOPURINE METABOLITES  ','175.00'
'96842','COLCHICINE 0.6MG CAP    ','23.00'
'96857','UREA 15G POWDER         ','16.00'
'96931','PROC CAT 4              ','4806.00'
'96987','MINOR PROCEDURE         ','636.00'
'200003','CATH FOLEY RED LTX 2-WAY','611.00'
'200004','BARD TIEMEN 16 FR       ','495.00'
'200005','CATH.URET.WHSTL TIP 6F  ','294.00'
'200007','PHILLIPS FOLLOWERS 18 FR','818.00'
'200008','PHILLIPS FOLLOWERS 20 FR','828.00'
'200009','PHILLIPS FOLLOWERS 22 FR','828.00'
'200022','PACEMAKER THERA SR 8960B','35073.00'
'200025','CURETTE 12MM SHRT CANNUL','326.00'
'200027','CATH BARD FEMALE FOL 22F','405.00'
'200029','CATH BARD FEMALE FOL 18F','405.00'
'200032','DRAIN PENROSE 1X12 XRAY ','15.00'
'200040','ACC TEMP-OPTH SURG CAUTE','446.00'
'200042','STAPLER 90-4.8 DISP TA. ','2139.00'
'200043','STAPLER MFTA 30-3.5 PREM','2069.00'
'200044','STAPLER MFTA 30-4.8 PREM','2069.00'
'200057','PROSTHESIS ACETABULAR   ','4217.00'
'200081','CATH SUCTION W/DELEE TIP','23.00'
'200083','STAPLERS SKIN 35W MULTI ','687.00'
'200084','MALECOT CATHETERS 10 FR ','461.00'
'200085','MALECOT CATHETERS 22 FR ','485.00'
'200086','MALECOT CATHETERS 24 FR ','461.00'
'200087','MALECOT CATHETERS 26 FR ','448.00'
'200088','MALECOT CATHETERS 28 FR ','461.00'
'200089','MALECOT CATHETERS 30 FR ','461.00'
'200090','MALECOT CATHETERS 32 FR ','461.00'
'200091','MALECOT CATHETERS 34 FR ','461.00'
'200093','MALECOT CATHETERS 38 FR ','461.00'
'200094','MESH SURGIPRO 6X6       ','610.00'
'200109','DRAIN JACKSON-P T-TUBE1 ','319.00'
'200121','STAPLER MFTA 55-4.8 MULT','1402.00'
'200122','STAP MULTI TA 55-3.5 TIT','2105.00'
'200123','STENT PIGTAIL 7 FR 24 CM','599.00'
'200128','ENDOCLIP II W/M-LG TITAN','990.00'
'200129','BLADE RECIPROCATOR 5608-','660.00'
'200137','STENT PIGTAIL URET 7 FR ','599.00'
'200138','SET NEPHROSTOMY COPE TYP','1259.00'
'200143','SET NEPHRO 10.2 FR COOK ','1280.00'
'200144','SPRING GRIP 5MM         ','146.00'
'200145','CATH URET WEDGE 5F      ','413.00'
'200146','SPRING GRIP5-11         ','146.00'
'200147','SPRING GRIP 5-12        ','146.00'
'200148','CATHETER TIP PUNCH FLEY ','578.00'
'200151','BALON RUTNR DIL HLICL ST','1614.00'
'200163','MESH MARLEX 10 X 14     ','550.00'
'200170','STAPLR MFGIA 60-2.5 W/TT','1476.00'
'200172','STAPLER MFGIA 60-2.5 TI ','1347.00'
'200178','PHILLIP FOLLOWERS 8 FR  ','828.00'
'200179','PHILLIP FOLLOWERS 10 FR ','818.00'
'200180','PHILLIP FOLLOWERS 12 FR ','828.00'
'200181','PHILLIP FOLLOWERS 14 FR ','818.00'
'200182','PHILLIP FOLLOWERS 16 FR ','818.00'
'200183','PROBE AUTOLITH 9 FR. OLY','805.00'
'200184','PROBE AUTOLITH 1.9 FR.0 ','1634.00'
'200186','STAPLER ENDO GIA 30-3.5 ','2711.00'
'200187','STAPLER ENDO GIA 30V INS','2711.00'
'200188','BLADE MICROSHARP EYE15DE','132.00'
'200206','TUBE SUCTION MINI KAMVAC','675.00'
'200267','STPLER MULTIFRE PRMIUM 2','234.00'
'200290','DERMA CARRIERS 1 1/2 X 1','383.00'
'200291','DERMA CARRIERS 3X1      ','383.00'
'200301','SUTURE SILK 5-0  682G   ','64.00'
'200303','ELECT EXTENDED NEEDLE 6','139.00'
'200309','SPEARS SURGICAL - WECK-C','11.00'
'200310','SUT PROLENE SZ 3-0 8410H','87.00'
'200316','SUTURE ETHIBOND 0 X517H ','123.00'
'200324','SUTURE PROLENE 3-0 8976H','249.00'
'200326','SUTURE PROLENE 4-0 8581H','193.00'
'200330','SUTURE STEEL SZ 4  M651G','608.00'
'200331','SUTURE STEEL 1-0 M660G  ','572.00'
'200332','SUTURE STEEL SZ 2-0 M415','446.00'
'200333','SUTURE STEEL 0  SS26G   ','240.00'
'200334','SUTURE STEEL SZ 2-0 SS28','240.00'
'200339','INTRODUCER 11F SINGLE CH','640.00'
'200372','SUTURE PROLENE 4-0 8621H','79.00'
'200373','SUTURE GUT PLN 0 N264H  ','75.00'
'200378','PROLENE 5-0 SUTURE 8698G','174.00'
'200384','SUTURE VICRYL 3-0 J311H ','76.00'
