Charge name,Charge procedure master #,Revenue ID,Associated Cost Centers & NAME,HOSPITAL BILLING DEFAULT TECH FEE SCHEDULE,Fee Schedule Year
HC SPECIAL STAINS HISTOCHEM ON FROZEN TISSUE BLOCK,H3120010,312,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$394.00,2018
HC SPECIAL STAINS GRP III EA ENZYME CONST,H3120012,312,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$375.00,2018
HC CONSULT W/REPORT RFRD SLIDES PREP ELS,H3120013,312,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$391.00,2018
HC CONSULT W/REPORT RFRD MTRIAL W/SLIDES PREP,H3120014,312,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$62.00,2018
HC CONSULT COMP W/REPORT RFRD MATERIAL,H3120015,312,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$586.00,2018
HC PATH CONSULT INTRAOP 1ST TISSUE BLOCK FRZN SECTION SGL,H3120016,312,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$134.00,2018
HC PATH CONSULT INTRAOP FRZN SECTION EA ADDL TISSUE BLOCK,H3120017,312,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$77.00,2018
HC PATH CONSULT INTRAOP CYTO EXAM INITIAL SITE,H3120018,312,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$143.00,2018
HC CONSULT INTRAOP CYTO EXAM EA ADDL SITE,H3120019,312,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$134.00,2018
HC IMMUNOFLUORESCENT EA AB DIRECT,H3120021,312,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$239.00,2018
HC ELECTRON MICROSCOPY DX,H3120023,312,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
","$1,308.00",2018
HC MORPHOMETRIC ANALY TUMOR,H3120026,312,25 LABORATORY,$260.00,2018
HC MICRODISSECTION MANUAL,H3120031,312,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$880.00,2018
HC IHC PER SPEC INI EA MLTPLX AB STAIN,H3120043,312,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$463.00,2018
HC IN SITU HYBRID INI SGL PROBE/PROC,H3120044,312,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$338.00,2018
HC MORPHOMETRIC ANALY IN SITU COMP PER SPEC INI SGL PROBE,H3120045,312,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$715.00,2018
HC MORPHOMETRIC ANALY IN SITU MANUAL PER SPEC INI SGL PROBE,H3120046,312,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$717.00,2018
HC XR EYE DECT FB,H3200001,320,"25 RADIOLOGY DIAGNOSTIC
20 RADIOLOGY - MAIN DEPT
55 RADIOLOGY - MAIN DEPT
20 MEDICAL IMAGING-OPDC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
80 RADIOLOGY-MAIN DEPT
20 MRI-ODC

",$185.00,2018
HC XR MANDIBLE LTD <4 VIEWS,H3200002,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY",$127.00,2018
HC XR MANDIBLE COMP MIN 4 VIEWS,H3200003,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$150.00,2018
HC XR MASTOIDS LTD <3VIEWS/SIDE,H3200004,320,"80 RADIOLOGY-MAIN DEPT
",$138.00,2018
HC MASTOIDS COMPLETE,H3200005,320,"20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
80 RADIOLOGY-MAIN DEPT
20 MEDICAL IMAGING-OPDC

",$192.00,2018
HC XR FACIAL BONES LTD <3 VIEWS,H3200006,320,"20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
20 MEDICAL IMAGING-OPDC
",$150.00,2018
HC XR FACIAL BONES COMP MIN 3 VIE,H3200007,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$192.00,2018
HC XR NASAL BONES COMP MIN 3 VIEW,H3200008,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$127.00,2018
HC XR ORBITS COMP MIN 4 VIEWS,H3200011,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT

",$192.00,2018
HC XR SINUSES PARANSL LTD <3 VIEW,H3200012,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$150.00,2018
HC XR SINUSES PRNSL COMP MIN 3 VI,H3200013,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$192.00,2018
HC XR SKULL <4 VIEWS,H3200015,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$150.00,2018
HC XR SKULL COMP MIN 4 VIEWS,H3200016,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$215.00,2018
HC XR TMJ OPEN & CLOSED MOUTH UNI,H3200017,320,"25 RADIOLOGY DIAGNOSTIC
20 RADIOLOGY - MAIN DEPT
30 RADIOLOGY DIAGNOSTIC",$105.00,2018
HC XR TMJ OPEN & CLOSED MOUTH BI,H3200018,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT

",$203.00,2018
HC ORTHOPANTOGRAM,H3200019,320,20 RADIOLOGY - MAIN DEPT,$138.00,2018
HC XR NECK SOFT TISSUE,H3200020,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$101.00,2018
HC XR PHAX/LARX W/FLUORO &/OR MAG,H3200021,320,"20 MEDICAL IMAGING-OPDC
",$384.00,2018
HC SIALOGRAPHY S&I,H3200024,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
20 SPECIAL PROCEDURES
",$430.00,2018
HC XR RIBS UNI 2 VIEW,H3200027,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$138.00,2018
HC XR RIBS UNI W/CHEST 3+VIEWS,H3200028,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$163.00,2018
HC XR RIBS BI 3 VIEWS,H3200029,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$192.00,2018
HC XR RIBS BI W/CHEST 4+VIEWS,H3200030,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$215.00,2018
HC XR STERNUM 2+ VIEWS,H3200031,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$158.00,2018
HC XR STRNCLVCLAR JOINT(S) 3+VIEW,H3200032,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$170.00,2018
HC XR SPINE SINGLE VIEW,H3200034,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT




",$101.00,2018
HC XR C-SPINE 2 OR 3 VIEWS,H3200035,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$146.00,2018
HC XR C-SPINE 4 OR 5 VIEWS,H3200036,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$215.00,2018
HC XR C-SPINE 6 OR MORE VIEWSEX/E,H3200037,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$272.00,2018
HC XR T-SPINE 2 VIEWS,H3200039,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$158.00,2018
HC XR T-SPINE 3 VIEWS,H3200040,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$179.00,2018
HC XR T-SPINE 4+ VIEWS,H3200041,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
30 RADIOLOGY DIAGNOSTIC

",$220.00,2018
HC XR T/L-SPINE 2 VIEWS,H3200042,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$163.00,2018
HC XR L/S-SPINE 2 OR 3 VIEWS,H3200044,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$163.00,2018
HC XR L/S-SPINE 4+ VIEWS,H3200045,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$220.00,2018
HC XR L/S-SPINE COMP W/BEND MIN 6 VIEWS,H3200046,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$284.00,2018
HC XR L/S-SPINE BEND VW ONLY 2-3 VW,H3200047,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$215.00,2018
HC XR PELVIS 1 OR 2 VIEWS,H3200048,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$127.00,2018
HC XR PELVIS COMP 3+VIEWS,H3200049,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$163.00,2018
HC XR SI JOINTS <3 VIEWS,H3200050,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY

",$127.00,2018
HC XR SI JOINTS 3+ VIEWS,H3200051,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$150.00,2018
HC XR SACRUM & COCCYX 2 VIEWS,H3200052,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$138.00,2018
HC MYELOGRAPHY CERVICAL S&I,H3200053,320,"20 RADIOLOGY - MAIN DEPT

","$1,034.00",2018
HC MYELOGRAPHY THORACIC S&I,H3200054,320,"20 RADIOLOGY - MAIN DEPT

",$942.00,2018
HC MYELOGRAPHY LUMBOSACRAL S&I,H3200055,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT

",$886.00,2018
HC MYELOGRAPHY 2+REGIONS S&I,H3200056,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT


","$1,332.00",2018
HC DISKOGRAPHY CERV S&I,H3200057,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT","$2,284.00",2018
HC LUMBAR DISKOGRAM S&I,H3200059,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
20 SPECIAL PROCEDURES","$2,284.00",2018
HC XR CLAVICLE COMP,H3200060,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$127.00,2018
HC XR SCAPULA COMP,H3200061,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$127.00,2018
HC XR SHOULDER 1 VIEW,H3200062,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$116.00,2018
HC XR SHOULDER COMP 2+VIEWS,H3200063,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$138.00,2018
HC XR AC JOINTS BI W/WO WEIGHTS,H3200064,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$163.00,2018
HC XR HUMERUS 2+ VIEWS,H3200065,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$138.00,2018
HC XR ELBOW 2 VIEWS,H3200066,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$127.00,2018
HC XR ELBOW COMP 3+VIEWS,H3200067,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$138.00,2018
HC XR FOREARM 2 VIEWS,H3200068,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$127.00,2018
HC XR UPPER EX INFANT 2+VIEWS,H3200069,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$119.00,2018
HC XR WRIST 2 VIEWS,H3200070,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$119.00,2018
HC XR WRIST COMP 3+VIEWS,H3200071,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$128.00,2018
HC XR HAND 2 VIEWS,H3200072,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$119.00,2018
HC XR HAND 3+ VIEWS,H3200073,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$128.00,2018
HC XR FINGER(S) 2+VIEWS,H3200074,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$101.00,2018
HC XR KNEE 1/2 VIEWS,H3200081,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$127.00,2018
HC XR KNEE 3 VIEWS,H3200082,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$138.00,2018
HC XR KNEE COMP 4+ VIEWS,H3200083,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$150.00,2018
HC XR KNEES STANDING AP BI,H3200084,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
45 RADIOLOGY
30 RADIOLOGY DIAGNOSTIC
",$119.00,2018
HC XR TIBIA & FIBULA 2 VIEWS,H3200085,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$127.00,2018
HC XR LOEX INFANT 2+ VIEWS,H3200086,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$179.00,2018
HC XR ANKLE 2 VIEWS,H3200087,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$119.00,2018
HC XR ANKLE COMP 3+ VIEWS,H3200088,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$128.00,2018
HC XR FOOT 2 VIEWS,H3200089,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$118.00,2018
HC XR FOOT COMP 3+ VIEWS,H3200090,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$128.00,2018
HC XR CALCANEUS 2+ VIEWS,H3200091,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$116.00,2018
HC XR TOE(S) 2+ VIEWS,H3200092,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$101.00,2018
HC XR ABD CMP W/SUP/ERCT SGL VW CHST,H3200096,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$179.00,2018
HC INS PERI CTH TMP S&I,H3200097,320,"20 RADIOLOGY - MAIN DEPT
20 SPECIAL PROCEDURES",$451.00,2018
HC XR ESOPHAGUS,H3200098,320,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
25 RADIOLOGY DIAGNOSTIC
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-MAIN DEPT
",$284.00,2018
