"Mnemonic","Description","Price"
6302521,"SPINAL LEAD 32 COVER SC-833",41400
6302522,"LENS TORIC MULTI SV25T0 +16",5459.5
6302523,"ALLODERM SELECT LG CL1518P",46257.6
6302524,"LENS TORIC MULTI SND1T4 +25",5459.5
6302525,"EXPANDER TISSUE ALLOX FH15S",13765.5
6302526,"LENS TORIC MULTI SND1T3 +12",5459.5
6302527,"LENS TORIC MULTI SND1T3 +21",5459.5
6302528,"LENS TORIC MULTI SV25T0 +14",5459.5
6302529,"LENS TORIC MULTI SV25T0 +22",5459.5
6302531,"LENS TORIC MULTI SV25T4 +18",5459.5
6302532,"LENS TORIC MULTI SV25T4 +20",5459.5
6302533,"LENS TORIC MULTI SN6AD1 +16",5459.5
6302534,"KIT ACCESSORY STIMLTR 3550-",794.75
6302535,"LENS TORIC MULTI SND1T3 +16",5459.5
6302536,"LENS TORIC MULTI SV25T0 +19",5459.5
6302537,"VIVAGEN BONE GRAFT BL-1600-",27820.8
6302538,"LENS TORIC MULTI SN6AT8 +6.",3019.5
6302539,"LENS TORIC MULTI SN6AT7 +27",3019.5
6302540,"LENS TORIC MULTI SN6AD1 +18",5459.5
6302541,"SPINAL LEAD PADDLE 50 SC-84",33120
6302542,"LENS TORIC MULTI SND1T3 +25",5459.5
6302543,"LEAD SPINAL PENTA PADDLE 32",43332
6302544,"IMPLANT MAMMARY 770CC TCF-7",9142.5
6302545,"IMPLANT MAMMARY 640CC SCM-6",9142.5
6302546,"RESTRICTOR CEMENT 12 415-0-",1156
6302547,"RESTRICTOR CEMENT 10 415-0-",1156
6302549,"EXPANDER TISSUE 800 BR155-8",16842.9
6302550,"EXPANDER DOSAGE CONTROLLER",5043.05
6302551,"LENS TORIC MULTI SND1T5 +17",5459.5
6302552,"LENS TORIC MULTI SV25T3 +16",5459.5
6302553,"LENS TORIC INTRA SN6AT3 +27",3019.5
6302554,"LENS TORIC MULTI SN6AD1 +14",5459.5
6302557,"WEDGE LAPIDUS 10MM PLP-3010",14876.4
6250706,"KIT PACER TEMPORARY AI-0715",3316.95
6340021,"BUR MED WIRE PASS  ZB-147",238.14
6340022,"BUR DIAMOND OVAL 4X8 5091-1",358.425
6340025,"BUR DIAMOND ROUND 2MM ZB-16",358.425
6340026,"BUR DIAMOND ROUND 4MM ZB-16",358.425
6340028,"BUR OVAL LONG 4MM 5092-236",164.025
6340029,"BUR OVAL LONG 5.5 MM 5092-2",164.025
6340106,"DRILL BIT FIX 1.1 MM (SYNTH",820.7325
6340109,"DRILL BIT FIX 2.5 MM (SYNTH",976.0975
6340111,"DRILL BIT FIX 3.5 MM (SYNTH",1031.73
6340157,"BIT DRILL 4.5MM QUICK COUPL",807.975
6340170,"CUTTER FULL RADIUS 3.5MM(S)",608.7393
6340175,"AGGRESSIVE MENISCUS CUTTER",592.7499
6340184,"BUR ECG 5.0 MM ARTHO",643.0023
6340195,"BUR- ZIMMER #5091-228",189.54
6340234,"KERATOME 3.0 BEAVER BLADE 3",143.9775
6340236,"KNIFE CRESCENT-9400-02",329.822685
6340239,"CUTTER FULL RAD. 2.5- 375-6",680.2299
6340242,"CUTTER FULL RAD 3.5-266-637",608.7393
6340296,"BURR #ZB-130 MICROAIRE",189.54
6340302,"BLADE ECTR. HOOK TRIANGLE",3815.1
6340303,"BLADE STRYLER ACL #275-704-",398.6415
6340304,"CUTTER RESECTOR 4.0 #275-54",608.7393
6340306,"CUTTER RESECTOR 5.0 #275-55",592.7499
6340313,"KNIFE SICKLE DISP ESS #13-0",175.0815
6340315,"BLADE DERMATOME SKIN GRAFT",589.275
6340321,"CUTTER AGGRESSIVE 4.0 375-5",608.7393
6340323,"BUR BARREL 5.5 6-FLUTE 275-",718.5267
6340324,"BLADE OSCILLATING SAW 20-07",374.22
6340326,"BURR CARBIDE 5.0 RND",230.85
6340328,"BLADE TRICUT 4ML 18-84004 X",2821.23
6340329,"BLADE RAD 4.0 18-84006 XOME",2483.46
6340330,"BIT DRILL 310-31 SYNTHES",807.975
6340333,"BLADE RAD 60 XOMED 18-84016",2796.93
6340341,"BIT DRILL 4.0 SYN # 315.40",1666.98
6340347,"BIT DRILL 1.8MM SYN 310.510",1488.375
6340358,"BURR CARBIDE MICROAIRE ZB32",230.85
6340363,"SET PIN/DRILL GENESIS 11496",1530.2925
6340370,"BLADE TRICUT 2.9 18-82905 X",2575.8
6340371,"BIT DRILL 317.861 SYN",820.7325
6340379,"BURR SLAP 4.0 MM 375-941",734.832
6340381,"BIT DRILL 5.0 310.63 SYN",4381.65
6340383,"BIT DRILL 2.5 310.23 SYN",918.54
6340386,"DRILL BIT SYN 310.530",1532.844
6340392,"TOOL TPS HELIO RASP 5120-80",1599.5475
6340395,"TOOL TPS TAPR ROUTER 513071",1599.5475
6340402,"BLADE RECIP SYS4 277-96-325",542.862
6340405,"BLADE RECIP TOTAL SYS4 2108",681.7365
6340410,"BIT DRILL 28MM 310.288 SYN",1020.6
6340415,"BIT DRILL 4.0 357.407 SYN",2287.845
6340418,"BLADE SAW 8x20x.4 532.045S",776.5065
6340430,"BIT DRILL RADIUS 1.8 310.50",1692.495
6340435,"BIT DRILL 2.0 323.062 SYN",1726.3935
6340436,"BIT DRILL",4441.57
6340439,"BIT DRILL 4.3 310.431 SYN",1394.82
6340441,"BIT DRILL 2.0 310.21 SYN",918.54
6340442,"BIT DRILL 27 3-FLUTE 315.28",1309.77
6340443,"BIT DRILL 2.0 CAN 310.221 S",4201.89
6340446,"BIT DRILL 2.8 324.214 SYN",1964.655
6340447,"BIT DRILL 310.28 SYN",728.757
6340448,"DRILL PRECISION 3 5820-107-",1599.5475
6340449,"BUR FLUTED 3MM BALL 5130-10",3037.5
6340450,"BUR FLUTED 5MM BALL 5130-10",4252.5
6340451,"BLADE SAGITAL MICRO 5400-3-",626.3325
6340455,"BIT DRILL TIBIAL 4.2 03.010",2696.085
6340456,"BIT DRILL TIBIAL 4.2 03.10.",1922.13
6340457,"BIT DRILL 3.2 03.010.103 SY",1922.13
6340458,"BIT DRILL 3.2 CAL 03.010.06",2696.085
6340473,"BIT DRILL NEURO 513010717 S",1599.5475
6340474,"BIT DRILL NEURO 513010722 S",1599.5475
6340482,"BIT DRILL 1/8 32-486265 BIO",1535.76
6340484,"BIT DRILL CAN 4.5 310.65 SY",4359.18
6340492,"PIN GUIDE FRS .8X70 PA009",498.15
6340497,"BLADE OSTEOTOMY 5100-337-23",956.5695
6340499,"BIT DRILL OSTEOTOMY 1.6 STR",1569.294
6340516,"BLADE MVR OPTHALMIC 9120-01",419.175
6340520,"KNIFE CRESCENT 2.0 FULL 541",180.225
6340521,"BIT DRILL ORAL 1.3X5 60-135",1850.202
6340534,"BURR OSTEO ROUND DIAMND 4.0",1081.836
6340546,"BIT DRILL HIP 3.2 31-323230",566.0685
6340552,"BIT DRILL ORAL 1.6X26 92-60",3766.5
6340572,"WIRE GUIDE BALL-TIP 1806-80",3428.73
6340578,"BIT DRILL ORAL RT ANG 92-16",2976.75
6340602,"BUR ARTHRO SLOT WHISKER 4.0",641.52
6340603,"WIRE GUIDE 2.0X240 03.10.02",457.6315
6340607,"BLADE SPINAL DRILL 12 684.4",2557.3
6340609,"BIT DRILL TITANIUM 1.5 310.",841.995
6340617,"WIRE K SPINAL PRECEPT 88010",842.967
6340618,"BLADE HIP EXPLANT 7053-58-1",5814
6340619,"BLADE HIP EXPLANT 7053-58-2",5814
6340622,"BIT DRILL SPINAL 12MM 684.4",3242.1
6340648,"BIT DRILL 4.3 PERC 324.26 S",2126.25
6340649,"PIN STEINMAN 3.2 110003484B",1535.76
6340650,"BLADE STERNUM 0298-97-101 S",296.217
6340653,"WIRE GUIDE 2.5 DRILL 03.120",773.955
6340654,"BLADE SMALL LONG 2296-33-11",452.5875
6340656,"BLADE MED NARROW 2296-3-114",452.5875
6340657,"BLADE LONG NARROW 2296-33-4",452.5875
6340666,"BLADE TYMPANOPLASTY 2.5 STR",169.9785
6340667,"BLADE TYMPANOPLASTY 2.5 BEV",169.9785
6340671,"BIT DRILL 3.2 324.212 SYN",2126.25
6340672,"BLADE TURBINATE 1882040HR",3068.76
6340675,"K WIRE SPINAL THRD 8801068",842.967
6340676,"TOOL MIDAS REX ENT 7BA60 XO",2016.9
6340678,"TOOL MIDAS REX ENT 7BA40 XO",2016.9
6340679,"TOOL MIDAS REX ENT 70BA30DL",2187
6340681,"TOOL MIDAS REX ENT 7BA10DL-",2187
6340683,"TOOL MIDAS REX ENT 7BA20DL-",2187
6340686,"BLADE TRICUT M4 4MM HR 1884",2884.41
6340692,"BIT DRILL QUICK RELEASE 110",1535.76
6340700,"BIT DRILL SCREW 3.2 405883",1998.0675
6340701,"PIN STEINMAN THREAD 405800",1998.0675
6340702,"BIT DRILL SCREW 2.7 405889",2542.995
6340707,"BUR BARREL FLUTED TPS 5.0 5",1599.5475
6340709,"BLADE ECTR ASSEMBLY 81010",2612.25
6340722,"BIT DRILL 1.5 03.130.302 SY",978.075
6340723,"BIT DRILL SPINAL VUE 897701",4892.55
6340724,"BLADE HIP EXP TRUN 60 7053-",6177.375
6340725,"BLADE HIP EXP TRUN 60 7053-",5814
6340729,"KIT DRILL FIX COMP SPEED DK",3204.115
6340730,"BLADE ENT MAX POLYP 1883517",3473.93333333333
6340731,"BUR ENT 15X3.2 1883274HSE",4023.2
6340732,"WIRE GUIDE 3.2X230 705236 S",1683.3825
6340733,"DRILL CANNULATED 4.9 705252",4947.68
6340734,"REAMER DRILL 3MM FO013002 S",3110.49
6340735,"PIN POSITIONING 3MM AGB300",2767.77
6340736,"WIRE K 1.4X100 45-80200 STR",402.7725
6340737,"PIN FIXATION ANCHOR BR00100",2550.8925
6340738,"REAMER CROSS PLATE 705172 S",7445.3625
6340739,"BIT DRILL 2.6X135 703691 ST",3015.63
6340740,"SPEEDGUIDE 3,5 703886 STRYK",5840.18
6340741,"DRILL SPEEDGUIDE 2.6 703894",3419.72
6340742,"BURR PRECISION 4.0 ROUND 58",3745
6340743,"BURR PRECISION 3.0 ROUND 84",2722.187
6340747,"BIT DRILL 2.0 03.130.312 SY",978.075
6340748,"BIT DRILL SPINAL 12MM 650.1",3905.5
6340750,"KIT DRILL FIX COMP SPEED DK",3141.306
6340761,"COUPLING MINI QUICK 03.130.",978.075
6340763,"SEALER AQUAMANTIS 6.0 23-11",5296.5
6340764,"PIN DISTRACTION 12MM 767021",2065.5
6340765,"BIT DRILL SPINAL 7812025 NU",2933.3745
6340770,"BIT DRILL 2.0X135 703896 ST",3015.63
6340771,"PIN FIXATION ANCHORAGE 0100",2550.8925
6340772,"KNIFE ANNULOTOMY SPIN 675.4",6104.7
6340773,"BIT DRILL HELIX-T 2.5 10156",2933.3745
6340774,"BIT DRILL ORAL 12MM 92-6013",2760.6
6340775,"BIT DRILL 3.5 ANKLE AR-4160",959.85
6340777,"BIT DRILL 2.6 ANKLE AR-8943",2126.25
6340778,"WIRE GUIDE FIXOS 1.4 AGK021",765.45
6340779,"REAMER CANNULATED FIXOS 2.5",5812.29
6299207,"PLATE CLAVICLE 3.5 02.112.0",6899.58
6299208,"KNEE BEARING ART 42-5114-9-",6195
6299209,"KNEE BEARING ART 42-5114-6-",6195
6299210,"SCREW CORTEX 3.5X55 02.200.",321.99
6299211,"SCREW COMPRESSION 5X44 6631",9844.74
6370152,"INFLATOR BASIX #K05-00807",381.024
6370208,"ANGLED TAPER CATHETER 32-13",670.68
6370288,"GUIDEWIRE BENTSON #TSFB3518",208.1781
6370372,"GLIDE WIRE 035 180 CM",425.25
6370378,"TAPE GLOW N TELL",727.1775
6370476,"SET MICROPUNCTURE 5FR NIT W",558.9
6370484,"DRAIN ALL PURPOSE 14FR 27-1",863.5005
6370516,"OMNI FLUSH 4FR X 65CM 10732",218.39625
6370517,"OMNI FLUSH 5FR X 65CM 10732",218.7
6370622,"FOGARTY CATHETER 4FR 12TLW4",1093.5
6370640,"WIRE CONTROL V18 8X300 46-8",1020.6
6370648,"SHEATH PINNACLE 5X10",143.856
6370656,"PTD DRIVE UNIT ARROW #PT-30",1944
6370736,"SHEATH 7FR 10 CM",143.856
6370738,"SHEATH 6 FR 10CM",143.856
6370745,"GLIDE WIRE ANGLED 180 CM",425.25
6370802,"CATHETER COBRA 5FR 65CM",218.7
6370838,"WIRE GUIDE .014 190CM 10052",1093.5
6370906,"CATHETER PLEURX PLEURAL",5066.25
6370956,"TUBE GASTROSTOMY 20FR 0100-",359.64
6371017,"GUIDE WIRE PLAT 260CM 46-60",963.8595
6371044,"STENT EXPRESS 5X18 38046-52",6358.35
6371075,"WIRE GUIDE STIFF 260/ST/35",388.8
6371083,"ADAPTER CHECK-FLO C-CFM-100",160.7445
6371181,"NEEDLE BIOPSY MAX MC1410",395.2395
6371184,"WIRE MEIER 300 SCH30601 MDT",826.2
6371219,"WIRE AMPLATZ STIFF 13546-56",315.9
6371228,"WIREGUIDE BENTSON .035 49-1",241.9551
6371319,"STENT GRAFT RELIANT RE146 M",4761.5
6371338,"STENT ENDOPROSTHESIS 8 X 5",19020.9
6371352,"WIRE SPARTACORE 5X300 10052",668.25
6371355,"WIRE GLIDE ANGLE 4FR CG417",670.68
6371359,"BALLOON CONQUEST 7X40 CQ-75",1822.5
6371360,"BALLOON CONQUEST 8X40 CQ-75",1822.5
6371361,"BALLOON CONQUEST 10X40 CQ75",1822.5
6371377,"WIRE CONTROL V18 12X150 46-",1020.6
6371381,"WIRE GUIDE ANGLED .25 GR250",676.755
6371383,"GLIDE CATH ANGLED 4FR CG415",670.68
6371384,"WIRE GLIDE ANGLED GR3508",544.9275
6371385,"WIRE GUIDE ANGLED .018 GR18",737.6265
6371387,"BALLOON CONQUEST 9X40 CQ-75",1822.5
6371388,"CATHETER TRAILBLAZER .14X13",1579.5
6371389,"CATHETER TRAILBLAZER .035X9",1579.5
6371390,"CATHETER TRAILBLAZER .035X1",1579.5
6371401,"BALLOON CONQUEST 6X4 CQ-756",1822.5
6371406,"KIT DRAINAGE PLEUREX 1000CC",449.55
6371407,"SHEATH PINNACLE 8X10 RSS802",137.6595
6371422,"WIRE AMPLATZ ULTRA STIFF CO",419.175
6371428,"WIRE GUIDE STIFF .035 GS350",641.6415
6371429,"ANGIOSEAL 6FR 610130 ST JUD",2673
6371446,"WIRE GLIDE .035 260CM GR350",609.201
6371457,"SHEATH PINNACLE 45CM 54-745",1345.8555
6371477,"DEVICE SPIDERX EMBOLIC US-0",7125
6371478,"DEVICE SPIDERX EMBOLIC US-0",7125
6371479,"DEVICE SPIDERX EMBOLIC US-0",7125
6371480,"DEVICE SPIDERX EMBOLIC US-0",7125
6371491,"BALLOON CONQUEST 6X20 CQF75",1822.5
6371495,"CATH BALLOON STERLING 5X40",3302.448
6371496,"CATH VANSCHIES 5X35X65 G137",279.45
6371497,"CATH PIGTAIL 35X100 G31216",238.14
6371498,"WIRE LUNDERQUIST 35X260 G31",1251.45
6371499,"BALLOON CONQUEST 6X80 CQ756",1822.5
6371500,"BALLOON CONQUEST 7X80 CQ-75",1822.5
6371501,"BALLOON CONQUEST 8X80 CQ-75",1822.5
6371511,"DRAINAGE BAG JACKSON-PRATT",303.75
6371518,"BALLOON CONQUEST 5X20 CFQ75",1822.5
6371521,"WIRE GUIDE .035 J 49-167 MD",160.5501
6371527,"STENT EXPRESS 7X37 38046-74",6358.35
6371528,"STENT EXPRESS 8X17 38046-82",6358.35
6371529,"STENT EXPRESS 8X40 38046-84",6358.35
6371533,"STENT EXPRESS 10X37 3804610",6358.35
6371534,"CATH GLIDE 5FR .038 CG-506",670.68
6371541,"STENT VIABAHN 5X5 VBH050502",17071.5
6371542,"STENT VIABAHN 7X5 VBH070502",17071.5
6371567,"CATHETER SELECTIVE G13783 C",279.45
6371571,"SHEATH PINNACLE 6FR 6CM RSB",312.8625
6371577,"Tube Jejunal Feed 18fr 200-",1578.285
6371585,"INTRODUCER SHEATH 16X38 G27",1433.7
6371588,"WIRE GUIDE ROSEN .035X260 C",261.225
6371589,"SET CHECK-FLO 18X40 G10626",1433.7
6371601,"SHEATH PINNACLE 11FR RSS103",143.856
6371602,"SHEATH PINNACLE 9FR RSS903",132.0705
6371614,"CATHETER FOGARTY EMBOL 5X80",1044.0495
6371619,"COIL NESTER 35/14/10 G26991",1235.2905
6371620,"COIL NESTER 35/14/8 G26995",1284.012
6371624,"KIT MINI ACCESS S-MAK501 ME",463.0365
6371636,"DEVICE TORQUE OLCOTT OTD-10",194.4
6371645,"STENT GRAFT FLAIR 8X30 ST B",12540
6371646,"STENT GRAFT FLAIR 9X30 ST B",12540
6371651,"STENT GRAFT FLAIR 9X50 TAPE",15390
6371669,"CATHETER UNIFUSE 5X135X20 1",2985.3
6371670,"CATHETER UNIFUSE 5X135X30 1",2985.3
6371678,"WIRE PLATINUM PLUS 46-610 B",963.8595
6371695,"ENSNARE 18-30 392007030 ANG",3857.35
6371696,"WIRE ADVANTAGE 180 GA3501 T",2619.54
6371697,"WIRE ADVANTAGE 260 GA3502 T",2917.215
6371727,"BALLOON CODA 10X35 G53024 C",4601
6371736,"CATHETER DORADO 8X2 DR8082",2247.75
6371755,"BALLOON STERLING 2X100 2010",3196.09
6371759,"PLUG VASCULAR AMPLTZR AVP-0",5985
6371763,"WIRE NITINOL .018 MAK001N M",262.8045
6371764,"CATH MARKER PIGTAIL G31215",1714.851
6371817,"WIRE FATHOM 300X10 50-814 M",2259.305
6371841,"CATH DRAIN APDL 12FR 27-138",863.5005
6371845,"STENT LIFE VASC 7X100 EX071",9547.5
6371856,"STENT LIFE VASC 7X60 EX0706",7695
6371859,"STENT LIFE VASC 6X100 EX061",9547.5
6371901,"SHEATH GUIDING ANSEL G56231",972
6371953,"GRAFT ANEURSYM ETLW1620C124",27506.775
6371956,"DEVICE TRERETOLA PT-03009 A",2571.7905
6371957,"DRIVE TRERETOLA UNIT PT-657",7430.5
6371958,"CATHETER ANGIOJET 109681-00",9804
6371960,"CATH ANSEL HI-FLEX 8X55 G56",972
6371980,"GRAFT ENDURANT LIMB ETLW161",27506.775
6371984,"GRAFT ENDURANT LIMB ETLW162",35385.6
6371985,"GRAFT ENDURANT LIMB ETLW162",27230.325
6371989,"TRAY PNEUMOTHORAX WAYNE G12",2296.593
6372009,"BALLOON CONQUEST 5X4 CQF755",1822.5
6372010,"BALLOON CONQUEST 6X100 CQF7",1822.5
6372011,"BALLOON CONQUEST 7x100 CQF7",1822.5
6372012,"BALLOON CONQUEST 8X100 CQF7",1822.5
6372034,"CATH KUMPE 100CM 4FR ANGIO",218.7
6372043,"COIL MREYE 35/3/4 G42409 CK",1216.458
6372045,"COIL MREYE 35/5/8 G42423 CK",1216.458
6372049,"CATH KAZ IMPRESS 40CM 54038",145.8
6372056,"BALLOON MUSTANG 5x40x135",2133.54
6372063,"BALLOON MUSTANG 7X20X135",2133.54
6372066,"BALLOON MUSTANG 4x20x75",2133.54
6372069,"BALLOON MUSTANG 5x20x75",2133.54
6372070,"BALLOON MUSTANG 5x40x75",2133.54
6372071,"BALLOON MUSTANG 5X100X75",2133.54
6372072,"BALLOON MUSTANG 6X20X75",2133.54
6372073,"BALLOON MUSTANG 6X40X75",2133.54
6372074,"BALLOON MUSTANG 6X100X75",2133.54
6372075,"BALLOON MUSTANG 7X20X75",2133.54
6372076,"BALLOON MUSTANG 7x40x75",2133.54
6372077,"BALLOON MUSTANG 7X100X75",2133.54
6372079,"BALLOON MUSTANG 8x40x75",2133.54
6372080,"BALLOON MUSTANG 8X60X75",2133.54
6372082,"BALLOON MUSTANG 9X40X75",2133.54
6372091,"BALLOON STERLING SL 3X10 39",3196.09
6372092,"PACK PROCEDURE PLEURX 50.72",328.05
6372095,"BALLOON COYOTE ES 2X20 3913",3196.09
6372102,"ANGI ASSIT GAS DELIVERY SYS",1154.25
6372108,"CATHETER TURBOHAWK SX-C",19066.5
6372119,"GRAFT ENDURANT LIMB ETLW161",27506.775
6372123,"STENT ILIAC ICAST 8X38X120",14677.5
6372124,"STENT ILIAC ICAST 6X38X120",14677.5
6372127,"GRAFT ANEYRYSM ENDUR ESBF28",55151.775
6372131,"GRAFT ANEURYSM MAIN ESBF361",55151.775
6372132,"GRAFT ANEURYSM LIMB ETLW161",27230.325
6372134,"GRAFT ANEURYSM LIMB ETLW161",27230.325
6372135,"APPLIER ANEURYSM HELI-FX SA",27075
6372136,"SHEATH ANEURYSM HELI-FX SA-",10037.7
6372148,"GRAFT ANEURYSM 16 ETLW1616C",35385.6
6372184,"DEVICE PRESTO INFLATION ID4",328.05
6372185,"COIL NESTER EMBOL G26994 CK",1284.012
6372190,"GRAFT ANEURYSM ESBF3214C103",55151.775
6372193,"GRAFT ANEURYSM ENDUR ESBF23",55151.775
6372194,"GRAFT ANEURYSM LIMB ETLW161",35385.6
6372195,"SHEATH INTRO SENTRANT 16FR",2126.25
6372198,"GRAFT ANEURYSM LIMB ETLW162",27506.775
6372209,"BALLOON PACT ADM 4X120 ADM0",8892
6372210,"BALLOON PACT ADM 5X120 ADM0",8892
6372216,"GRAFT ANEURSYM ENDUR ETLW16",24742.275
6372221,"BALLOON PACT ADM 4X80 ADM04",9729
6372224,"BALLOON PACT ADM 4X40 ADM04",8037
6372225,"BALLOON INPACT ADM 5X40X130",8037
6372226,"BALLOON PACT ADM 6X120 ADM0",8892
6372227,"BALLOON PACT ADM 6X80 ADM06",8037
6372229,"BALLOON PACT ADM 7X130 ADM0",8037
6372233,"BALLOON PACT ADM 5X80 ADM05",8037
6372239,"BALLOON PACT ADM 7X40 ADM07",8037
6372240,"BALLOON PACT ADM 7X80 ADM07",8037
6372253,"BALLOON PACT ADM 5X150 ADM5",9747
6372254,"BALLOON PACT ADM 6X150 ADM6",9747
6372258,"GRAFT ANEURYSM ETLW1620C156",35385.6
6372272,"CATHETER IMPRESS 4X40 44038",145.8
6372274,"CATHETER PIGTAIL SIZE 4X65",352.35
6372282,"WIRE GLIDE STR .035X150 350",619.65
6372284,"CATHETER C1 .038 4X65 451-4",255.15
6372288,"CATH GLIDE COBRA 2 4X65 CG4",615.3975
6372305,"BALLOON PACT 4X60X130 ADM04",8037
6372310,"CATHETER IMPRESS 65 46538KA",303.75
6372313,"BALLOON PACT ADM 4X150 ADM4",9747
6372316,"CATHETER HAWK ONE H1-M",19066.5
6372317,"CATHETER TRAILBLAZER ANGLD",1822.5
6372318,"CATHETER TRAILBLAZER ANGLD",1822.5
6372320,"SYSTEM HELI-FX ENDO HG-16-6",10037.7
6372322,"SHEATH STEERABLE GUIDE TG07",5548.75
6372323,"CATHETER PTA PACIFIC 2.5X40",2733.75
6372324,"CATHETER PTA PACIFIC 5X300",3210
6372325,"CATHETER PTA PACIFIC 3X40X1",2733.75
6372326,"CATHETER PTA PACIFIC 4X40X1",2733.75
6372327,"CATHETER PTA PACIFIC 2X60X1",2733.75
6372328,"CATHETER PTA PACIFIC 5X20X1",2733.75
6372329,"CATHETER PTA PACIFIC 2.5X60",2733.75
6372333,"CATHETER PTA PACIFIC 4.0X30",3210
6372334,"CATHETER PTA PACIFIC 4.0X25",3210
6372345,"CATHETER TRAILBLAZER 135 SC",1579.5
6400167,"WIRE MAILMAN 300 ST 12120-0",2455.7775
6400573,"SHEATH PRECLUDE 7X23 MERIT",200.9995
6400574,"SHEATH PRECLUDE 8X23 MERIT",195.075
6400585,"SYSTEM PERCLOSE PROGLIDE 12",3106.75
6400901,"GUIDE CATH INTR DRCSH MEDTR",658.92
6400984,"BALLOON EVERCROSS 6X20 EV3",1589.5
6299212,"SCREW COMPRESSION 4X50 6630",9844.74
6400995,"BALLOON EVERCROSS 5X20 EV3",1589.5
6401000,"BALLOON EVERCROSS 9X40 EV3",1589.5
6401005,"STENT EVERFLEX 6X100X120",9100
6401006,"EVERCROSS 6X40 AB35W0604013",1589.5
6401051,"CATH NANOCROSS 5.0X120 AB14",3492.5
6299213,"HYDROSET XT 5CC 897005 STR",13837.86
6299214,"KNEE INSERT TIBIAL 71453256",6405
6302560,"EXPANDER TISSUE ALLOX FH14S",11770.5
6340780,"WIRE GUIDE 2X200 705355 STR",1404.9
6401212,"EVERCROSS BALLOON 7X40 AB35",1589.5
6340781,"BIT DRILL CANNULATED 3X170",2880.9
6401223,"BALLOON EVERCROSS 4X60 AB35",1589.5
6401224,"CATH NANOCROSS 3X150 AB14W0",3746.5
6401226,"BALLOON EVERCROSS 4X20X135",1806.25
6401234,"CATH NANOCROSS 3X40 AB14W03",3492.5
6401236,"EVERCROSS BALLOON 7X60 AB35",1589.5
6340782,"TAP CANNULATED 4.0 705360 S",2697.57
6401242,"EVERCROSS BALLOON 4X150 AB3",1806.25
6401244,"STENT EVERFLEX 6X120 EVD35-",7555.5
6401245,"EVERFLEX STENT 6X150 EVD35-",7935
6401248,"NANOCROSS BALLOON 2.5X150",3746.5
6401249,"NANOCROSS BALLOON 4X150",3746.5
6401251,"BALLOON EVERCROSS 8X40 AB35",1589.5
6401253,"EVERCROSS BALLOON 3X20 AB35",1589.5
6401255,"CATH NANOCROSS 2X210 AB14W0",3746.5
6401256,"BALLOON NANOCROSS 3X60 AB14",3492.5
6401257,"BALLOON NANOCROSS 5X60 AB14",3492.5
6401259,"EVERCROSS BALLOON 7X60 AB35",1589.5
6340783,"TAP CANNULATED 5.0 705361 S",2697.57
6401270,"BALLOON NANOCROSS 3X40X135",1589.5
6401271,"NANOCROSS CATH 2.5X120 AB14",3746.5
6401272,"NANOCROSS CATH 1.5X210 AB14",3492.5
6401280,"EVERCROSS BALLOON 8X60 AB35",1589.5
6401281,"EVERCROSS BALLOON 5X100 AB3",1589.5
6401283,"EVERCROSS BALLOON 4X100X135",1589.5
6401284,"BALLOON EVERCROSS 5X40X80",1589.5
6401289,"EVERCROSS BALLOON 5X200 AB3",1806.25
6401290,"CATH NANOCROSS 2.0X150X150",3746.5
6401291,"EVERCROSS BALLOON 5X100X80",1589.5
6401312,"EVERCROSS BALLOON 9X60X80",1589.5
6370102,"CATHETER 5 FR. 65 CM #32-13",670.68
6401314,"EVERCROSS BALLOON 6X100X80",1589.5
6401315,"BALLOON EVERCROSS 3X80 AB35",1589.5
6401325,"NANOCROSS BALLOON 5X40 AB14",3492.5
6401326,"EVERCROSS BALLOON 3X60 AB35",1589.5
6401327,"EVERCROSS BALLOON 5X120 AB3",1589.5
6401332,"EVERCROSS BALLOON 3X100X135",1589.5
6401336,"CATH NANOCROSS 4X20X150 AB1",3746.5
6401337,"CATH NANOCROSS 3X20X150 AB1",3746.5
6401338,"CATH NANOCROSS 2.5X150X150",3746.5
6401339,"NANOCROSS BALLOON 5X200 AB1",3746.5
8070299,"POWERLOC PORT ACCESS 120GA""",147.015
2218,"BRONCHOSCOPY",1529
"02218A","BRONC W INTERVENTION",3822
2220,"COLON EXAM & POLYP",1552
2222,"COLON EXAM",1552
"02227A","GASTRO ENDOSCOPIC ULTRASOUN",2124
2228,"GASTRO EXAM W/ INTERVENTION",2336
2229,"ERCP",2423
2230,"GASTRO EXAM",1917
2249,"FLEXIBLE SIGMOID",759
"20551PM","INJ SINGLE TENDON ORIGIN/IN",309
"20552ORT","TRIGGERPOINT 1-2 MUSC GRP U",360
"20553PM","TRIGGERPOINT 3+ MUSC GRP UN",360
"20600PM","ARTHROCENT ASP/INJ JT SMALL",309
"20610PM-1","MAJOR JOINT OR BURSA W/O US",355
"20982PM","RF ABLATION BONE TUMOR",5620
"27096PM","SI JOINT INJECTION",915
43270,"EGD W/ABLATION TUMOR/POLYP/",1957
"62273PM-1","BLOOD PATCH",818
"62310PM-1","SPINAL INJ SINGLE 1CERVICOT",1382
"62311PM-1","SPINAL INJ SGL LS (CAUDAL)",1865
"62325PM-1","INJ INDWELLNG CER/THOR W/FL",1382
"62368PM-1","PUMP ELEC ANALYSIS W/PROGRA",384
