"Type","Name","Per Day Charges"
"Pharmacy","clindamycin 75 mg/5 mL Powder-Recon (Extemp)","3.5"
"Pharmacy","clindamycin 900 mg/50 mL-D5W IV Sol (premix)","3.5"
"Pharmacy","clindamycin topical 1% Gel (30gm Bulk)","10.08"
"Pharmacy","clobazam 10 mg Tab","76.88"
"Pharmacy","clobazam 2.5 mg/mL Oral Suspension (1mL UD Liq)","33.66"
"Pharmacy","clobazam 20 mg Tab","153.76"
"Pharmacy","clobetasol 0.05% Topical Cream (15gm Bulk)","29.92"
"Pharmacy","clobetasol 0.05% Topical Cream (30gm Bulk)","29.92"
"Pharmacy","clobetasol 0.05% Topical Cream (45gm Bulk)","29.92"
"Pharmacy","clobetasol 0.05% Topical Cream (60gm Bulk)","26.77"
"Pharmacy","clobetasol 0.05% Topical Gel (15gm Bulk)","38.81"
"Pharmacy","clobetasol 0.05% Topical Oint (15gm Bulk)","36.27"
"Pharmacy","clobetasol 0.05% Topical Oint (30gm Bulk)","30.3"
"Pharmacy","clobetasol 0.05% Topical Oint (45gm Bulk)","32.29"
"Pharmacy","clobetasol 0.05% Topical Shampoo (118mL Bulk)","11.92"
"Pharmacy","clobetasol 0.05% Topical Soln (25mL Bulk)","14.44"
"Pharmacy","clobetasol 0.05% Topical Soln (50mL Bulk)","14.44"
"Pharmacy","clobetasol/emoll 0.05% Topical Cream (60gm Bulk)","15.9"
"Pharmacy","clomiPRAMINE 25 mg Cap","39.35"
"Pharmacy","clomiPRAMINE 50 mg Cap","39.35"
"Pharmacy","clomiPRAMINE 75 mg Cap","39.35"
"Pharmacy","clonazePAM 0.125 mg  DisTab","4.55"
"Pharmacy","clonazePAM 0.25 mg Dis Tab","4.55"
"Pharmacy","clonazePAM 0.5 mg Tab","3.5"
"Pharmacy","clonazePAM 0.5 mg Tab-Dis","4.54"
"Pharmacy","clonazePAM 1 mg Tab","3.5"
"Pharmacy","clonazePAM 1 mg Tab-Dis","5.19"
"Pharmacy","clonazePAM 2 mg","4.15"
"Pharmacy","cloNIDine 0.1 mg Tab","3.5"
"Pharmacy","cloNIDine 0.1 mg/24 hr Transderm ER Film","115.93"
"Pharmacy","cloNIDine 0.2 mg Tab","3.5"
"Pharmacy","cloNIDine 0.2 mg/24 hr Transderm ER Film","195.18"
"Pharmacy","cloNIDine 0.3 mg Tab","3.5"
"Pharmacy","cloNIDine 0.3 mg/24 hr Transderm ER Film","270.76"
"Pharmacy","clopidogrel 75 mg Tab","15.27"
"Pharmacy","clorazepate 15 mg Tab","16.36"
"Pharmacy","clorazepate 3.75 mg Tab","7.11"
"Pharmacy","clorazepate 7.5 mg Tab","17.56"
"Pharmacy","clotrimazole  2% Topical Vaginal Cream (21gm Bulk)","3.5"
"Pharmacy","clotrimazole 1% Topical Cream (15gm Bulk)","3.5"
"Pharmacy","clotrimazole 1% Topical Cream (30gm Bulk)","3.5"
"Pharmacy","clotrimazole 1% Topical Cream (45gm Bulk)","3.81"
"Pharmacy","clotrimazole 1% Topical Soln (10mL Bulk)","15.8"
"Pharmacy","clotrimazole 1% Topical Soln (30mL Bulk)","8.72"
"Pharmacy","clotrimazole 1% Topical Vaginal Cream (45gm Bulk)","3.5"
"Pharmacy","clotrimazole 10 mg Loz","12.02"
"Pharmacy","cloZAPine 100 mg Tab","12"
"Pharmacy","cloZAPine 100 mg Tab-Dis","28.61"
"Pharmacy","cloZAPine 25 mg Tab","4.62"
"Pharmacy","cloZAPine 25 mg Tab-Dis","10.49"
"Pharmacy","cloZAPine 50 mg Tab","5.85"
"Pharmacy","coal tar  2% Topical Shampoo (120mL Bulk)","3.5"
"Pharmacy","coal tar 0.5% Topical Shampoo (235mL Bulk)","3.5"
"Pharmacy","cobicistat/elvitegravir/emtricitabine/tenofov 150 mg-150 mg-200 mg-10 mg Tab","412.39"
"Pharmacy","cobicistat-darunavir 150 mg-800 mg Tab","229.93"
"Pharmacy","cocaine 4% Topical Soln (4mL Bulk)","195.23"
"Pharmacy","codeine sulfate 15 mg Tab","3.5"
"Pharmacy","codeine sulfate 30 mg Tab","3.5"
"Pharmacy","codeine-guaiFENesin 10 mg-100 mg/5 mL Oral Syrup (5mL UD Liq)","3.5"
"Pharmacy","codeine-guaiFENesin 20 mg-200 mg/10 mL Oral Syrup (10mL UD)","3.5"
"Pharmacy","codeine-promethazine 10 mg-6.25 mg/5 mL Oral Syrup (5mL UD Liq)","3.5"
"Pharmacy","colchicine 0.6 mg Cap","22.87"
"Pharmacy","colchicine 0.6 mg Tab","23.58"
"Pharmacy","colchicine-probenecid 0.5 mg-500 mg","3.5"
"Pharmacy","colesevelam 3.75gm/1packet Oral Powder (1EA UD)","78.61"
"Pharmacy","colesevelam 625 mg Tab","13.1"
"Pharmacy","colestipol 1 g Tab","4.42"
"Pharmacy","colestipol 5 g packet","13.76"
"Pharmacy","colistimethate 150 mg Inj","117.56"
"Pharmacy","collagenase 250 units/g Topical Ointment (30gm Bulk)","31.61"
"Pharmacy","collagenase 250 units/g Topical Ointment (90gm Bulk)","30.03"
"Pharmacy","conj. estrog.-medroxyPROG. 0.3 mg-1.5 mg Tab","27.59"
"Pharmacy","conj. estrog.-medroxyPROG. 0.45 mg-1.5 mg Tab","27.59"
"Pharmacy","conj. estrog.-medroxyPROG. 0.625 mg-2.5 mg Tab","27.59"
"Pharmacy","conjugated estrogens 0.3 mg Tab","22.49"
"Pharmacy","conjugated estrogens 0.45 mg Tab","22.49"
"Pharmacy","conjugated estrogens 0.625 mg Tab","22.49"
"Pharmacy","conjugated estrogens 0.625 mg/g Vaginal Cream w/Appl (30gm Bulk)","49.81"
"Pharmacy","conjugated estrogens 0.9 mg Tab","22.49"
"Pharmacy","cortisone 25 mg Tab","10.94"
"Pharmacy","cosyntropin 0.25 mg Inj","336.84"
"Pharmacy","cranberry 200 mg Cap","3.5"
"Pharmacy","cranberry 250 mg tab","3.5"
"Pharmacy","cranberry 475mg Cap","3.5"
"Pharmacy","cranberry 500mg Cap","3.5"
"Pharmacy","cranberry extract 400mg","3.5"
"Pharmacy","cromolyn 100mg/5mLOral Soln (5mL UD)","4.4"
"Pharmacy","cromolyn 4% ophthalmic Solution (10mL Bulk)","13.02"
"Pharmacy","cromolyn 5.2 mg/inh Nasal Spray (26mL Bulk)","3.5"
"Pharmacy","cyanocobalamin 100 mcg Tab","3.5"
"Pharmacy","cyanocobalamin 1000 mcg Loz","3.5"
"Pharmacy","cyanocobalamin 1000 mcg SL Tab","3.5"
"Pharmacy","cyanocobalamin 1000 mcg Tab","3.5"
"Pharmacy","cyanocobalamin 1000 mcg/mL Inj Sol","30.59"
"Pharmacy","cyanocobalamin 250 mcg Tab","3.5"
"Pharmacy","cyanocobalamin 2500 mcg SL Tab","3.5"
"Pharmacy","cyanocobalamin 500 mcg Tab","3.5"
"Pharmacy","cyanocobalamin-methylcobalamin 600 mcg-600 mcg Tab-SL","3.5"
"Pharmacy","cyclobenzaprine 10 mg Tab","3.5"
"Pharmacy","cyclobenzaprine 30 mg Cap-ER","152.47"
"Pharmacy","cyclobenzaprine 5 mg Tab","5.74"
"Pharmacy","cyclopentolate 1% ophthalmic Solution (15mL Bulk)","8.16"
"Pharmacy","cyclopentolate 1% ophthalmic Solution (2mL Bulk)","25.87"
"Pharmacy","cyclophosphamide 25 mg Cap","32.77"
"Pharmacy","cyclophosphamide 25 mg Tab","9.75"
"Pharmacy","cyclophosphamide 50 mg Cap","60.13"
"Pharmacy","cyclophosphamide 50 mg Tab","17.9"
"Pharmacy","cycloSPORINE 0.05% Opht Emulsion (1EA UD)","32.41"
"Pharmacy","cycloSPORINE 100 mg/mL Oral Soln (Extemp)","54.67"
"Pharmacy","cycloSPORINE 25 mg Cap","11.64"
"Pharmacy","cycloSPORINE modified 100 mg Cap  (Gengraf)","26.71"
"Pharmacy","cycloSPORINE modified 100 mg Cap (Neoral)","32.82"
"Pharmacy","cycloSPORINE modified 100 mg/mL Oral Liquid (Extemp)","20.69"
"Pharmacy","cycloSPORINE modified 25 mg Cap  (Gengraf)","4.83"
"Pharmacy","cycloSPORINE modified 25 mg Cap  (Neoral)","4.81"
"Pharmacy","cycloSPORINE modified 50 mg Cap (Gengraf)","9.58"
"Pharmacy","cyproheptadine 2 mg/5 mL Syrup (10mL UD)","3.5"
"Pharmacy","cyproheptadine 4 mg Tab","3.74"
"Pharmacy","dabigatran 110 mg Cap","25.49"
"Pharmacy","dabigatran 150 mg Cap","27.53"
"Pharmacy","dabigatran 75 mg Cap","27.53"
"Pharmacy","dalfampridine 10 mg Tab","68.38"
"Pharmacy","dalfopristin-quinupristin 350 mg-150 mg IV Inj","1688.38"
"Pharmacy","dalteparin 10,000 intl units/mL Sol","344.72"
"Pharmacy","dalteparin 12,500 intl units/0.5 mL Inj Sol","861.85"
"Pharmacy","dalteparin 15,000 intl units/0.6 mL Sol","861.8"
"Pharmacy","dalteparin 18,000 intl units/0.72 mL Sol","861.79"
"Pharmacy","dalteparin 2500 intl units/0.2 mL Injection Solution","531.2"
"Pharmacy","dalteparin 5000 intl units/0.2 mL Injection Solution","854.65"
"Pharmacy","danazol 100 mg Cap","10.03"
"Pharmacy","danazol 200 mg Cap","36.01"
"Pharmacy","danazol 50 mg Cap","12.7"
"Pharmacy","dantrolene 100 mg Cap","7.59"
"Pharmacy","dantrolene 25 mg Cap","3.74"
"Pharmacy","dantrolene 50 mg Cap","6.05"
"Pharmacy","dapagliflozin 10 mg Tab","65.04"
"Pharmacy","dapagliflozin 5 mg Tab","65.04"
"Pharmacy","dapsone 100 mg Tab","10.58"
"Pharmacy","dapsone 25 mg Tab","7.7"
"Pharmacy","DAPTOmycin 350 mg Powder Injection (vial)","1229.19"
"Pharmacy","DAPTOmycin 500 mg Powder Injection (Vial)","1871.03"
"Pharmacy","darbepoetin alfa 100 mcg/0.5 mL Inj Sol","6501.6"
"Pharmacy","darbepoetin alfa 100 mcg/mL Inj Sol","3250.8"
"Pharmacy","darbepoetin alfa 150 mcg/0.3 mL Inj Sol","16254"
"Pharmacy","darbepoetin alfa 150 mcg/0.75 mL Inj Sol","5673.36"
"Pharmacy","darbepoetin alfa 200 mcg/0.4 mL Inj Sol","16254"
"Pharmacy","darbepoetin alfa 200 mcg/mL Inj Sol","6501.6"
"Pharmacy","darbepoetin alfa 25 mcg/0.42 mL Sol","1935"
"Pharmacy","darbepoetin alfa 25 mcg/mL Inj Sol","812.7"
"Pharmacy","darbepoetin alfa 300 mcg/0.6 mL Sol","16254"
"Pharmacy","darbepoetin alfa 300 mcg/mL Inj Sol","9752.4"
"Pharmacy","darbepoetin alfa 40 mcg/0.4 mL Sol","3250.8"
"Pharmacy","darbepoetin alfa 40 mcg/mL Inj Sol","1300.32"
"Pharmacy","darbepoetin alfa 500 mcg/mL Inj Sol","16254"
"Pharmacy","darbepoetin alfa 60 mcg/0.3 mL Sol","6501.6"
"Pharmacy","darbepoetin alfa 60 mcg/mL Inj Sol","1950.48"
"Pharmacy","darifenacin 15 mg ER Tab","38.7"
"Pharmacy","darifenacin 7.5 mg ER Tab","38.7"
"Pharmacy","darunavir 150 mg Tab","25.15"
"Pharmacy","darunavir 400 mg Tab","80.06"
"Pharmacy","darunavir 600 mg Tab","100.59"
"Pharmacy","darunavir 800 mg Tab","201.17"
"Pharmacy","deferasirox 500 mg Tab-Dis","656.86"
"Pharmacy","deferoxamine 500mg Powder Injection (Vial)","36.61"
"Pharmacy","delavirdine 200 mg Tab","10.38"
"Pharmacy","demeclocycline 150 mg Tab","22.54"
"Pharmacy","demeclocycline 300 mg Tab","59.74"
"Pharmacy","desipramine 10 mg Tab","4.14"
"Pharmacy","desipramine 150 mg Tab","32.01"
"Pharmacy","desipramine 25 mg Tab","7.02"
"Pharmacy","desipramine 50 mg Tab","9.37"
"Pharmacy","desmopressin 0.1 mg Tab","4.41"
"Pharmacy","desmopressin 0.2 mg Tab","4.95"
"Pharmacy","desmopressin 10mcg/spray Nasal Solution (2.5mL Bulk)","444.01"
"Pharmacy","desmopressin 10mcg/spray Nasal Spray (5mL Bulk)","165.48"
"Pharmacy","desmopressin 4 mcg/mL IV Sol (1 mL)","43.47"
"Pharmacy","desmopressin 4 mcg/mL IV Sol (10 mL)","249.98"
"Pharmacy","desonide 0.05% Topical  Cream (15gm Bulk)","18.73"
"Pharmacy","desonide 0.05% Topical  Cream (60gm Bulk)","18.73"
"Pharmacy","desonide 0.05% topical Lotion (59mL Bulk)","17.57"
"Pharmacy","desonide 0.05% Topical Ointment (15gm Bulk)","14.02"
"Pharmacy","desoximetasone 0.25% Topical Cream (15gm Bulk)","13.6"
"Pharmacy","desoximetasone 0.25% Topical Cream (60gm Bulk)","11.62"
"Pharmacy","desoximetasone 0.25% Topical Ointment (15gm Bulk)","15.68"
"Pharmacy","desvenlafaxine 100 mg Tab ER","20.56"
"Pharmacy","desvenlafaxine 25 mg Tab ER","40.16"
"Pharmacy","desvenlafaxine 50 mg Tab ER","41.83"
"Pharmacy","dexameth/neomycin/polymyxin B 1 mg-3.5 mg-10000 units/g Opht Oint (3.5gm Bulk)","44"
"Pharmacy","dexameth/neomycin/polymyxin B 1 mg-3.5 mg-10000 units/mL Opht Susp (5mL Bulk)","13.9"
"Pharmacy","dexamethasone 0.1% Opht Sol (5mL Bulk)","47.17"
"Pharmacy","dexamethasone 0.1% Opht Susp (5mL Bulk)","63.34"
"Pharmacy","dexamethasone 0.5 mg Tab","3.5"
"Pharmacy","dexamethasone 0.5 mg/5 mL Liq Oral Liquid (Extemp)","3.5"
"Pharmacy","dexamethasone 0.75 mg Tab","3.5"
"Pharmacy","dexamethasone 1 mg Tab","3.5"
"Pharmacy","dexamethasone 1.5 mg Tab","3.5"
"Pharmacy","dexamethasone 10 mg/mL Inj Sol (10mL Bulk)","4.55"
"Pharmacy","dexamethasone 10 mg/mL preservative-free Sol","22.05"
"Pharmacy","dexamethasone 10 mg/mL Sol","5.46"
"Pharmacy","dexamethasone 2 mg Tab","3.5"
"Pharmacy","dexamethasone 4 mg Tab","4.22"
"Pharmacy","dexamethasone 4 mg/mL Inj Sol","9.24"
"Pharmacy","dexamethasone 4 mg/mL Inj Sol 30 mL","3.98"
"Pharmacy","dexamethasone 4 mg/mL Inj Sol 5ml","3.5"
"Pharmacy","dexamethasone-tobramycin 0.1%-0.3% Opht Susp (2.5mL Bulk)","83.99"
"Pharmacy","dexamethasone-tobramycin 0.1%-0.3% Opht Susp (5mL Bulk)","85.18"
"Pharmacy","dexamethasone-tobramycin 0.1%-0.3% Opth Oint (3.5gm Bulk)","250.78"
"Pharmacy","dexlansoprazole 30 mg  DR Cap","38.39"
"Pharmacy","dexlansoprazole 60 mg DR Cap","38.39"
"Pharmacy","dexmethylphenidate 10 mg Cap ER","33.17"
"Pharmacy","dexmethylphenidate 5 mg Tab","3.5"
"Pharmacy","dextroamphetamine 10 mg Cap ER","17.71"
"Pharmacy","dextroamphetamine 10 mg tab","7.14"
"Pharmacy","dextroamphetamine 15 mg Cap ER","22.58"
"Pharmacy","dextroamphetamine 15 mg Tab","25.95"
"Pharmacy","dextroamphetamine 5 mg Cap ER","14.18"
"Pharmacy","dextroamphetamine 5 mg Tab","6.3"
"Pharmacy","dextromethorphan 15 mg Cap","3.5"
"Pharmacy","dextromethorphan 30 mg/5 mL Oral Susp (5mL UD Liq)","3.5"
"Pharmacy","dextromethorphan-guaiFENesin 10 mg-100 mg/5 mL Oral Liquid (5mL UD Liq)","3.5"
"Pharmacy","dextromethorphan-guaiFENesin 20 mg-200 mg/10 mL Oral Liq (10mL UD)","3.5"
"Pharmacy","dextromethorphan-guaiFENesin 20 mg-200 mg/10 mL Oral Soln (10mL UD)","3.5"
"Pharmacy","dextromethorphan-guaiFENesin 20 mg-400 mg Tab","3.5"
"Pharmacy","dextromethorphan-guaiFENesin 30 mg-600 mg Tab","3.5"
"Pharmacy","dextromethorphan-guaiFENesin 60 mg-1200 mg Tab ER","3.5"
"Pharmacy","dextromethorphan-promethazine 15 mg-6.25 mg/5 mL Syr","3.5"
"Pharmacy","dextromethorphan-quiNIDine 20 mg-10 mg Cap","76.86"
"Pharmacy","Dextrose 1.5% with Electrolytes (Dianeal PD-2) intraperitoneal solution (2,000 mL)","3.5"
"Pharmacy","dextrose 10% in water IV Soln 1000 mL","3.5"
"Pharmacy","dextrose 10% in water IV Soln 250 mL","3.5"
"Pharmacy","dextrose 10% in water IV Soln 500 mL","3.5"
"Pharmacy","dextrose 5 % in water IV Sol LVP 1000 ml CONT","3.5"
"Pharmacy","Dextrose 5% in Lactated Ringers IV Sol LVP 1000 mL","3.5"
"Pharmacy","dextrose 5% in water IV Sol 100 mL ADDV","3.5"
"Pharmacy","dextrose 5% in water IV Soln 100 mL","3.5"
"Pharmacy","dextrose 5% in water IV Soln 150 mL","3.5"
"Pharmacy","dextrose 5% in water IV Soln 250 mL","3.5"
"Pharmacy","dextrose 5% in water IV Soln 50 mL","3.5"
"Pharmacy","dextrose 5% in water IV Soln 500 mL","3.5"
"Pharmacy","Dextrose 5% in Water with KCl 20 mEq/L","3.5"
"Pharmacy","dextrose 5% with 0.2% NaCl IV Soln 1000 mL","3.5"
"Pharmacy","dextrose 5% with 0.2% NaCl IV Soln 500 mL","3.5"
"Pharmacy","dextrose 5% with 0.225% NaCl IV Soln 500 mL","3.5"
"Pharmacy","dextrose 5% with 0.33% NaCl IV Soln 1000 mL","3.5"
"Pharmacy","dextrose 5% with 0.45% NaCl and KCl 10 mEq/L IV Soln 1000mL","3.5"
"Pharmacy","dextrose 5% with 0.45% NaCl and KCl 20 mEq/L IV Soln 1000mL","3.5"
"Pharmacy","dextrose 5% with 0.45% NaCl and KCl 30 mEq/L IV Soln 1000mL","3.5"
"Pharmacy","dextrose 5% with 0.45% NaCl and KCl 40 mEq/L IV Soln 1000mL","3.5"
"Pharmacy","dextrose 5% with 0.45% NaCl IV Soln 1000 mL","3.5"
"Pharmacy","dextrose 5% with 0.45% NaCl IV Soln 500 mL","3.5"
"Pharmacy","dextrose 5% with 0.9% NaCL and KCL 20 mEq/L","3.5"
"Pharmacy","dextrose 5% with 0.9% NaCL and KCL 40 mEq/L","3.5"
"Pharmacy","dextrose 5% with NS IV Soln 1000 mL","3.5"
"Pharmacy","Dextrose 50% IV Sol 50 mL","3.5"
"Pharmacy","diatrizoate 66%-10% Oral Soln (120mL Bulk)","3.5"
"Pharmacy","diatrizoate 66%-10% Oral Soln (30mL Bulk)","3.5"
"Pharmacy","diazepam 0.01mg/1mL Oral Solution (Extemp)","3.5"
"Pharmacy","diazepam 10 mg rectal kit","1274.21"
"Pharmacy","diazepam 10 mg Tab","3.5"
"Pharmacy","diazepam 2 mg Tab","3.5"
"Pharmacy","diazepam 2.5 mg rectal Kit","1085.12"
"Pharmacy","diazepam 20 mg rectal Kit","1287.21"
"Pharmacy","diazepam 5 mg Tab","3.5"
"Pharmacy","diazePAM 5 mg/5 mL Oral Solution (5mL UD)","3.5"
"Pharmacy","diazepam 5 mg/mL Inj Sol (10mL Vial)","15.09"
"Pharmacy","diazepam 5 mg/mL Inj Sol 2 mL","55.03"
"Pharmacy","diazoxide 50 mg/mL Oral Susp (30mL Bulk)","37.32"
"Pharmacy","dibucaine 1% Topical Ointment (30gm Bulk)","3.5"
"Pharmacy","dibucaine 1% Topical Ointment (56.7gm Bulk)","3.5"
"Pharmacy","diclofenac 0.1% Opht Soln (2.5mL Bulk)","62.68"
"Pharmacy","diclofenac 0.1% Opht Soln (5mL Bulk)","51.12"
"Pharmacy","diclofenac 1% Topical Gel (100gm Bulk)","3.5"
"Pharmacy","diclofenac 1.3% Topical Film (1EA UD)","52.22"
"Pharmacy","diclofenac 1.5% Topical Soln (150mL Bulk)","6.08"
"Pharmacy","Diclofenac 1.5% Topical Solution (2mL UD)","27.09"
"Pharmacy","diclofenac 3% Topical Gel (100gm Bulk)","39.63"
"Pharmacy","diclofenac potassium 50 mg Tab","9.66"
"Pharmacy","diclofenac sodium 100 mg Tab ER","9.84"
"Pharmacy","diclofenac sodium 25 mg DR Tab","4.98"
"Pharmacy","diclofenac sodium 50 mg Tab EC","5.15"
"Pharmacy","diclofenac sodium 75 mg Tab EC","4.01"
"Pharmacy","diclofenac-misoprostol 50 mg-200 mcg Tab","11.73"
"Pharmacy","diclofenac-misoprostol 75 mg-200 mcg Tab","11.73"
"Pharmacy","dicloxacillin 250 mg Cap","4.39"
"Pharmacy","dicloxacillin 500 mg Cap","7.98"
"Pharmacy","dicyclomine 10 mg Cap","3.5"
"Pharmacy","dicyclomine 10 mg/mL Inj Sol 2 mL","85.31"
"Pharmacy","dicyclomine 20 mg Tab","3.5"
"Pharmacy","diflunisal 500 mg Tab","5.94"
"Pharmacy","difluprednate 0.05% ophthalmic Emulsion (5 mL Bulk)","131.89"
"Pharmacy","digoxin 125 mcg (0.125 mg) Tab","8.05"
"Pharmacy","digoxin 250 mcg (0.25 mg) Tab","8.05"
"Pharmacy","digoxin 250 mcg/mL (0.25 mg/mL) Inj Sol 2 mL","11.55"
"Pharmacy","digoxin 50 mcg/mL (0.05 mg/mL) Elixer (2.5mL UD)","5.71"
"Pharmacy","digoxin 50 mcg/mL (0.05 mg/mL) Oral Elixir (Extemp)","9.8"
"Pharmacy","dihydroergotamine 1 mg/mL Inj Sol","524.09"
"Pharmacy","diltiazem 100 mg vial (ADDV)","48.67"
"Pharmacy","diltiazem 120 mg SR Cap 12hr","22.82"
"Pharmacy","dilTIAZem 120 mg Tab (non-ER)","10.1"
"Pharmacy","diltiazem 120 mg/24 hours ER Tab","15.98"
"Pharmacy","diltiazem 120 mg/24 hours ERCap","4.19"
"Pharmacy","diltiazem 180 mg/24 hours ERCap","3.5"
"Pharmacy","diltiazem 240 mg/24 hours ERCap","7.18"
"Pharmacy","diltiazem 30 mg Tab (non-ER)","3.5"
"Pharmacy","diltiazem 300 mg/24 hours ERCap","5.8"
"Pharmacy","dilTIAZem 360 mg/24 hours ER Cap","34.39"
"Pharmacy","diltiazem 420 mg/24 hours ER Cap","6.19"
"Pharmacy","diltiazem 5mg/mL Solution IV (10mL Vial)","3.5"
"Pharmacy","diltiazem 5mg/mL Solution IV (25mL Vial)","3.5"
"Pharmacy","diltiazem 5mg/mL Solution IV (5mL Vial)","3.5"
"Pharmacy","diltiazem 60 mg SRCap 12hr","13.91"
"Pharmacy","diltiazem 60 mg Tab (non-ER)","3.5"
"Pharmacy","diltiazem 90 mg SRCap 12hr","16.35"
"Pharmacy","diltiazem 90 mg Tab (non-ER)","3.5"
"Pharmacy","dimenhyDRINATE 50 mg Tab","3.5"
"Pharmacy","dimethyl fumarate 240 mg Cap DR","266.88"
"Pharmacy","diphenhydrAMINE 12.5 mg Tab-Chew","3.5"
"Pharmacy","diphenhydrAMINE 12.5 mg/5 mL Oral Liq  (5mL UD)","3.5"
"Pharmacy","diphenhydrAMINE 25 mg Cap","3.5"
"Pharmacy","diphenhydrAMINE 25 mg Tab","3.5"
"Pharmacy","diphenhydrAMINE 25mg/10mL Oral Liquid (10mL UD Liq)","3.5"
"Pharmacy","diphenhydrAMINE 50 mg Cap","3.5"
"Pharmacy","diphenhydrAMINE 50 mg/mL Inj Sol","11.55"
"Pharmacy","diphenhydrAMINE/HC/nystatin topical 0.525 g-0.06 g-0.6 g/237 mL Oral Susp (237mL Bulk)","3.5"
"Pharmacy","diphenhydrAMINE/HC/nystatin/TCN topical 0.45 g-0.06 g-1.2 g-1.5 g/237 mL Oral Susp (237mL Bulk)","3.5"
"Pharmacy","diphenhydrAMINE/lidocaine/nystatin topical 0.2 g-1.6 g-1.6 g/237 mL Oral Susp (237mL Bulk)","3.5"
"Pharmacy","diphenhydramine-ibuprofen 38 mg-200 mg Tab","3.5"
"Pharmacy","diphenhydrAMINE-zinc acetate 1%-0.1% Topical Cream (30gm Bulk)","3.5"
"Pharmacy","diphenhydrAMINE-zinc acetate 2%-0.1% Topical Cream (28gm Bulk)","3.5"
"Pharmacy","dipyridamole 25 mg Tab","3.71"
"Pharmacy","dipyridamole 50 mg Tab","5.98"
"Pharmacy","dipyridamole 75 mg Tab","3.5"
"Pharmacy","disopyramide 100 mg Cap","4.86"
"Pharmacy","disopyramide 150 mg Cap","5.74"
"Pharmacy","disulfiram 250 mg Tab","14.14"
"Pharmacy","divalproex sodium 125 mg Cap-DR Sprinkle","3.5"
"Pharmacy","divalproex sodium 125 mg DR Tab-EC","3.86"
"Pharmacy","divalproex sodium 250 mg DR Tab-EC","6.1"
"Pharmacy","divalproex sodium 250 mg ER Tab","5.43"
"Pharmacy","divalproex sodium 500 mg DR Tab-EC","4.98"
"Pharmacy","divalproex sodium 500 mg ER Tab","14.26"
"Pharmacy","DOBUTamine 1mg/mL-D5% Solution IV (250mL IVPB)","3.5"
"Pharmacy","DOBUTamine 2mg/mL-D5% Solution IV (250mL IVPB)","3.5"
"Pharmacy","DOBUTamine 4mg/mL-D5% Solution IV (250mL IVPB)","3.5"
"Pharmacy","docosanol 10% Topical Cream (2gm Bulk)","32.46"
"Pharmacy","docusate 10 mg/mL Oral Liquid (10mL UD Liq)","3.5"
"Pharmacy","docusate 283 mg Rectal Enema","3.5"
"Pharmacy","docusate calcium 240 mg Cap","3.5"
"Pharmacy","docusate sodium 100 mg Cap","3.5"
"Pharmacy","docusate sodium 100 mg Tab","3.5"
"Pharmacy","docusate sodium 250 mg Cap","3.5"
"Pharmacy","docusate sodium 60 mg/15 mL Oral Syrup (Extemp)","3.5"
"Pharmacy","docusate-senna 50 mg-8.6 mg Tab","3.5"
"Pharmacy","dofetilide 125 mcg Cap","29.94"
"Pharmacy","dofetilide 250 mcg Cap","43.65"
"Pharmacy","dofetilide 500 mcg Cap","29.94"
"Pharmacy","dolutegravir 25 mg Tab","105.49"
"Pharmacy","dolutegravir 50 mg Tab","210.97"
"Pharmacy","donepezil 10 mg Tab","3.5"
"Pharmacy","donepezil 10 mg Tab ODT","27.26"
"Pharmacy","donepezil 23 mg Tab","7.62"
"Pharmacy","donepezil 5 mg Tab","3.5"
"Pharmacy","donepezil 5 mg Tab ODT","27.26"
"Pharmacy","donepezil-memantine 10 mg-14 mg Cap-ER","53.78"
"Pharmacy","donepezil-memantine 10 mg-28 mg Cap-ER","53.78"
"Pharmacy","DOPamine 1.6 mg/mL-D5% Solution IV","3.5"
"Pharmacy","DOPamine 3.2 mg/mL-D5% Solution IV","3.5"
"Pharmacy","doripenem 250 mg Pow inj","86.45"
"Pharmacy","doripenem 500 mg Pow inj","157.78"
"Pharmacy","dornase alfa 2.5 mg/2.5 mL Inh Sol","193.06"
"Pharmacy","dorzolamide 2% Opht Soln (10mL Bulk)","23.36"
"Pharmacy","dorzolamide-timolol 2%-0.5% PF Ophthalmic Solution (1EA UD)","10.99"
"Pharmacy","dorzolamide-timolol 2.23%-0.68% Opht Soln (10mL Bulk)","23.62"
"Pharmacy","doxazosin 1 mg Tab","3.55"
"Pharmacy","doxazosin 2 mg Tab","3.55"
"Pharmacy","doxazosin 4 mg Tab","3.62"
"Pharmacy","doxazosin 8 mg Tab","5.2"
"Pharmacy","doxepin 10 mg Cap","3.5"
"Pharmacy","doxepin 10 mg/mL Oral Concentrate","3.5"
"Pharmacy","doxepin 100 mg Cap","6.99"
"Pharmacy","doxepin 150 mg Cap","3.5"
"Pharmacy","doxepin 25 mg Cap","3.5"
"Pharmacy","doxepin 3 mg Tab","47.18"
"Pharmacy","doxepin 5% Topical Cream (45gm Bulk)","51.03"
"Pharmacy","doxepin 50 mg Cap","4.09"
"Pharmacy","doxepin 6 mg Tab","46.79"
"Pharmacy","doxercalciferol 0.5 mcg Oral Cap","59.79"
"Pharmacy","doxercalciferol 2 mcg/mL Inj Sol (1mL Vial)","26.25"
