"Charge name","Charge procedure master #","Revenue ID","Associated Cost Centers & NAME","HOSPITAL BILLING DEFAULT TECH FEE SCHEDULE","Fee Schedule Year"
"HC PT OTHER SUBS LMTN CURR <100%","H4200126","0420","20 PHYSICAL THERAPY O/P 20 PHYSICAL THERAPY I/P 20 OUTPATIENT REHAB CORK ST 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY O/P 25 PHYSICAL THERAPY I/P 30 PHYSICAL THERAPY I/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 80 REHAB PHYSICAL THERAPY 25 S.N.F.-PHYSICAL THERAPY","$0.01","2018"
"HC PT OTHER SUBS LMTN CURR 100%","H4200127","0420","20 PHYSICAL THERAPY O/P 20 PHYSICAL THERAPY I/P 20 OUTPATIENT REHAB CORK ST 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY O/P 25 PHYSICAL THERAPY I/P 30 PHYSICAL THERAPY I/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 80 REHAB PHYSICAL THERAPY 25 S.N.F.-PHYSICAL THERAPY","$0.01","2018"
"HC PT OTHER SUBS LMTN PROJ 0%","H4200128","0420","20 PHYSICAL THERAPY I/P 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 80 REHAB PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 REHAB PHYSICAL THERAPY","$0.01","2018"
"HC PT OTHER SUBS LMTN PROJ <20%","H4200129","0420","20 PHYSICAL THERAPY I/P 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 80 REHAB PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY","$0.01","2018"
"HC PT OTHER SUBS LMTN PROJ <40%","H4200130","0420","20 PHYSICAL THERAPY I/P 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 80 REHAB PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY","$0.01","2018"
"HC PT OTHER SUBS LMTN PROJ <60%","H4200131","0420","20 PHYSICAL THERAPY I/P 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 80 REHAB PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY","$0.01","2018"
"HC PT OTHER SUBS LMTN PROJ <80%","H4200132","0420","20 PHYSICAL THERAPY I/P 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 80 REHAB PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY","$0.01","2018"
"HC PT OTHER SUBS LMTN PROJ <100%","H4200133","0420","20 PHYSICAL THERAPY I/P 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 80 REHAB PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY","$0.01","2018"
"HC PT OTHER SUBS LMTN PROJ 100%","H4200134","0420","20 PHYSICAL THERAPY I/P 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 80 REHAB PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY","$0.01","2018"
"HC PT OTHER SUBS LMTN DISCH 0%","H4200135","0420","20 PHYSICAL THERAPY I/P 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 80 REHAB PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 REHAB PHYSICAL THERAPY","$0.01","2018"
"HC PT OTHER SUBS LMTN DISCH <20%","H4200136","0420","20 PHYSICAL THERAPY I/P 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 80 REHAB PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY","$0.01","2018"
"HC PT OTHER SUBS LMTN DISCH <40%","H4200137","0420","20 PHYSICAL THERAPY I/P 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 80 REHAB PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY","$0.01","2018"
"HC PT OTHER SUBS LMTN DISCH <60%","H4200138","0420","20 PHYSICAL THERAPY I/P 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 80 REHAB PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY","$0.01","2018"
"HC PT OTHER SUBS LMTN DISCH <80%","H4200139","0420","20 PHYSICAL THERAPY I/P 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 80 REHAB PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY","$0.01","2018"
"HC PT OTHER SUBS LMTN DISCH <100%","H4200140","0420","20 PHYSICAL THERAPY I/P 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 80 REHAB PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY","$0.01","2018"
"HC PT OTHER SUBS LMTN DISCH 100%","H4200141","0420","20 PHYSICAL THERAPY I/P 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 80 REHAB PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY","$0.01","2018"
"HC PT ELECTRIC STIMULATION THERAPY","H4200142","0420","20 PHYSICAL THERAPY O/P 20 PHYSICAL THERAPY I/P 20 OUTPATIENT REHAB CORK ST 25 PHYSICAL THERAPY O/P 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 80 REHAB PHYSICAL THERAPY","$69.00","2018"
"HC PT G8986 CEDARON","H4200143","0420","20 PHYSICAL THERAPY O/P 20 OUTPATIENT REHAB CORK ST 25 PHYSICAL THERAPY O/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 25 S.N.F.-PHYSICAL THERAPY 20 REHAB PHYSICAL THERAPY","$0.01","2018"
"HC PT G8984 CEDARON","H4200144","0420","20 PHYSICAL THERAPY O/P 20 OUTPATIENT REHAB CORK ST 25 PHYSICAL THERAPY O/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 25 S.N.F.-PHYSICAL THERAPY","$0.01","2018"
"HC PT G8985 CEDARON","H4200145","0420","20 PHYSICAL THERAPY O/P 20 OUTPATIENT REHAB CORK ST 25 PHYSICAL THERAPY O/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 25 S.N.F.-PHYSICAL THERAPY 20 REHAB PHYSICAL THERAPY","$0.01","2018"
"HC PT G8981 CEDARON","H4200146","0420","20 PHYSICAL THERAPY O/P 20 OUTPATIENT REHAB CORK ST 25 PHYSICAL THERAPY O/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 25 S.N.F.-PHYSICAL THERAPY","$0.01","2018"
"HC PT G8983 CEDARON","H4200147","0420","20 PHYSICAL THERAPY O/P 20 OUTPATIENT REHAB CORK ST 25 PHYSICAL THERAPY O/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 25 S.N.F.-PHYSICAL THERAPY","$0.01","2018"
"HC PT G8982 CEDARON","H4200148","0420","20 PHYSICAL THERAPY O/P 20 OUTPATIENT REHAB CORK ST 25 PHYSICAL THERAPY O/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 25 S.N.F.-PHYSICAL THERAPY","$0.01","2018"
"HC PT G8978 CEDARON","H4200149","0420","20 PHYSICAL THERAPY O/P 20 OUTPATIENT REHAB CORK ST 25 PHYSICAL THERAPY O/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 25 S.N.F.-PHYSICAL THERAPY","$0.01","2018"
"HC PT G8980 CEDARON","H4200150","0420","20 PHYSICAL THERAPY O/P 20 OUTPATIENT REHAB CORK ST 25 PHYSICAL THERAPY O/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 25 S.N.F.-PHYSICAL THERAPY 20 REHAB PHYSICAL THERAPY","$0.01","2018"
"HC PT G8979 CEDARON","H4200151","0420","20 PHYSICAL THERAPY O/P 20 OUTPATIENT REHAB CORK ST 25 PHYSICAL THERAPY O/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 25 S.N.F.-PHYSICAL THERAPY 20 REHAB PHYSICAL THERAPY","$0.01","2018"
"HC PT G8990 CEDARON","H4200152","0420","20 PHYSICAL THERAPY O/P 20 OUTPATIENT REHAB CORK ST 25 PHYSICAL THERAPY O/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 25 S.N.F.-PHYSICAL THERAPY","$0.01","2018"
"HC PT G8992 CEDARON","H4200153","0420","20 PHYSICAL THERAPY O/P 20 OUTPATIENT REHAB CORK ST 25 PHYSICAL THERAPY O/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 25 S.N.F.-PHYSICAL THERAPY","$0.01","2018"
"HC PT G8991 CEDARON","H4200154","0420","20 PHYSICAL THERAPY O/P 20 OUTPATIENT REHAB CORK ST 25 PHYSICAL THERAPY O/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 25 S.N.F.-PHYSICAL THERAPY","$0.01","2018"
"HC PT G8993 CEDARON","H4200155","0420","20 PHYSICAL THERAPY O/P 20 OUTPATIENT REHAB CORK ST 25 PHYSICAL THERAPY O/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 25 S.N.F.-PHYSICAL THERAPY","$0.01","2018"
"HC PT G8995 CEDARON","H4200156","0420","20 PHYSICAL THERAPY O/P 20 OUTPATIENT REHAB CORK ST 25 PHYSICAL THERAPY O/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 25 S.N.F.-PHYSICAL THERAPY","$0.01","2018"
"HC PT G8994 CEDARON","H4200157","0420","20 PHYSICAL THERAPY O/P 20 OUTPATIENT REHAB CORK ST 25 PHYSICAL THERAPY O/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 25 S.N.F.-PHYSICAL THERAPY","$0.01","2018"
"HC PT G8987 CEDARON","H4200158","0420","20 PHYSICAL THERAPY O/P 20 OUTPATIENT REHAB CORK ST 25 PHYSICAL THERAPY O/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 25 S.N.F.-PHYSICAL THERAPY","$0.01","2018"
"HC PT G8989 CEDARON","H4200159","0420","20 PHYSICAL THERAPY O/P 20 OUTPATIENT REHAB CORK ST 25 PHYSICAL THERAPY O/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 25 S.N.F.-PHYSICAL THERAPY","$0.01","2018"
"HC PT G8988 CEDARON","H4200160","0420","20 PHYSICAL THERAPY O/P 20 OUTPATIENT REHAB CORK ST 25 PHYSICAL THERAPY O/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 25 S.N.F.-PHYSICAL THERAPY","$0.01","2018"
"HC PT G9165 CEDARON","H4200161","0420","20 PHYSICAL THERAPY O/P 20 OUTPATIENT REHAB CORK ST 25 PHYSICAL THERAPY O/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 25 S.N.F.-PHYSICAL THERAPY","$0.01","2018"
"HC PT G9167 CEDARON","H4200162","0420","20 PHYSICAL THERAPY O/P 20 OUTPATIENT REHAB CORK ST 25 PHYSICAL THERAPY O/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 25 S.N.F.-PHYSICAL THERAPY","$0.01","2018"
"HC PT G9166 CEDARON","H4200163","0420","20 PHYSICAL THERAPY O/P 20 OUTPATIENT REHAB CORK ST 25 PHYSICAL THERAPY O/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 25 S.N.F.-PHYSICAL THERAPY","$0.01","2018"
"HC PT CANALITH REPOSITIONING PER DAY","H4210001","0421","20 PHYSICAL THERAPY O/P 20 PHYSICAL THERAPY I/P 20 OUTPATIENT REHAB CORK ST 25 PHYSICAL THERAPY O/P 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 80 REHAB PHYSICAL THERAPY  20 NEURODIAGNOSTIC LAB 20 REHAB PHYSICAL THERAPY","$217.00","2018"
"HC PT VASOPNEUMATIC DEVICE","H4210002","0421","20 PHYSICAL THERAPY O/P 20 PHYSICAL THERAPY I/P 20 OUTPATIENT REHAB CORK ST 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY O/P 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 80 REHAB PHYSICAL THERAPY","$69.00","2018"
"HC PT WHIRLPOOL","H4210003","0421","20 PHYSICAL THERAPY O/P 20 PHYSICAL THERAPY I/P 20 OUTPATIENT REHAB CORK ST 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY O/P 25 PHYSICAL THERAPY I/P 30 PHYSICAL THERAPY I/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 80 REHAB PHYSICAL THERAPY","$92.00","2018"
"HC PT ELEC STIM MAN EA 15MIN","H4210005","0421","20 PHYSICAL THERAPY O/P 20 PHYSICAL THERAPY I/P 20 OUTPATIENT REHAB CORK ST 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY O/P 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 80 REHAB PHYSICAL THERAPY","$69.00","2018"
"HC PT IONTOPHORESIS EA 15MIN","H4210006","0421","20 PHYSICAL THERAPY O/P 20 PHYSICAL THERAPY I/P 20 OUTPATIENT REHAB CORK ST 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY O/P 25 PHYSICAL THERAPY I/P 30 PHYSICAL THERAPY I/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 80 REHAB PHYSICAL THERAPY 25 S.N.F.-PHYSICAL THERAPY","$80.00","2018"
"HC PT CONTRAST BATH EA 15MIN","H4210007","0421","20 PHYSICAL THERAPY O/P 20 PHYSICAL THERAPY I/P 20 OUTPATIENT REHAB CORK ST 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY O/P 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 80 REHAB PHYSICAL THERAPY","$70.00","2018"
"HC PT ULTRASOUND EA 15MIN","H4210008","0421","20 PHYSICAL THERAPY O/P 20 PHYSICAL THERAPY I/P 20 OUTPATIENT REHAB CORK ST 25 NF - LYNN CARE 25 PHYSICAL THERAPY O/P 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 80 REHAB PHYSICAL THERAPY 20 REHAB PHYSICAL THERAPY","$104.00","2018"
"HC PT THERAP EX EA 15MIN","H4210009","0421","20 PHYSICAL THERAPY O/P 20 PHYSICAL THERAPY I/P 20 OUTPATIENT REHAB CORK ST 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY O/P 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 80 REHAB PHYSICAL THERAPY","$69.00","2018"
"HC PT NEURO RE-EDUC EA 15MIN","H4210010","0421","20 PHYSICAL THERAPY O/P 20 OUTPATIENT REHAB CORK ST 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY O/P 25 PHYSICAL THERAPY I/P 30 PHYSICAL THERAPY I/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 80 REHAB PHYSICAL THERAPY 20 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY","$69.00","2018"
"HC PT AQUATIC TX EA 15MIN","H4210011","0421","20 PHYSICAL THERAPY O/P 20 PHYSICAL THERAPY I/P 20 OUTPATIENT REHAB CORK ST 20 REHAB PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 80 REHAB PHYSICAL THERAPY","$90.00","2018"
"HC PT GAIT TRAIN EA 15MIN","H4210012","0421","20 PHYSICAL THERAPY O/P 20 PHYSICAL THERAPY I/P 20 OUTPATIENT REHAB CORK ST 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY O/P 25 PHYSICAL THERAPY I/P 30 PHYSICAL THERAPY I/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 80 REHAB PHYSICAL THERAPY 25 S.N.F.-PHYSICAL THERAPY","$69.00","2018"
"HC PT MASSAGE EA 15MIN","H4210013","0421","20 PHYSICAL THERAPY O/P 20 PHYSICAL THERAPY I/P 20 OUTPATIENT REHAB CORK ST 25 PHYSICAL THERAPY O/P 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 25 PT MASSAGE 30 PHYSICAL THERAPY I/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 45 PHYSICAL THERAPY 80 PHYSICAL THERAPY OP 80 REHAB PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P","$69.00","2018"
"HC PT MANUAL THERAPY EA 15MIN","H4210014","0421","20 PHYSICAL THERAPY O/P 20 PHYSICAL THERAPY I/P 20 OUTPATIENT REHAB CORK ST 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY O/P 25 PHYSICAL THERAPY I/P 30 PHYSICAL THERAPY I/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 80 REHAB PHYSICAL THERAPY 25 S.N.F.-PHYSICAL THERAPY","$69.00","2018"
"HC PT THERAP ACTIV EA 15MIN","H4210015","0421","20 PHYSICAL THERAPY O/P 20 PHYSICAL THERAPY I/P 20 OUTPATIENT REHAB CORK ST 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY O/P 25 PHYSICAL THERAPY I/P 30 PHYSICAL THERAPY I/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 80 REHAB PHYSICAL THERAPY  25 S.N.F.-PHYSICAL THERAPY","$69.00","2018"
"HC PT SELF CARE TRN EA 15MIN","H4210016","0421","20 PHYSICAL THERAPY O/P 20 PHYSICAL THERAPY I/P 20 OUTPATIENT REHAB CORK ST 20 REHAB PHYSICAL THERAPY 20 REHAB SPEECH THERAPY 25 PHYSICAL THERAPY O/P 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 80 REHAB PHYSICAL THERAPY 80 REHAB SPEECH THERAPY","$69.00","2018"
"HC PT COMM/WK REINTEG EA 15MIN","H4210017","0421","20 PHYSICAL THERAPY O/P 20 PHYSICAL THERAPY I/P 20 OUTPATIENT REHAB CORK ST 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP","$191.00","2018"
"HC PT WC TRAIN EA 15MIN","H4210018","0421","20 PHYSICAL THERAPY O/P 20 PHYSICAL THERAPY I/P 20 OUTPATIENT REHAB CORK ST 20 REHAB PHYSICAL THERAPY 25 PHYSICAL THERAPY O/P 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 80 REHAB PHYSICAL THERAPY","$69.00","2018"
"HC PT PHYS PERF W/REP EA 15MIN","H4210019","0421","20 PHYSICAL THERAPY O/P 20 PHYSICAL THERAPY I/P 20 OUTPATIENT REHAB CORK ST 25 PHYSICAL THERAPY O/P 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 25 S.N.F.-OCCUPATIONAL THERAPY 30 PHYSICAL THERAPY I/P 30 STRASBURG PHYSICAL THERAPY 30 MT JACKSON PHYSICAL THERAPY 45 PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P 80 PHYSICAL THERAPY OP 80 REHAB PHYSICAL THERAPY","$80.00","2018"
"HC PT ELEC STIM ULCER WOUNDS STG III/IV","H4210023","0421","25 S.N.F.-PHYSICAL THERAPY","$71.00","2018"
"HC PT ELECT STIM (UNATT)","H4210025","0421","25 NF - LYNN CARE 45 PHYSICAL THERAPY 25 PHYSICAL THERAPY I/P 25 S.N.F.-PHYSICAL THERAPY 30 PHYSICAL THERAPY I/P 20 REHAB PHYSICAL THERAPY 55 PHYSICAL THERAPY I/P","$69.00","2018"
