"PROC #","Procedure Description","IP Price","OP Price"
2019,NEOSTIGMININE METHYLSULFATE 1MG/ML IV SOLN(CFMH ANESTHESIA USE ONLY),129,129,*
2020,ALTEPLASE (ACTIVASE) BOLUS FROM BAG,0,0,*
2021,CEFTRIAXONE 2 GRAM/50 ML IN DEXTROSE (ISO-OSM) INTRAVENOUS PIGGYBACK,193,193,*
2022,UREA 10 % LOTION,15,15,*
2023,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,6,6,*
2024,AMIODARONE 150 MG IN 100 ML D5W LOADABLE MIXTURE,86,86,*
2025,GI COCKTAIL WITH DICYCLOMINE,3,3,*
2026,PERMETHRIN 5 % TOPICAL CREAM,92,92,*
2027,MAGIC MOUTHWASH  90 ML,10,10,*
2028,MAGIC MOUTHWASH W/ NYSTATIN 120 ML,11,11,*
2029,MIRACLE CREAM  60 GM,10,10,*
2030,HUM PROTHROMBIN CPLX (PCC) 4FACTOR 500 UNIT (400-620 UNIT) IV SOLUTION,24,24,*
2031,TPN ADULT,"1,009.50","1,009.50",*
2032,RIVAROXABAN 15 MG TABLET,15,15,*
2033,FLUCONAZOLE IN NS 800MG/400ML IVPB (MIXTURE),173,173,*
2034,VANCOMYCIN MESSAGE - DOSED BY PHARMACY BASED ON LEVELS,0,0,*
2035,TOBRAMYCIN MESSAGE - DOSED BY PHARMACY BASED ON LEVELS,0,0,*
2036,GENTAMICIN MESSAGE - DOSED BY PHARMACY BASED ON LEVELS,0,0,*
2037,LAMINARIA - MED THICK,132,132,*
2038,LAMINARIA - THICK,132,132,*
2039,LORATADINE 5 MG/5 ML ORAL SOLUTION,5,5,*
2040,PROPOFOL 10 MG/ML IV EMUL 20ML,33,33,*
2041,"DIPH,PERTUS(ACEL),TET PEDI (PF) 25 LF UNIT-58 MCG-10 LF/0.5ML IM SUSP",296,296,*
2042,DEXMEDETOMIDINE 80 MCG/20 ML (4 MCG/ML) IN 0.9 % SODIUM CHLORIDE IV,18,18,*
2043,NICARDIPINE 20 MG/200 ML IN SODIUM CHLORIDE(ISO) INTRAVENOUS PIGGYBACK,810,810,*
2044,AMPICILLIN-SULBACTAM 1.5 G/50 ML NS LOADABLE MIXTURE,67,67,*
2045,AMPICILLIN-SULBACTAM 3 G/100 ML NS LOADABLE MIXTURE,117,117,*
2046,DEXAMETHASONE 1 MG/ML DROPS (CONCENTRATE),1,1,*
2047,"AMIODARONE 360 MG/200 ML (1.8 MG/ML) IN DEXTROSE, ISO-OSMOTIC IV",225,225,*
2048,VANCOMYCIN 1 G/250 ML NS LOADABLE MIXTURE,98,98,*
2049,LACTATED RINGERS IRRIGATION SOLUTION,5,5,*
2050,ERTAPENEM 1 G IN 50ML NS LOADABLE MIXTURE,858,858,*
2051,AZITHROMYCIN 500MG IN 250ML NS LOADABLE MIXTURE,91,91,*
2052,CATARACT MEDS,46,46,*
2053,METOCLOPRAMIDE 5 MG/ML INJECTION SOLUTION,11,11,*
2054,HYDROMORPHONE 1 MG/ML INJECTION SOLUTION,18,18,*
2055,DEXTROSE 40 % ORAL GEL,8,8,*
2056,CERTOLIZUMAB PEGOL 400 MG (200 MG X 2 VIALS) SUBCUTANEOUS KIT,"10,170.50","10,170.50",*
2057,REGULAR INSULIN 100UNITS IN 100ML NS LOADABLE MIXTURE,50,50,*
2058,"NEOMYCIN-BACITRACN ZN-POLYMYX 3.5 MG-400 UNIT-5,000 UNIT/GRAM TOP OINT",22,22,*
2059,HYDROMORPHONE (PF) 10 MG/ML INJECTION SOLUTION,60,60,*
2060,MEROPENEM 500 MG INTRAVENOUS SOLUTION,171,171,*
2061,DOXEPIN 10 MG CAPSULE,3,3,*
2062,METHYLPREDNISOLONE SOD SUCC (PF) 500 MG/4 ML INTRAVENOUS SOLUTION,340,340,*
2063,ABCIXIMAB 10 MG/5 ML INTRAVENOUS SOLUTION,"5,713.50","5,713.50",*
2064,FLUCONAZOLE 150 MG TABLET,4,4,*
2065,"HEPARIN (PORCINE) 25,000 UNIT/500 ML (50 UNIT/ML) IN DEXTROSE 5 % IV",105,105,*
2066,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM 250 UNIT/GRAM TOPICAL OINTMENT,394,394,*
2067,RABIES IMMUNE GLOBULIN (PF) 300 UNIT/ML INTRAMUSCULAR SOLUTION,"2,361","2,361",*
2068,OMEGA-3 ACID ETHYL ESTERS 1 GRAM CAPSULE,3,3,*
2069,DROPERIDOL 2.5 MG/ML INJECTION SOLUTION,64,64,*
2070,HEPATITIS B IMMUNE GLOBULIN GREATR THAN 312 UNIT/ML INTRAMUSCULAR SOLN,"1,035.50","1,035.50",*
2071,INSULIN ASPART BOLUS FROM PATIENT'S OWN SQ PUMP(100 UNITS/ML),0,0,*
2072,DICYCLOMINE 10 MG/5 ML ORAL SOLUTION,3,3,*
2073,"BETAXOLOL 0.25 % EYE DROPS,SUSPENSION","1,906.50","1,906.50",*
2074,INSULIN PROTOCOL: BEDTIME CORRECTIVE COVERAGE,5,5,*
2075,INSULIN PROTOCOL: DECISION TREE,0,0,*
2076,INSULIN PROTOCOL: HYPOGLYCEMIA ,5,5,*
2077,INSULIN PROTOCOL : CORRECTIVE COVERAGE,0,0,*
2078,INSULIN PROTOCOL : CONTINUOUS INFUSION,0,0,*
2079,INSULIN PROTOCOL: LANTUS OR LEVEMIR BASAL,0,0,*
2080,METHOHEXITAL 500 MG SOLUTION FOR INJECTION,590,590,*
2081,"RHO(D) IMMUNE GLOBULIN 1,500 UNIT (300 MCG)/2 ML INJECTION SYRINGE",755,755,*
2082,VECURONIUM BROMIDE 20 MG INTRAVENOUS SOLUTION,113,113,*
2083,PROMETHAZINE 25 MG/50 ML NS IVPB,12,12,*
2084,"BUPROPION HCL SR 100 MG TABLET,12 HR SUSTAINED-RELEASE",3,3,*
2085,NAIR FACE CREAM,52,52,*
2086,POLYETHYLENE GLYCOL 3350 17 GRAM/DOSE ORAL POWDER,17,17,*
2087,OXCARBAZEPINE 300 MG TABLET,3,3,*
2088,FENTANYL CITRATE-0.9%NACL (PF) 1250 MCG/25 ML IJ SPCA OPIOID TOLERANT,121,121,*
2089,"BRINZOLAMIDE 1 % EYE DROPS,SUSPENSION","1,812","1,812",*
2090,DORZOLAMIDE 2 % EYE DROPS,156,156,*
2091,SMOG ENEMA,173,173,*
2092,DICLOFENAC 1 % TOPICAL GEL,86,86,*
2093,VALSARTAN 40 MG TABLET,3,3,*
2094,NICOTINE (POLACRILEX) 2 MG GUM,3,3,*
2095,IOHEXOL 350 MG/ML IV SOLN,5,5,*
2096,CEFEPIME 1 G/50 ML D5W (LOADABLE MIXTURE),105,105,*
2097,CEFTRIAXONE(ROCEPHIN) 2G IN 50 ML D5W LOADABLE MIXTURE,165,165,*
2098,CEFTRIAXONE (ROCEPHIN) 1 G IN 50 ML D5W LOADABLE MIXTURE,72,72,*
2099,BARIUM SULFATE 96 % (W/W) ORAL POWDER FOR SUSPENSION,0,0,*
2100,BARIUM SULFATE 60 % ORAL CREAM,0,0,*
2101,SOD BICARB-CITRIC AC-SIMETH 2.21 GRAM-1.53 GRAM/4 GRAM GRANULES EFFERV,0,0,*
2102,BARIUM SULFATE 98 % ORAL POWDER FOR SUSPENSION,0,0,*
2103,"BARIUM SULFATE 105 % (W/V), 58 % (W/W) ORAL SUSPENSION",0,0,*
2104,GADOBENATE DIMEGLUMINE 529 MG/ML(0.1 MMOL/0.2 ML) INTRAVENOUS SOLUTION,82,82,*
2105,IOVERSOL 350 MG IODINE/ML INTRAVENOUS SYRINGE,5,5,*
2106,DILTIAZEM 125 MG/125 ML NS (LOADABLE MIXTURE),54,54,*
2107,"BARIUM SULFATE 2.1 % (W/V), 2.0 % (W/W) ORAL SUSPENSION",0,0,*
2108,IOVERSOL 350 MG IODINE/ML INTRAVENOUS SOLUTION,2,2,*
2109,IOHEXOL 300 MG IODINE/ML INTRAVENOUS SOLUTION,3,3,*
2110,BARIUM SULFATE 60 % (W/V) ORAL SUSPENSION,0,0,*
2111,IOTHALAMATE MEGLUMINE 17.2 % URETHRAL SOLUTION,3,3,*
2112,IODIXANOL 320 MG IODINE/ML INTRAVENOUS SOLUTION,5,5,*
2113,DIATRIZOATE MEGLUMINE-DIATRIZOATE SODIUM 66 %-10 % ORAL SOLUTION,2,2,*
2114,IOHEXOL 180 MG IODINE/ML INTRATHECAL SOLUTION,22,22,*
2115,BACITRACIN 500 UNIT/GRAM TOPICAL OINTMENT,22,22,*
2116,TEMAZEPAM 7.5 MG CAPSULE,56,56,*
2117,BRIMONIDINE 0.2 % EYE DROPS,43,43,*
2118,ARTIFICIAL SALIVA(CARBOXYMETHYLCELLULOSE-ELECTROLYTES) SPRAY PUMP,17,17,*
2119,CLINDAMYCIN 300 MG IN D5W LOADABLE MIXTURE,108,108,*
2120,DESFLURANE 100 % INHALATION LIQUID,0,0,*
2121,BECLOMETHASONE DIPROP 40 MCG/ACTUATION HFA BREATH ACTIVATED AEROSOL,"1,153","1,153",*
2122,CEFEPIME 2 G/50 ML D5W (LOADABLE MIXTURE),167,167,*
2123,PANTOPRAZOLE 40 MG INTRAVENOUS SOLUTION,60,60,*
2124,PIPERACILLIN-TAZOBACTAM 4.5 G IVPB D5W LOADABLE MIXTURE,115,115,*
2125,HYDROXOCOBALAMIN 5 GRAM INTRAVENOUS SOLUTION,"3,750","3,750",*
2126,PENTETATE INDIUM DISODIUM IN-111 1.5 MCI/1.5 ML INTRATHECAL SOLUTION,"5,984","5,984",*
2127,PANTOPRAZOLE INFUSION 40 MG/100 ML NS,63,63,*
2128,"PANTOPRAZOLE 40 MG TABLET,DELAYED RELEASE",3,3,*
2129,ISOTOPE SODIUM PERTECH,210,210,*
2130,NS + MVI KIT FOR RALLY PACK (1000 ML NS + 10 ML MVI),139,139,*
2131,THIAMINE 200 MG  IN 100 ML NS (LOADABLE MIXTURE),104,104,*
2132,"EMPTY VIAFLEX BAG, NON-SPECIFIC VOLUME",0,0,*
2133,TC99M SULFUR COLLOID SOLUTION ,550,550,*
2134,IBUPROFEN 800 MG/8 ML (100 MG/ML) INTRAVENOUS SOLUTION,84,84,*
2135,BARIUM SULFATE 700 MG TABLET,0,0,*
2136,TRIHEXYPHENIDYL 5 MG TABLET,3,3,*
2137,TOOT SWEET 24% ORAL LIQUID,9,9,*
2138,ALPRAZOLAM 1 MG TABLET,5,5,*
2139,DOXAZOSIN 2 MG TABLET,3,3,*
2140,BETHANECHOL CHLORIDE 10 MG TABLET,3,3,*
2141,"DESVENLAFAXINE SUCCINATE ER 50 MG TABLET,EXTENDED RELEASE 24 HR",16,16,*
2142,LEVETIRACETAM 500 MG/100 ML IN SODIUM CHLORIDE (ISO-OSM) IV PIGGYBACK,329,329,*
2143,KETAMINE 30 MG/3 ML (10 MG/ML) IN STERILE WATER INJECTION SYRINGE,60,60,*
2144,HYDROCORTISONE 1 % LOTION,101,101,*
2145,LITHIUM CARBONATE 150 MG CAPSULE,3,3,*
2146,"NYSTATIN-TRIAMCINOLONE 100,000 UNIT/GRAM-0.1 % TOPICAL OINTMENT",137,137,*
2147,LORAZEPAM 2 MG/ML ORAL CONCENTRATE,110,110,*
2148,NOREPINEPHRINE 8 MG IN 250 ML NS (LOADABLE UNASSEMBLED),454,454,*
2149,TRIFLUOPERAZINE 1 MG TABLET,8,8,*
2150,TRIMETHOPRIM 100 MG TABLET,3,3,*
2151,AZATHIOPRINE 50 MG TABLET,5,5,*
2152,CLOZAPINE 100 MG TABLET,11,11,*
2153,GUAIFENESIN 200 MG TABLET,3,3,*
2154,INDAPAMIDE 1.25 MG TABLET,3,3,*
2155,MEXILETINE 150 MG CAPSULE,3,3,*
2156,CLINDAMYCIN 300 MG/50 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,60,60,*
2157,IPRATROPIUM BROMIDE 0.03 % NASAL SPRAY,23,23,*
2158,METRONIDAZOLE 0.75 % TOPICAL GEL,215,215,*
2159,LIDOCAINE 5 % TOPICAL OINTMENT,841,841,*
2160,SOLIFENACIN 5 MG TABLET,16,16,*
2161,MONTELUKAST 4 MG CHEWABLE TABLET,3,3,*
2162,TRIFLUOPERAZINE 5 MG TABLET,15,15,*
2163,CLINDAMYCIN 75 MG/5 ML ORAL SOLUTION,1,1,*
2164,EPINEPHRINE ANAPHYLAXIS KIT,23,23,*
2165,RAMIPRIL 1.25 MG CAPSULE,3,3,*
2166,"BUPIVACAINE-EPINEPHRINE (PF) 0.25 %-1:200,000 INJECTION SOLUTION",35,35,*
2167,FONDAPARINUX 5 MG/0.4 ML SUBCUTANEOUS SOLUTION SYRINGE,442,442,*
2168,FONDAPARINUX 10 MG/0.8 ML SUBCUTANEOUS SOLUTION SYRINGE,665,665,*
2169,FONDAPARINUX 7.5 MG/0.6 ML SUBCUTANEOUS SOLUTION SYRINGE,264,264,*
2170,PRAMOXINE 1 % TOPICAL FOAM,404,404,*
2171,"QUETIAPINE ER 200 MG TABLET,EXTENDED RELEASE 24 HR",31,31,*
2172,"QUETIAPINE ER 50 MG TABLET,EXTENDED RELEASE 24 HR",16,16,*
2173,"LOTEPREDNOL ETABONATE 0.5 % EYE DROPS,SUSPENSION","1,441","1,441",*
2174,DABIGATRAN ETEXILATE 150 MG CAPSULE,9,9,*
2175,DABIGATRAN ETEXILATE 75 MG CAPSULE,10,10,*
2176,TACROLIMUS 1 MG CAPSULE,12,12,*
2177,PROCHLORPERAZINE EDISYLATE 10 MG/2 ML (5 MG/ML) INJECTION SOLUTION,174,174,*
2178,PHYTONADIONE (VITAMIN K1) 1 MG/0.5 ML INJECTION SOLUTION,114,114,*
2179,LEVOTHYROXINE 100 MCG INTRAVENOUS SOLUTION,831,831,*
2180,CALCIUM CHLORIDE 100 MG/ML (10 %) INTRAVENOUS SYRINGE,105,105,*
2181,"CHOLECALCIFEROL (VITAMIN D3) 1,000 UNIT TABLET",3,3,*
2182,PHENOBARBITAL 32.4 MG TABLET,5,5,*
2183,DEXMEDETOMIDINE IN 0.9 % NS 400 MCG/100 ML BOLUS FROM BAG,0,0,*
2184,REGADENOSON 0.4 MG/5 ML INTRAVENOUS SYRINGE,"1,504","1,504",*
2185,ROSUVASTATIN 20 MG TABLET,14,14,*
2186,TOLVAPTAN 15 MG TABLET,669,669,*
2187,AZITHROMYCIN 500 MG INTRAVENOUS SOLUTION,48,48,*
2188,DOXYCYCLINE HYCLATE 100 MG INTRAVENOUS POWDER FOR SOLUTION,197,197,*
2189,COLCHICINE 0.6 MG TABLET,85,85,*
2190,BENZOCAINE-MENTHOL 15 MG-3.6 MG LOZENGES,3,3,*
2191,VANCOMYCIN 50 MG/ML ORAL SOLUTION,3,3,*
2192,LEVOFLOXACIN 250 MG TABLET,3,3,*
2193,LEVOFLOXACIN 500 MG TABLET,3,3,*
2194,LEVOFLOXACIN 250 MG/50 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,46,46,*
2195,LEVOFLOXACIN 500 MG/100 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,67,67,*
2196,TC99M SODIUM PERTECHNETATE(TCO4),180,180,*
2197,DENOSUMAB 60 MG/ML SUBCUTANEOUS SYRINGE,"4,490","4,490",*
2198,IRON DEXTRAN 50 MG/ML INJECTION SOLUTION,340,340,*
2199,INFUSION ADVERSE REACTIONS GUIDELINES (ADULT),0,0,*
2200,PERFLUTREN LIPID MICROSPHERES 1.1 MG/ML INTRAVENOUS SUSPENSION,"1,053","1,053",*
2201,PERFLUTREN PROTEIN-TYPE A MICROSPHERES 0.22 MG/ML INTRAVENOUS SUSP,"1,053","1,053",*
2202,CEFTRIAXONE 2 GRAM SOLUTION FOR INJECTION,80,80,*
2203,CEFTRIAXONE (ROCEPHIN) 1 G IN 50 ML NS LOADABLE MIXTURE,72,72,*
2204,AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION,39,39,*
2205,CEFAZOLIN 1 GRAM/50 ML IN DEXTROSE (ISO-OSMOTIC) INTRAVENOUS PIGGYBACK,55,55,*
2206,METHYLPREDNISOLONE 500 MG/100 ML NS LOADABLE MIXTURE,382,382,*
2207,METHYLPREDNISOLONE 1000 MG/100 ML NS LOADABLE MIXTURE,256,256,*
2208,MAGNESIUM SULFATE 2 GRAM/50 ML (4 %) IN WATER INTRAVENOUS PIGGYBACK,206,206,*
2209,CEFEPIME 1 G/50 ML NS (LOADABLE MIXTURE),105,105,*
2210,"EMPTY CONTAINER, PLASTIC BAG",0,0,*
2211,NIMODIPINE 30 MG CAPSULE,20,20,*
2212,VANCOMYCIN 750 MG/250 ML NS LOADABLE MIXTURE,98,98,*
2213,VANCOMYCIN 750 MG INTRAVENOUS SOLUTION,136,136,*
2214,LEVOFLOXACIN 750 MG TABLET,3,3,*
2215,MORPHINE 10 MG/ML INTRAVENOUS SOLUTION,15,15,*
2216,INSULIN REGULAR 100 UNITS/ML VIAL FOR PUMP REFILL,3,3,*
2217,ACYCLOVIR (ZOVIRAX) 500 MG IN 100 ML NS LOADABLE MIXTURE,61,61,*
2218,DOXYCYCLINE 100 MG/250 ML NS LOADABLE MIXTURE,240,240,*
2219,AZTREONAM 2 GRAM SOLUTION FOR INJECTION,542,542,*
2220,ICATIBANT 30 MG/3 ML SUBCUTANEOUS SYRINGE,"25,443","25,443",*
2221,NAFCILLIN 2 G/100ML IN NS LOADABLE MIXTURE,205,205,*
2222,NAFCILLIN 1 G/100 ML IN NS LOADABLE MIXTURE,133,133,*
2223,NAFCILLIN 1 GRAM INTRAVENOUS SOLUTION,178,178,*
2224,"IMMUNE GLOB,GAMM(IGG) 10 %-PRO-IGA 0 TO 50 MCG/ML INTRAVENOUS SOLUTION","5,775","5,775",*
2225,MORPHINE 30 MG/30 ML (1 MG/ML) INTRAVENOUS PCA SYRINGE,141,141,*
2226,HYDROCORTISONE SOD SUCCINATE (PF) 250 MG/2 ML SOLUTION FOR INJECTION,202,202,*
2227,SODIUM BORATE-BORIC ACID-SODIUM CHLORIDE-WATER EYE WASH SOLN,19,19,*
2228,LEVETIRACETAM (KEPPRA) 500 MG/100ML NS LOADABLE MIXTURE,71,71,*
2229,GENTAMICIN 80 MG/NS 100 ML (LOADABLE MIXTURE),52,52,*
2230,MEROPENEM 1 G/50 ML NS LOADABLE MIXTURE,369,369,*
2231,MEROPENEM 500 MG/50 ML NS LOADABLE MIXTURE,369,369,*
2232,VALPROATE SODIUM 500 MG/100 ML NS LOADABLE MIXTURE,58,58,*
2233,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET,5,5,*
2234,RIVAROXABAN 20 MG TABLET,15,15,*
2235,CEFDINIR 300 MG CAPSULE,3,3,*
2236,FOSFOMYCIN TROMETHAMINE 3 GRAM ORAL PACKET,119,119,*
2237,TICAGRELOR 90 MG TABLET,10,10,*
2238,MAGNESIUM SULFATE 1 GRAM/100 ML IN DEXTROSE 5 % INTRAVENOUS PIGGYBACK,61,61,*
2239,TUBE FEEDING (ADULT),0,0,*
2240,TUBE FEEDING MODULAR,0,0,*
2241,GASTRIC RESIDUALS NURSING MESSAGE,0,0,*
2242,METRONIDAZOLE 0.75 % VAGINAL GEL,198,198,*
2243,EPINEPHRINE 1 MG/ML (1 ML) INJECTION SOLUTION,24,24,*
2244,PENICILLIN G POTASSIUM 5 MILLION UNIT SOLUTION FOR INJECTION,84,84,*
2245,TALC-CALAMINE TOPICAL POWDER,8,8,*
2246,MULTIVIT AND MINERALS-FERROUS GLUCONATE 9 MG IRON/15 ML ORAL LIQUID,5,5,*
2247,"BUPIVACAINE (PF) 0.5 % (5 MG/ML) IJ SOLN, 30 ML VIAL FOR ANES ONLY",19,19,*
2248,LIOTHYRONINE 25 MCG TABLET,3,3,*
2249,PHENYLEPHRINE 10 MG/100 ML INFUSION (ANESTHESIA USE ONLY),90,90,*
2250,SUFENTANIL CITRATE 50 MCG/ML IV SOLN 1 ML (FOR ANES ONLY),29,29,*
2251,LACTATED RINGERS IV SOLP 500 ML (FOR ANESTHESIA USE ONLY),43,43,*
2252,SODIUM CHLORIDE 0.9 % 0.9 % IV SOLP 250 ML (FOR ANESTH ONLY),43,43,*
2253," ALBUMIN, HUMAN 5 % 5 % IV SOLP 250 ML (FOR ANESTH ONLY)",420,420,*
2254,SODIUM CHLORIDE 0.9 % 0.9 % IV SOLP 1000 ML (FOR ANESTH USE ONLY),43,43,*
2255,SODIUM CHLORIDE 0.9 % 0.9 % IV SOLP 500 ML (FOR ANESTH USE ONLY),43,43,*
2256,ELECTROLYTE-R IV SOLP 1000 ML (FOR ANESTHESIA USE ONLY),43,43,*
2257,LACTATED RINGERS IV SOLP 1000 ML (FOR ANESTHESIA USE ONLY),43,43,*
2258,D5 % AND 0.9% NS IV SOLP 1000 ML (FOR ANESTH USE ONLY),43,43,*
2259,DEXTROSE 5%-0.2% NS IV SOLP 1000 ML(FOR ANES USE ONLY),73,73,*
2260,D5 %-0.45 %NS IV SOLP 1000 ML (FOR ANESTH USE ONLY),43,43,*
2261,ETOMIDATE 2 MG/ML IV SOLN 10 ML (FOR ANESTH USE ONLY),75,75,*
2262,PROPOFOL 10 MG/ML IV EMUL 50 ML (FOR ANESTH USE ONLY),201,201,*
2263,PROPOFOL 10 MG/ML IV EMUL 50 ML - MCG/KG/MIN (FOR ANESTH USE ONLY) ,88,88,*
2264,ROCURONIUM 10 MG/ML IV SOLN 5 ML (FOR ANESTHESIA USE ONLY),34,34,*
2265,EPINEPHRINE INFUSION 4MG/250ML (ANES ONLY),150,150,*
2266,PHENYLEPHRINE INFUSION 50MG/250ML (ANES ONLY),354,354,*
2267,NOREPINEPHRINE INFUSION 4MG/250ML (ANES ONLY),206,206,*
2268,EPHEDRINE SULFATE 50 MG/ML IJ SOLN 1 ML AMPULE (FOR ANESTH USE ONLY),339,339,*
2269,FENTANYL (PF) 50 MCG/ML IJ SOLN 2 ML (FOR ANES ONLY),14,14,*
2270,FENTANYL (PF) 50 MCG/ML IJ SOLN 5 ML (FOR ANES ONLY),19,19,*
2271,HYDROMORPHONE 0.5 MG/ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS SYRINGE,64,64,*
2272,HYDROMORPHONE 1 MG/ML INJECTION SYRINGE,28,28,*
2273,HYDROMORPHONE 0.5 MG/0.5 ML INJECTION SYRINGE,31,31,*
2274,INFLIXIMAB-DYYB 100 MG INTRAVENOUS SOLUTION,"3,269","3,269",*
2275,CLOZAPINE 25 MG TABLET,5,5,*
2276,LIDOCAINE 4 % TOPICAL PATCH,17,17,*
2277,INSULIN SUBCUTANEOUS PUMP (PATIENT'S OWN DEVICE),0,0,*
2278,INSULIN REGULAR BOLUS(100 UNITS/ML) FROM PATIENT'S OWN SQ PUMP,0,0,*
2279,HEPATITIS B VIRUS VACCINE RECOMB (PF) 10 MCG/0.5 ML IM SYRINGE,59,59,*
2280,FLUORESCEIN 0.25 %-PROPARACAINE 0.5 % EYE DROPS,414,414,*
2281,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION",411,411,*
2282,CALCIUM GLUCONATE 1 G/50 ML NS LOADABLE MIXTURE,109,109,*
2283,OFLOXACIN 0.3 % EAR DROPS,5,5,*
2284,NEOSTIGMINE 1 MG/ML SYRINGE,140,140,*
2285,PHENYLEPHRINE 0.5 % NASAL SPRAY,7,7,*
2286,SODIUM POLYSTYRENE SULFONATE 15 GRAM-SORBITOL 20 GRAM/60 ML ORAL SUSP,77,77,*
2287,BEER,0,0,*
2288,FLU VACCINE QS 2018-19(6 MOS UP)(PF)60 MCG(15 MCGX4)/0.5 ML IM SYRINGE,20,20,*
2289,EPINEPHRINE (1:1000) 1 MG/ML MIXED IN 40 ML OF PF NS (OR USE ONLY),46,46,*
2290,NITROGLYCERIN (TRIDIL) 40 MCG/1 ML NS (OR USE ONLY),11,11,*
2291,DIANEAL WITH 4.25 % DEXTROSE CALCIUM 2.5 MEQ/L-MAGNESIUM 0.5 MEQ/L,276,276,*
2292,"THROMBIN (RECOMBINANT) 20,000 UNIT TOPICAL SOLUTION","1,826","1,826",*
2293,DIMETHYL SULFOXIDE 50 % INTRAVESICAL SOLUTION,"2,655","2,655",*
2294,BUPIVACAINE LIPOSOME(PF) 1.3 %(13.3 MG/ML) SUSPENSION FOR INFILTRATION,"2,362.50","2,362.50",*
2295,"HEPARIN (PORCINE) 10,000 UNIT/ML INJECTION SOLUTION",36,36,*
2296,ETHANOL (ETHYL ALCOHOL) 98 % INJECTION SOLUTION,92,92,*
2297,ISOPROPYL ALCOHOL 70 % SOLUTION,16,16,*
2298,POVIDONE-IODINE 5 % EYE SOLUTION,89,89,*
2299,POVIDONE-IODINE 5 % TOPICAL AEROSOL,0,0,*
2300,"BUPIVACAINE-EPINEPHRINE 0.25 %-1:200,000 INJECTION SOLUTION",42,42,*
2301,IOTHALAMATE MEGLUMINE 60 % INJECTION SOLUTION,3,3,*
2302,CHONDROITIN-SOD HYALURON 3 %-4 %(0.35 ML)1 %(0.4 ML)INTRAOCULAR SYRING,784,784,*
2303,MORPHINE (PF) 1 MG/ML INJECTION SOLUTION,147,147,*
2304,"HEPARIN (PORCINE) 1,000 UNIT/ML INJECTION SOLUTION",26,26,*
2305,CHONDROITIN-SOD HYALURON 4 %-3 % (40 MG-30 MG/ML) INTRAOCULAR SYRINGE,569,569,*
2306,SODIUM-POTASSIUM-NACL EYE DROPS,17,17,*
2307,IOPAMIDOL 61 % INTRAVENOUS SOLUTION,578,578,*
2308,TOBRAMYCIN 0.3 % EYE OINTMENT,"1,347","1,347",*
2309,"THROMBIN (BOVINE) 20,000 UNIT TOPICAL SOLUTION","1,302.50","1,302.50",*
2310,"NEOMYCIN 40 MG-POLYMYXIN B 200,000 UNIT/ML GU IRRIGATION SOLUTION",90,90,*
2311,CHONDROITIN-SOD HYALURON 3 %-4 %(0.5 ML)1 %(0.55 ML)INTRAOCULAR SYRING,825,825,*
2312,IOXAGLATE MEGLUMINE AND SODIUM 39.3 %-19.6 % INJECTION SOLUTION,227,227,*
2313,PHENYLEPHRINE 2.5 % EYE DROPS,365,365,*
2314,TRYPAN BLUE 0.06 % INTRAOCULAR SYRINGE,"3,735","3,735",*
2315,THROMBIN(HUMAN)-FIBRINOGEN-APROTININ SYN-CALCIUM 2 ML TOPICAL SYRINGE,"1,238.50","1,238.50",*
2316,THROMBIN(HUMAN)-FIBRINOGEN-APROTININ SYN-CALCIUM 4 ML TOPICAL SYRINGE,"1,238.50","1,238.50",*
2317,HYDROGEN PEROXIDE 3 % SOLUTION,8,8,*
2318,GLYCINE 1.5 % UROLOGIC SOLUTION FOR IRRIGATION,93,93,*
2319,SURGICAL LUBRICANT JELLY TOPICAL,5,5,*
2320,SODIUM HYALURONATE 10 MG/ML INTRAOCULAR SYRINGE,497,497,*
2321,DEXAMETHASONE SODIUM PHOSPHATE (PF) 10 MG/ML INJECTION SOLUTION,12,12,*
2322,LORAZEPAM 0.5 MG TABLET,5,5,*
2323,HYDROMORPHONE IN 0.9 % NACL 30 MG/30 ML IV PCAS OPIOID TOLERANT,266,266,*
2324,GLYCERIN RECTAL SUPPOSITORY (PEDS),5,5,*
2325,ROCURONIUM 100 MG/10 ML (10 MG/ML) INTRAVENOUS SYRINGE,18,18,*
,,,,
"*Items with asterisk represent pharmacy-related items. Price is based on standard charge quantity. If you have any questions,  please contact Billing Customer Service at 540-510-6300 or 866-720-3742.",,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
